GoalZone,GoalTime,TransitionCount,TriggerZone,TriggerTime,TotalTriggerOccurrences,TransitionPercentage,GoalTimeHourly,GoalTime10Min,Granularity
-0.382_to_-0.236,1450,19,-1.0_to_-0.786,930,158,12.03,1450,1450,10-Minute
-0.382_to_-0.236,1500,17,-1.0_to_-0.786,930,158,10.76,1500,1500,10-Minute
-0.382_to_-0.236,1510,16,-1.0_to_-0.786,930,158,10.13,1510,1510,10-Minute
-0.382_to_-0.236,1520,13,-1.0_to_-0.786,930,158,8.23,1520,1520,10-Minute
-0.382_to_-0.236,1530,13,-1.0_to_-0.786,930,158,8.23,1530,1530,10-Minute
-0.382_to_-0.236,1540,19,-1.0_to_-0.786,930,158,12.03,1540,1540,10-Minute
-0.382_to_-0.236,1550,14,-1.0_to_-0.786,930,158,8.86,1550,1550,10-Minute
-0.5_to_-0.382,940,7,-1.0_to_-0.786,930,158,4.43,0940,0940,10-Minute
-0.5_to_-0.382,950,19,-1.0_to_-0.786,930,158,12.03,0950,0950,10-Minute
-0.5_to_-0.382,1000,27,-1.0_to_-0.786,930,158,17.09,1000,1000,10-Minute
-0.5_to_-0.382,1010,26,-1.0_to_-0.786,930,158,16.46,1010,1010,10-Minute
-0.5_to_-0.382,1020,20,-1.0_to_-0.786,930,158,12.66,1020,1020,10-Minute
-0.5_to_-0.382,1030,19,-1.0_to_-0.786,930,158,12.03,1030,1030,10-Minute
-0.5_to_-0.382,1040,26,-1.0_to_-0.786,930,158,16.46,1040,1040,10-Minute
-0.5_to_-0.382,1050,24,-1.0_to_-0.786,930,158,15.19,1050,1050,10-Minute
-0.5_to_-0.382,1100,25,-1.0_to_-0.786,930,158,15.82,1100,1100,10-Minute
-0.5_to_-0.382,1110,20,-1.0_to_-0.786,930,158,12.66,1110,1110,10-Minute
-0.5_to_-0.382,1120,19,-1.0_to_-0.786,930,158,12.03,1120,1120,10-Minute
-0.5_to_-0.382,1130,22,-1.0_to_-0.786,930,158,13.92,1130,1130,10-Minute
-0.5_to_-0.382,1140,22,-1.0_to_-0.786,930,158,13.92,1140,1140,10-Minute
-0.5_to_-0.382,1150,22,-1.0_to_-0.786,930,158,13.92,1150,1150,10-Minute
-0.5_to_-0.382,1200,23,-1.0_to_-0.786,930,158,14.56,1200,1200,10-Minute
-0.5_to_-0.382,1210,14,-1.0_to_-0.786,930,158,8.86,1210,1210,10-Minute
-0.5_to_-0.382,1220,19,-1.0_to_-0.786,930,158,12.03,1220,1220,10-Minute
-0.5_to_-0.382,1230,20,-1.0_to_-0.786,930,158,12.66,1230,1230,10-Minute
-0.5_to_-0.382,1240,19,-1.0_to_-0.786,930,158,12.03,1240,1240,10-Minute
-0.5_to_-0.382,1250,21,-1.0_to_-0.786,930,158,13.29,1250,1250,10-Minute
-0.5_to_-0.382,1300,19,-1.0_to_-0.786,930,158,12.03,1300,1300,10-Minute
-0.5_to_-0.382,1310,25,-1.0_to_-0.786,930,158,15.82,1310,1310,10-Minute
-0.5_to_-0.382,1320,25,-1.0_to_-0.786,930,158,15.82,1320,1320,10-Minute
-0.5_to_-0.382,1330,22,-1.0_to_-0.786,930,158,13.92,1330,1330,10-Minute
-0.5_to_-0.382,1340,22,-1.0_to_-0.786,930,158,13.92,1340,1340,10-Minute
-0.5_to_-0.382,1350,22,-1.0_to_-0.786,930,158,13.92,1350,1350,10-Minute
-0.5_to_-0.382,1400,22,-1.0_to_-0.786,930,158,13.92,1400,1400,10-Minute
-0.5_to_-0.382,1410,21,-1.0_to_-0.786,930,158,13.29,1410,1410,10-Minute
-0.5_to_-0.382,1420,16,-1.0_to_-0.786,930,158,10.13,1420,1420,10-Minute
-0.5_to_-0.382,1430,18,-1.0_to_-0.786,930,158,11.39,1430,1430,10-Minute
-0.5_to_-0.382,1440,17,-1.0_to_-0.786,930,158,10.76,1440,1440,10-Minute
-0.5_to_-0.382,1450,17,-1.0_to_-0.786,930,158,10.76,1450,1450,10-Minute
-0.5_to_-0.382,1500,22,-1.0_to_-0.786,930,158,13.92,1500,1500,10-Minute
-0.5_to_-0.382,1510,22,-1.0_to_-0.786,930,158,13.92,1510,1510,10-Minute
-0.5_to_-0.382,1520,14,-1.0_to_-0.786,930,158,8.86,1520,1520,10-Minute
-0.5_to_-0.382,1530,20,-1.0_to_-0.786,930,158,12.66,1530,1530,10-Minute
-0.5_to_-0.382,1540,22,-1.0_to_-0.786,930,158,13.92,1540,1540,10-Minute
-0.5_to_-0.382,1550,27,-1.0_to_-0.786,930,158,17.09,1550,1550,10-Minute
-0.618_to_-0.5,940,27,-1.0_to_-0.786,930,158,17.09,0940,0940,10-Minute
-0.618_to_-0.5,950,29,-1.0_to_-0.786,930,158,18.35,0950,0950,10-Minute
-0.618_to_-0.5,1000,30,-1.0_to_-0.786,930,158,18.99,1000,1000,10-Minute
-0.618_to_-0.5,1010,31,-1.0_to_-0.786,930,158,19.62,1010,1010,10-Minute
-0.618_to_-0.5,1020,32,-1.0_to_-0.786,930,158,20.25,1020,1020,10-Minute
-0.618_to_-0.5,1030,30,-1.0_to_-0.786,930,158,18.99,1030,1030,10-Minute
-0.618_to_-0.5,1040,32,-1.0_to_-0.786,930,158,20.25,1040,1040,10-Minute
-0.618_to_-0.5,1050,27,-1.0_to_-0.786,930,158,17.09,1050,1050,10-Minute
-0.618_to_-0.5,1100,25,-1.0_to_-0.786,930,158,15.82,1100,1100,10-Minute
-0.618_to_-0.5,1110,19,-1.0_to_-0.786,930,158,12.03,1110,1110,10-Minute
-0.618_to_-0.5,1120,23,-1.0_to_-0.786,930,158,14.56,1120,1120,10-Minute
-0.618_to_-0.5,1130,24,-1.0_to_-0.786,930,158,15.19,1130,1130,10-Minute
-0.618_to_-0.5,1140,29,-1.0_to_-0.786,930,158,18.35,1140,1140,10-Minute
-0.618_to_-0.5,1150,28,-1.0_to_-0.786,930,158,17.72,1150,1150,10-Minute
-0.618_to_-0.5,1200,21,-1.0_to_-0.786,930,158,13.29,1200,1200,10-Minute
-0.618_to_-0.5,1210,21,-1.0_to_-0.786,930,158,13.29,1210,1210,10-Minute
-0.618_to_-0.5,1220,24,-1.0_to_-0.786,930,158,15.19,1220,1220,10-Minute
-0.618_to_-0.5,1230,26,-1.0_to_-0.786,930,158,16.46,1230,1230,10-Minute
-0.618_to_-0.5,1240,26,-1.0_to_-0.786,930,158,16.46,1240,1240,10-Minute
-0.618_to_-0.5,1250,23,-1.0_to_-0.786,930,158,14.56,1250,1250,10-Minute
-0.618_to_-0.5,1300,26,-1.0_to_-0.786,930,158,16.46,1300,1300,10-Minute
-0.618_to_-0.5,1310,26,-1.0_to_-0.786,930,158,16.46,1310,1310,10-Minute
-0.618_to_-0.5,1320,24,-1.0_to_-0.786,930,158,15.19,1320,1320,10-Minute
-0.618_to_-0.5,1330,19,-1.0_to_-0.786,930,158,12.03,1330,1330,10-Minute
-0.618_to_-0.5,1340,23,-1.0_to_-0.786,930,158,14.56,1340,1340,10-Minute
-0.618_to_-0.5,1350,20,-1.0_to_-0.786,930,158,12.66,1350,1350,10-Minute
-0.618_to_-0.5,1400,19,-1.0_to_-0.786,930,158,12.03,1400,1400,10-Minute
-0.618_to_-0.5,1410,20,-1.0_to_-0.786,930,158,12.66,1410,1410,10-Minute
-0.618_to_-0.5,1420,20,-1.0_to_-0.786,930,158,12.66,1420,1420,10-Minute
-0.618_to_-0.5,1430,27,-1.0_to_-0.786,930,158,17.09,1430,1430,10-Minute
-0.618_to_-0.5,1440,22,-1.0_to_-0.786,930,158,13.92,1440,1440,10-Minute
-0.618_to_-0.5,1450,22,-1.0_to_-0.786,930,158,13.92,1450,1450,10-Minute
-0.618_to_-0.5,1500,18,-1.0_to_-0.786,930,158,11.39,1500,1500,10-Minute
-0.618_to_-0.5,1510,20,-1.0_to_-0.786,930,158,12.66,1510,1510,10-Minute
-0.618_to_-0.5,1520,19,-1.0_to_-0.786,930,158,12.03,1520,1520,10-Minute
-0.618_to_-0.5,1530,24,-1.0_to_-0.786,930,158,15.19,1530,1530,10-Minute
-0.618_to_-0.5,1540,26,-1.0_to_-0.786,930,158,16.46,1540,1540,10-Minute
-0.618_to_-0.5,1550,29,-1.0_to_-0.786,930,158,18.35,1550,1550,10-Minute
-0.786_to_-0.618,940,73,-1.0_to_-0.786,930,158,46.2,0940,0940,10-Minute
-0.786_to_-0.618,950,54,-1.0_to_-0.786,930,158,34.18,0950,0950,10-Minute
-0.786_to_-0.618,1000,45,-1.0_to_-0.786,930,158,28.48,1000,1000,10-Minute
-0.786_to_-0.618,1010,39,-1.0_to_-0.786,930,158,24.68,1010,1010,10-Minute
-0.786_to_-0.618,1020,41,-1.0_to_-0.786,930,158,25.95,1020,1020,10-Minute
-0.786_to_-0.618,1030,41,-1.0_to_-0.786,930,158,25.95,1030,1030,10-Minute
-0.786_to_-0.618,1040,34,-1.0_to_-0.786,930,158,21.52,1040,1040,10-Minute
-0.786_to_-0.618,1050,29,-1.0_to_-0.786,930,158,18.35,1050,1050,10-Minute
-0.786_to_-0.618,1100,37,-1.0_to_-0.786,930,158,23.42,1100,1100,10-Minute
-0.786_to_-0.618,1110,34,-1.0_to_-0.786,930,158,21.52,1110,1110,10-Minute
-0.786_to_-0.618,1120,40,-1.0_to_-0.786,930,158,25.32,1120,1120,10-Minute
-0.786_to_-0.618,1130,37,-1.0_to_-0.786,930,158,23.42,1130,1130,10-Minute
-0.786_to_-0.618,1140,36,-1.0_to_-0.786,930,158,22.78,1140,1140,10-Minute
-0.786_to_-0.618,1150,34,-1.0_to_-0.786,930,158,21.52,1150,1150,10-Minute
-0.786_to_-0.618,1200,27,-1.0_to_-0.786,930,158,17.09,1200,1200,10-Minute
-0.786_to_-0.618,1210,28,-1.0_to_-0.786,930,158,17.72,1210,1210,10-Minute
-0.786_to_-0.618,1220,26,-1.0_to_-0.786,930,158,16.46,1220,1220,10-Minute
-0.786_to_-0.618,1230,28,-1.0_to_-0.786,930,158,17.72,1230,1230,10-Minute
-0.786_to_-0.618,1240,33,-1.0_to_-0.786,930,158,20.89,1240,1240,10-Minute
-0.786_to_-0.618,1250,26,-1.0_to_-0.786,930,158,16.46,1250,1250,10-Minute
-0.786_to_-0.618,1300,24,-1.0_to_-0.786,930,158,15.19,1300,1300,10-Minute
-0.786_to_-0.618,1310,25,-1.0_to_-0.786,930,158,15.82,1310,1310,10-Minute
-0.786_to_-0.618,1320,27,-1.0_to_-0.786,930,158,17.09,1320,1320,10-Minute
-0.786_to_-0.618,1330,27,-1.0_to_-0.786,930,158,17.09,1330,1330,10-Minute
-0.786_to_-0.618,1340,27,-1.0_to_-0.786,930,158,17.09,1340,1340,10-Minute
-0.786_to_-0.618,1350,30,-1.0_to_-0.786,930,158,18.99,1350,1350,10-Minute
-0.786_to_-0.618,1400,25,-1.0_to_-0.786,930,158,15.82,1400,1400,10-Minute
-0.786_to_-0.618,1410,26,-1.0_to_-0.786,930,158,16.46,1410,1410,10-Minute
-0.786_to_-0.618,1420,24,-1.0_to_-0.786,930,158,15.19,1420,1420,10-Minute
-0.786_to_-0.618,1430,23,-1.0_to_-0.786,930,158,14.56,1430,1430,10-Minute
-0.786_to_-0.618,1440,26,-1.0_to_-0.786,930,158,16.46,1440,1440,10-Minute
-0.786_to_-0.618,1450,24,-1.0_to_-0.786,930,158,15.19,1450,1450,10-Minute
-0.786_to_-0.618,1500,23,-1.0_to_-0.786,930,158,14.56,1500,1500,10-Minute
-0.786_to_-0.618,1510,25,-1.0_to_-0.786,930,158,15.82,1510,1510,10-Minute
-0.786_to_-0.618,1520,26,-1.0_to_-0.786,930,158,16.46,1520,1520,10-Minute
-0.786_to_-0.618,1530,29,-1.0_to_-0.786,930,158,18.35,1530,1530,10-Minute
-0.786_to_-0.618,1540,24,-1.0_to_-0.786,930,158,15.19,1540,1540,10-Minute
-0.786_to_-0.618,1550,28,-1.0_to_-0.786,930,158,17.72,1550,1550,10-Minute
-1.0_to_-0.786,940,112,-1.0_to_-0.786,930,158,70.89,0940,0940,10-Minute
-1.0_to_-0.786,950,81,-1.0_to_-0.786,930,158,51.27,0950,0950,10-Minute
-1.0_to_-0.786,1000,68,-1.0_to_-0.786,930,158,43.04,1000,1000,10-Minute
-1.0_to_-0.786,1010,54,-1.0_to_-0.786,930,158,34.18,1010,1010,10-Minute
-1.0_to_-0.786,1020,57,-1.0_to_-0.786,930,158,36.08,1020,1020,10-Minute
-1.0_to_-0.786,1030,57,-1.0_to_-0.786,930,158,36.08,1030,1030,10-Minute
-1.0_to_-0.786,1040,52,-1.0_to_-0.786,930,158,32.91,1040,1040,10-Minute
-1.0_to_-0.786,1050,48,-1.0_to_-0.786,930,158,30.38,1050,1050,10-Minute
-1.0_to_-0.786,1100,46,-1.0_to_-0.786,930,158,29.11,1100,1100,10-Minute
-1.0_to_-0.786,1110,41,-1.0_to_-0.786,930,158,25.95,1110,1110,10-Minute
-1.0_to_-0.786,1120,37,-1.0_to_-0.786,930,158,23.42,1120,1120,10-Minute
-1.0_to_-0.786,1130,33,-1.0_to_-0.786,930,158,20.89,1130,1130,10-Minute
-1.0_to_-0.786,1140,23,-1.0_to_-0.786,930,158,14.56,1140,1140,10-Minute
-1.0_to_-0.786,1150,30,-1.0_to_-0.786,930,158,18.99,1150,1150,10-Minute
-1.0_to_-0.786,1200,37,-1.0_to_-0.786,930,158,23.42,1200,1200,10-Minute
-1.0_to_-0.786,1210,38,-1.0_to_-0.786,930,158,24.05,1210,1210,10-Minute
-1.0_to_-0.786,1220,37,-1.0_to_-0.786,930,158,23.42,1220,1220,10-Minute
-1.0_to_-0.786,1230,40,-1.0_to_-0.786,930,158,25.32,1230,1230,10-Minute
-1.0_to_-0.786,1240,33,-1.0_to_-0.786,930,158,20.89,1240,1240,10-Minute
-1.0_to_-0.786,1250,31,-1.0_to_-0.786,930,158,19.62,1250,1250,10-Minute
-1.0_to_-0.786,1300,34,-1.0_to_-0.786,930,158,21.52,1300,1300,10-Minute
-1.0_to_-0.786,1310,36,-1.0_to_-0.786,930,158,22.78,1310,1310,10-Minute
-1.0_to_-0.786,1320,34,-1.0_to_-0.786,930,158,21.52,1320,1320,10-Minute
-1.0_to_-0.786,1330,31,-1.0_to_-0.786,930,158,19.62,1330,1330,10-Minute
-1.0_to_-0.786,1340,30,-1.0_to_-0.786,930,158,18.99,1340,1340,10-Minute
-1.0_to_-0.786,1350,32,-1.0_to_-0.786,930,158,20.25,1350,1350,10-Minute
-1.0_to_-0.786,1400,31,-1.0_to_-0.786,930,158,19.62,1400,1400,10-Minute
-1.0_to_-0.786,1410,31,-1.0_to_-0.786,930,158,19.62,1410,1410,10-Minute
-1.0_to_-0.786,1420,28,-1.0_to_-0.786,930,158,17.72,1420,1420,10-Minute
-1.0_to_-0.786,1430,20,-1.0_to_-0.786,930,158,12.66,1430,1430,10-Minute
-1.0_to_-0.786,1440,25,-1.0_to_-0.786,930,158,15.82,1440,1440,10-Minute
-1.0_to_-0.786,1450,25,-1.0_to_-0.786,930,158,15.82,1450,1450,10-Minute
-1.0_to_-0.786,1500,29,-1.0_to_-0.786,930,158,18.35,1500,1500,10-Minute
-1.0_to_-0.786,1510,25,-1.0_to_-0.786,930,158,15.82,1510,1510,10-Minute
-1.0_to_-0.786,1520,30,-1.0_to_-0.786,930,158,18.99,1520,1520,10-Minute
-1.0_to_-0.786,1530,32,-1.0_to_-0.786,930,158,20.25,1530,1530,10-Minute
-1.0_to_-0.786,1540,28,-1.0_to_-0.786,930,158,17.72,1540,1540,10-Minute
-1.0_to_-0.786,1550,32,-1.0_to_-0.786,930,158,20.25,1550,1550,10-Minute
0.0_to_0.236,940,1,-1.0_to_-0.786,930,158,0.63,0940,0940,10-Minute
0.0_to_0.236,950,2,-1.0_to_-0.786,930,158,1.27,0950,0950,10-Minute
0.0_to_0.236,1000,2,-1.0_to_-0.786,930,158,1.27,1000,1000,10-Minute
0.0_to_0.236,1010,3,-1.0_to_-0.786,930,158,1.9,1010,1010,10-Minute
0.0_to_0.236,1020,3,-1.0_to_-0.786,930,158,1.9,1020,1020,10-Minute
0.0_to_0.236,1030,2,-1.0_to_-0.786,930,158,1.27,1030,1030,10-Minute
0.0_to_0.236,1040,4,-1.0_to_-0.786,930,158,2.53,1040,1040,10-Minute
0.0_to_0.236,1050,7,-1.0_to_-0.786,930,158,4.43,1050,1050,10-Minute
0.0_to_0.236,1100,4,-1.0_to_-0.786,930,158,2.53,1100,1100,10-Minute
0.0_to_0.236,1110,3,-1.0_to_-0.786,930,158,1.9,1110,1110,10-Minute
0.0_to_0.236,1120,4,-1.0_to_-0.786,930,158,2.53,1120,1120,10-Minute
0.0_to_0.236,1130,7,-1.0_to_-0.786,930,158,4.43,1130,1130,10-Minute
0.0_to_0.236,1140,5,-1.0_to_-0.786,930,158,3.16,1140,1140,10-Minute
0.0_to_0.236,1150,3,-1.0_to_-0.786,930,158,1.9,1150,1150,10-Minute
0.0_to_0.236,1200,2,-1.0_to_-0.786,930,158,1.27,1200,1200,10-Minute
0.0_to_0.236,1210,4,-1.0_to_-0.786,930,158,2.53,1210,1210,10-Minute
0.0_to_0.236,1220,5,-1.0_to_-0.786,930,158,3.16,1220,1220,10-Minute
0.0_to_0.236,1230,6,-1.0_to_-0.786,930,158,3.8,1230,1230,10-Minute
0.0_to_0.236,1240,8,-1.0_to_-0.786,930,158,5.06,1240,1240,10-Minute
0.0_to_0.236,1250,9,-1.0_to_-0.786,930,158,5.7,1250,1250,10-Minute
0.0_to_0.236,1300,10,-1.0_to_-0.786,930,158,6.33,1300,1300,10-Minute
0.0_to_0.236,1310,8,-1.0_to_-0.786,930,158,5.06,1310,1310,10-Minute
0.0_to_0.236,1320,9,-1.0_to_-0.786,930,158,5.7,1320,1320,10-Minute
0.0_to_0.236,1330,8,-1.0_to_-0.786,930,158,5.06,1330,1330,10-Minute
0.0_to_0.236,1340,8,-1.0_to_-0.786,930,158,5.06,1340,1340,10-Minute
0.0_to_0.236,1350,8,-1.0_to_-0.786,930,158,5.06,1350,1350,10-Minute
0.0_to_0.236,1400,10,-1.0_to_-0.786,930,158,6.33,1400,1400,10-Minute
0.0_to_0.236,1410,9,-1.0_to_-0.786,930,158,5.7,1410,1410,10-Minute
0.0_to_0.236,1420,9,-1.0_to_-0.786,930,158,5.7,1420,1420,10-Minute
0.0_to_0.236,1430,8,-1.0_to_-0.786,930,158,5.06,1430,1430,10-Minute
0.0_to_0.236,1440,11,-1.0_to_-0.786,930,158,6.96,1440,1440,10-Minute
0.0_to_0.236,1450,13,-1.0_to_-0.786,930,158,8.23,1450,1450,10-Minute
0.0_to_0.236,1500,15,-1.0_to_-0.786,930,158,9.49,1500,1500,10-Minute
0.0_to_0.236,1510,11,-1.0_to_-0.786,930,158,6.96,1510,1510,10-Minute
0.0_to_0.236,1520,12,-1.0_to_-0.786,930,158,7.59,1520,1520,10-Minute
0.0_to_0.236,1530,14,-1.0_to_-0.786,930,158,8.86,1530,1530,10-Minute
0.0_to_0.236,1540,15,-1.0_to_-0.786,930,158,9.49,1540,1540,10-Minute
0.0_to_0.236,1550,17,-1.0_to_-0.786,930,158,10.76,1550,1550,10-Minute
0.236_to_0.382,940,1,-1.0_to_-0.786,930,158,0.63,0940,0940,10-Minute
0.236_to_0.382,950,1,-1.0_to_-0.786,930,158,0.63,0950,0950,10-Minute
0.236_to_0.382,1010,1,-1.0_to_-0.786,930,158,0.63,1010,1010,10-Minute
0.236_to_0.382,1050,1,-1.0_to_-0.786,930,158,0.63,1050,1050,10-Minute
0.236_to_0.382,1100,1,-1.0_to_-0.786,930,158,0.63,1100,1100,10-Minute
0.236_to_0.382,1110,2,-1.0_to_-0.786,930,158,1.27,1110,1110,10-Minute
0.236_to_0.382,1120,2,-1.0_to_-0.786,930,158,1.27,1120,1120,10-Minute
0.236_to_0.382,1130,1,-1.0_to_-0.786,930,158,0.63,1130,1130,10-Minute
0.236_to_0.382,1140,2,-1.0_to_-0.786,930,158,1.27,1140,1140,10-Minute
0.236_to_0.382,1150,1,-1.0_to_-0.786,930,158,0.63,1150,1150,10-Minute
0.236_to_0.382,1200,3,-1.0_to_-0.786,930,158,1.9,1200,1200,10-Minute
0.236_to_0.382,1210,3,-1.0_to_-0.786,930,158,1.9,1210,1210,10-Minute
0.236_to_0.382,1220,4,-1.0_to_-0.786,930,158,2.53,1220,1220,10-Minute
0.236_to_0.382,1230,4,-1.0_to_-0.786,930,158,2.53,1230,1230,10-Minute
0.236_to_0.382,1240,4,-1.0_to_-0.786,930,158,2.53,1240,1240,10-Minute
0.236_to_0.382,1250,1,-1.0_to_-0.786,930,158,0.63,1250,1250,10-Minute
0.236_to_0.382,1300,3,-1.0_to_-0.786,930,158,1.9,1300,1300,10-Minute
0.236_to_0.382,1310,4,-1.0_to_-0.786,930,158,2.53,1310,1310,10-Minute
0.236_to_0.382,1320,4,-1.0_to_-0.786,930,158,2.53,1320,1320,10-Minute
