GoalZone,GoalTime,TransitionCount,TriggerZone,TriggerTime,TotalTriggerOccurrences,TransitionPercentage,GoalTimeHourly,GoalTime10Min,Granularity
-0.382_to_-0.236,1400,23,-1.0_to_-0.786,950,131,17.56,1400,1400,10-Minute
-0.382_to_-0.236,1410,22,-1.0_to_-0.786,950,131,16.79,1410,1410,10-Minute
-0.382_to_-0.236,1420,20,-1.0_to_-0.786,950,131,15.27,1420,1420,10-Minute
-0.382_to_-0.236,1430,18,-1.0_to_-0.786,950,131,13.74,1430,1430,10-Minute
-0.382_to_-0.236,1440,16,-1.0_to_-0.786,950,131,12.21,1440,1440,10-Minute
-0.382_to_-0.236,1450,18,-1.0_to_-0.786,950,131,13.74,1450,1450,10-Minute
-0.382_to_-0.236,1500,18,-1.0_to_-0.786,950,131,13.74,1500,1500,10-Minute
-0.382_to_-0.236,1510,17,-1.0_to_-0.786,950,131,12.98,1510,1510,10-Minute
-0.382_to_-0.236,1520,15,-1.0_to_-0.786,950,131,11.45,1520,1520,10-Minute
-0.382_to_-0.236,1530,17,-1.0_to_-0.786,950,131,12.98,1530,1530,10-Minute
-0.382_to_-0.236,1540,24,-1.0_to_-0.786,950,131,18.32,1540,1540,10-Minute
-0.382_to_-0.236,1550,22,-1.0_to_-0.786,950,131,16.79,1550,1550,10-Minute
-0.5_to_-0.382,1000,10,-1.0_to_-0.786,950,131,7.63,1000,1000,10-Minute
-0.5_to_-0.382,1010,12,-1.0_to_-0.786,950,131,9.16,1010,1010,10-Minute
-0.5_to_-0.382,1020,12,-1.0_to_-0.786,950,131,9.16,1020,1020,10-Minute
-0.5_to_-0.382,1030,14,-1.0_to_-0.786,950,131,10.69,1030,1030,10-Minute
-0.5_to_-0.382,1040,22,-1.0_to_-0.786,950,131,16.79,1040,1040,10-Minute
-0.5_to_-0.382,1050,20,-1.0_to_-0.786,950,131,15.27,1050,1050,10-Minute
-0.5_to_-0.382,1100,21,-1.0_to_-0.786,950,131,16.03,1100,1100,10-Minute
-0.5_to_-0.382,1110,18,-1.0_to_-0.786,950,131,13.74,1110,1110,10-Minute
-0.5_to_-0.382,1120,20,-1.0_to_-0.786,950,131,15.27,1120,1120,10-Minute
-0.5_to_-0.382,1130,19,-1.0_to_-0.786,950,131,14.5,1130,1130,10-Minute
-0.5_to_-0.382,1140,22,-1.0_to_-0.786,950,131,16.79,1140,1140,10-Minute
-0.5_to_-0.382,1150,23,-1.0_to_-0.786,950,131,17.56,1150,1150,10-Minute
-0.5_to_-0.382,1200,26,-1.0_to_-0.786,950,131,19.85,1200,1200,10-Minute
-0.5_to_-0.382,1210,19,-1.0_to_-0.786,950,131,14.5,1210,1210,10-Minute
-0.5_to_-0.382,1220,23,-1.0_to_-0.786,950,131,17.56,1220,1220,10-Minute
-0.5_to_-0.382,1230,19,-1.0_to_-0.786,950,131,14.5,1230,1230,10-Minute
-0.5_to_-0.382,1240,21,-1.0_to_-0.786,950,131,16.03,1240,1240,10-Minute
-0.5_to_-0.382,1250,18,-1.0_to_-0.786,950,131,13.74,1250,1250,10-Minute
-0.5_to_-0.382,1300,15,-1.0_to_-0.786,950,131,11.45,1300,1300,10-Minute
-0.5_to_-0.382,1310,20,-1.0_to_-0.786,950,131,15.27,1310,1310,10-Minute
-0.5_to_-0.382,1320,21,-1.0_to_-0.786,950,131,16.03,1320,1320,10-Minute
-0.5_to_-0.382,1330,19,-1.0_to_-0.786,950,131,14.5,1330,1330,10-Minute
-0.5_to_-0.382,1340,20,-1.0_to_-0.786,950,131,15.27,1340,1340,10-Minute
-0.5_to_-0.382,1350,16,-1.0_to_-0.786,950,131,12.21,1350,1350,10-Minute
-0.5_to_-0.382,1400,17,-1.0_to_-0.786,950,131,12.98,1400,1400,10-Minute
-0.5_to_-0.382,1410,17,-1.0_to_-0.786,950,131,12.98,1410,1410,10-Minute
-0.5_to_-0.382,1420,16,-1.0_to_-0.786,950,131,12.21,1420,1420,10-Minute
-0.5_to_-0.382,1430,16,-1.0_to_-0.786,950,131,12.21,1430,1430,10-Minute
-0.5_to_-0.382,1440,16,-1.0_to_-0.786,950,131,12.21,1440,1440,10-Minute
-0.5_to_-0.382,1450,19,-1.0_to_-0.786,950,131,14.5,1450,1450,10-Minute
-0.5_to_-0.382,1500,22,-1.0_to_-0.786,950,131,16.79,1500,1500,10-Minute
-0.5_to_-0.382,1510,21,-1.0_to_-0.786,950,131,16.03,1510,1510,10-Minute
-0.5_to_-0.382,1520,18,-1.0_to_-0.786,950,131,13.74,1520,1520,10-Minute
-0.5_to_-0.382,1530,20,-1.0_to_-0.786,950,131,15.27,1530,1530,10-Minute
-0.5_to_-0.382,1540,20,-1.0_to_-0.786,950,131,15.27,1540,1540,10-Minute
-0.5_to_-0.382,1550,27,-1.0_to_-0.786,950,131,20.61,1550,1550,10-Minute
-0.618_to_-0.5,1000,20,-1.0_to_-0.786,950,131,15.27,1000,1000,10-Minute
-0.618_to_-0.5,1010,23,-1.0_to_-0.786,950,131,17.56,1010,1010,10-Minute
-0.618_to_-0.5,1020,27,-1.0_to_-0.786,950,131,20.61,1020,1020,10-Minute
-0.618_to_-0.5,1030,26,-1.0_to_-0.786,950,131,19.85,1030,1030,10-Minute
-0.618_to_-0.5,1040,29,-1.0_to_-0.786,950,131,22.14,1040,1040,10-Minute
-0.618_to_-0.5,1050,24,-1.0_to_-0.786,950,131,18.32,1050,1050,10-Minute
-0.618_to_-0.5,1100,21,-1.0_to_-0.786,950,131,16.03,1100,1100,10-Minute
-0.618_to_-0.5,1110,16,-1.0_to_-0.786,950,131,12.21,1110,1110,10-Minute
-0.618_to_-0.5,1120,21,-1.0_to_-0.786,950,131,16.03,1120,1120,10-Minute
-0.618_to_-0.5,1130,24,-1.0_to_-0.786,950,131,18.32,1130,1130,10-Minute
-0.618_to_-0.5,1140,28,-1.0_to_-0.786,950,131,21.37,1140,1140,10-Minute
-0.618_to_-0.5,1150,28,-1.0_to_-0.786,950,131,21.37,1150,1150,10-Minute
-0.618_to_-0.5,1200,25,-1.0_to_-0.786,950,131,19.08,1200,1200,10-Minute
-0.618_to_-0.5,1210,27,-1.0_to_-0.786,950,131,20.61,1210,1210,10-Minute
-0.618_to_-0.5,1220,26,-1.0_to_-0.786,950,131,19.85,1220,1220,10-Minute
-0.618_to_-0.5,1230,29,-1.0_to_-0.786,950,131,22.14,1230,1230,10-Minute
-0.618_to_-0.5,1240,31,-1.0_to_-0.786,950,131,23.66,1240,1240,10-Minute
-0.618_to_-0.5,1250,25,-1.0_to_-0.786,950,131,19.08,1250,1250,10-Minute
-0.618_to_-0.5,1300,28,-1.0_to_-0.786,950,131,21.37,1300,1300,10-Minute
-0.618_to_-0.5,1310,27,-1.0_to_-0.786,950,131,20.61,1310,1310,10-Minute
-0.618_to_-0.5,1320,24,-1.0_to_-0.786,950,131,18.32,1320,1320,10-Minute
-0.618_to_-0.5,1330,19,-1.0_to_-0.786,950,131,14.5,1330,1330,10-Minute
-0.618_to_-0.5,1340,24,-1.0_to_-0.786,950,131,18.32,1340,1340,10-Minute
-0.618_to_-0.5,1350,20,-1.0_to_-0.786,950,131,15.27,1350,1350,10-Minute
-0.618_to_-0.5,1400,18,-1.0_to_-0.786,950,131,13.74,1400,1400,10-Minute
-0.618_to_-0.5,1410,17,-1.0_to_-0.786,950,131,12.98,1410,1410,10-Minute
-0.618_to_-0.5,1420,18,-1.0_to_-0.786,950,131,13.74,1420,1420,10-Minute
-0.618_to_-0.5,1430,21,-1.0_to_-0.786,950,131,16.03,1430,1430,10-Minute
-0.618_to_-0.5,1440,22,-1.0_to_-0.786,950,131,16.79,1440,1440,10-Minute
-0.618_to_-0.5,1450,22,-1.0_to_-0.786,950,131,16.79,1450,1450,10-Minute
-0.618_to_-0.5,1500,23,-1.0_to_-0.786,950,131,17.56,1500,1500,10-Minute
-0.618_to_-0.5,1510,25,-1.0_to_-0.786,950,131,19.08,1510,1510,10-Minute
-0.618_to_-0.5,1520,24,-1.0_to_-0.786,950,131,18.32,1520,1520,10-Minute
-0.618_to_-0.5,1530,21,-1.0_to_-0.786,950,131,16.03,1530,1530,10-Minute
-0.618_to_-0.5,1540,24,-1.0_to_-0.786,950,131,18.32,1540,1540,10-Minute
-0.618_to_-0.5,1550,26,-1.0_to_-0.786,950,131,19.85,1550,1550,10-Minute
-0.786_to_-0.618,1000,67,-1.0_to_-0.786,950,131,51.15,1000,1000,10-Minute
-0.786_to_-0.618,1010,50,-1.0_to_-0.786,950,131,38.17,1010,1010,10-Minute
-0.786_to_-0.618,1020,48,-1.0_to_-0.786,950,131,36.64,1020,1020,10-Minute
-0.786_to_-0.618,1030,43,-1.0_to_-0.786,950,131,32.82,1030,1030,10-Minute
-0.786_to_-0.618,1040,36,-1.0_to_-0.786,950,131,27.48,1040,1040,10-Minute
-0.786_to_-0.618,1050,34,-1.0_to_-0.786,950,131,25.95,1050,1050,10-Minute
-0.786_to_-0.618,1100,35,-1.0_to_-0.786,950,131,26.72,1100,1100,10-Minute
-0.786_to_-0.618,1110,35,-1.0_to_-0.786,950,131,26.72,1110,1110,10-Minute
-0.786_to_-0.618,1120,39,-1.0_to_-0.786,950,131,29.77,1120,1120,10-Minute
-0.786_to_-0.618,1130,36,-1.0_to_-0.786,950,131,27.48,1130,1130,10-Minute
-0.786_to_-0.618,1140,40,-1.0_to_-0.786,950,131,30.53,1140,1140,10-Minute
-0.786_to_-0.618,1150,38,-1.0_to_-0.786,950,131,29.01,1150,1150,10-Minute
-0.786_to_-0.618,1200,35,-1.0_to_-0.786,950,131,26.72,1200,1200,10-Minute
-0.786_to_-0.618,1210,40,-1.0_to_-0.786,950,131,30.53,1210,1210,10-Minute
-0.786_to_-0.618,1220,35,-1.0_to_-0.786,950,131,26.72,1220,1220,10-Minute
-0.786_to_-0.618,1230,30,-1.0_to_-0.786,950,131,22.9,1230,1230,10-Minute
-0.786_to_-0.618,1240,36,-1.0_to_-0.786,950,131,27.48,1240,1240,10-Minute
-0.786_to_-0.618,1250,33,-1.0_to_-0.786,950,131,25.19,1250,1250,10-Minute
-0.786_to_-0.618,1300,32,-1.0_to_-0.786,950,131,24.43,1300,1300,10-Minute
-0.786_to_-0.618,1310,32,-1.0_to_-0.786,950,131,24.43,1310,1310,10-Minute
-0.786_to_-0.618,1320,26,-1.0_to_-0.786,950,131,19.85,1320,1320,10-Minute
-0.786_to_-0.618,1330,31,-1.0_to_-0.786,950,131,23.66,1330,1330,10-Minute
-0.786_to_-0.618,1340,29,-1.0_to_-0.786,950,131,22.14,1340,1340,10-Minute
-0.786_to_-0.618,1350,31,-1.0_to_-0.786,950,131,23.66,1350,1350,10-Minute
-0.786_to_-0.618,1400,30,-1.0_to_-0.786,950,131,22.9,1400,1400,10-Minute
-0.786_to_-0.618,1410,25,-1.0_to_-0.786,950,131,19.08,1410,1410,10-Minute
-0.786_to_-0.618,1420,25,-1.0_to_-0.786,950,131,19.08,1420,1420,10-Minute
-0.786_to_-0.618,1430,25,-1.0_to_-0.786,950,131,19.08,1430,1430,10-Minute
-0.786_to_-0.618,1440,26,-1.0_to_-0.786,950,131,19.85,1440,1440,10-Minute
-0.786_to_-0.618,1450,20,-1.0_to_-0.786,950,131,15.27,1450,1450,10-Minute
-0.786_to_-0.618,1500,20,-1.0_to_-0.786,950,131,15.27,1500,1500,10-Minute
-0.786_to_-0.618,1510,21,-1.0_to_-0.786,950,131,16.03,1510,1510,10-Minute
-0.786_to_-0.618,1520,24,-1.0_to_-0.786,950,131,18.32,1520,1520,10-Minute
-0.786_to_-0.618,1530,25,-1.0_to_-0.786,950,131,19.08,1530,1530,10-Minute
-0.786_to_-0.618,1540,24,-1.0_to_-0.786,950,131,18.32,1540,1540,10-Minute
-0.786_to_-0.618,1550,25,-1.0_to_-0.786,950,131,19.08,1550,1550,10-Minute
-1.0_to_-0.786,1000,101,-1.0_to_-0.786,950,131,77.1,1000,1000,10-Minute
-1.0_to_-0.786,1010,74,-1.0_to_-0.786,950,131,56.49,1010,1010,10-Minute
-1.0_to_-0.786,1020,67,-1.0_to_-0.786,950,131,51.15,1020,1020,10-Minute
-1.0_to_-0.786,1030,59,-1.0_to_-0.786,950,131,45.04,1030,1030,10-Minute
-1.0_to_-0.786,1040,54,-1.0_to_-0.786,950,131,41.22,1040,1040,10-Minute
-1.0_to_-0.786,1050,48,-1.0_to_-0.786,950,131,36.64,1050,1050,10-Minute
-1.0_to_-0.786,1100,49,-1.0_to_-0.786,950,131,37.4,1100,1100,10-Minute
-1.0_to_-0.786,1110,44,-1.0_to_-0.786,950,131,33.59,1110,1110,10-Minute
-1.0_to_-0.786,1120,40,-1.0_to_-0.786,950,131,30.53,1120,1120,10-Minute
-1.0_to_-0.786,1130,37,-1.0_to_-0.786,950,131,28.24,1130,1130,10-Minute
-1.0_to_-0.786,1140,30,-1.0_to_-0.786,950,131,22.9,1140,1140,10-Minute
-1.0_to_-0.786,1150,33,-1.0_to_-0.786,950,131,25.19,1150,1150,10-Minute
-1.0_to_-0.786,1200,40,-1.0_to_-0.786,950,131,30.53,1200,1200,10-Minute
-1.0_to_-0.786,1210,42,-1.0_to_-0.786,950,131,32.06,1210,1210,10-Minute
-1.0_to_-0.786,1220,41,-1.0_to_-0.786,950,131,31.3,1220,1220,10-Minute
-1.0_to_-0.786,1230,38,-1.0_to_-0.786,950,131,29.01,1230,1230,10-Minute
-1.0_to_-0.786,1240,30,-1.0_to_-0.786,950,131,22.9,1240,1240,10-Minute
-1.0_to_-0.786,1250,32,-1.0_to_-0.786,950,131,24.43,1250,1250,10-Minute
-1.0_to_-0.786,1300,33,-1.0_to_-0.786,950,131,25.19,1300,1300,10-Minute
-1.0_to_-0.786,1310,30,-1.0_to_-0.786,950,131,22.9,1310,1310,10-Minute
-1.0_to_-0.786,1320,29,-1.0_to_-0.786,950,131,22.14,1320,1320,10-Minute
-1.0_to_-0.786,1330,28,-1.0_to_-0.786,950,131,21.37,1330,1330,10-Minute
-1.0_to_-0.786,1340,30,-1.0_to_-0.786,950,131,22.9,1340,1340,10-Minute
-1.0_to_-0.786,1350,32,-1.0_to_-0.786,950,131,24.43,1350,1350,10-Minute
-1.0_to_-0.786,1400,33,-1.0_to_-0.786,950,131,25.19,1400,1400,10-Minute
-1.0_to_-0.786,1410,28,-1.0_to_-0.786,950,131,21.37,1410,1410,10-Minute
-1.0_to_-0.786,1420,28,-1.0_to_-0.786,950,131,21.37,1420,1420,10-Minute
-1.0_to_-0.786,1430,22,-1.0_to_-0.786,950,131,16.79,1430,1430,10-Minute
-1.0_to_-0.786,1440,26,-1.0_to_-0.786,950,131,19.85,1440,1440,10-Minute
-1.0_to_-0.786,1450,24,-1.0_to_-0.786,950,131,18.32,1450,1450,10-Minute
-1.0_to_-0.786,1500,23,-1.0_to_-0.786,950,131,17.56,1500,1500,10-Minute
-1.0_to_-0.786,1510,24,-1.0_to_-0.786,950,131,18.32,1510,1510,10-Minute
-1.0_to_-0.786,1520,26,-1.0_to_-0.786,950,131,19.85,1520,1520,10-Minute
-1.0_to_-0.786,1530,31,-1.0_to_-0.786,950,131,23.66,1530,1530,10-Minute
-1.0_to_-0.786,1540,28,-1.0_to_-0.786,950,131,21.37,1540,1540,10-Minute
-1.0_to_-0.786,1550,28,-1.0_to_-0.786,950,131,21.37,1550,1550,10-Minute
0.0_to_0.236,1020,1,-1.0_to_-0.786,950,131,0.76,1020,1020,10-Minute
0.0_to_0.236,1030,1,-1.0_to_-0.786,950,131,0.76,1030,1030,10-Minute
0.0_to_0.236,1040,1,-1.0_to_-0.786,950,131,0.76,1040,1040,10-Minute
0.0_to_0.236,1050,1,-1.0_to_-0.786,950,131,0.76,1050,1050,10-Minute
0.0_to_0.236,1100,1,-1.0_to_-0.786,950,131,0.76,1100,1100,10-Minute
0.0_to_0.236,1110,1,-1.0_to_-0.786,950,131,0.76,1110,1110,10-Minute
0.0_to_0.236,1120,2,-1.0_to_-0.786,950,131,1.53,1120,1120,10-Minute
0.0_to_0.236,1130,2,-1.0_to_-0.786,950,131,1.53,1130,1130,10-Minute
0.0_to_0.236,1140,1,-1.0_to_-0.786,950,131,0.76,1140,1140,10-Minute
0.0_to_0.236,1150,1,-1.0_to_-0.786,950,131,0.76,1150,1150,10-Minute
0.0_to_0.236,1210,1,-1.0_to_-0.786,950,131,0.76,1210,1210,10-Minute
0.0_to_0.236,1230,3,-1.0_to_-0.786,950,131,2.29,1230,1230,10-Minute
0.0_to_0.236,1240,2,-1.0_to_-0.786,950,131,1.53,1240,1240,10-Minute
0.0_to_0.236,1250,4,-1.0_to_-0.786,950,131,3.05,1250,1250,10-Minute
0.0_to_0.236,1300,4,-1.0_to_-0.786,950,131,3.05,1300,1300,10-Minute
0.0_to_0.236,1310,2,-1.0_to_-0.786,950,131,1.53,1310,1310,10-Minute
0.0_to_0.236,1320,3,-1.0_to_-0.786,950,131,2.29,1320,1320,10-Minute
0.0_to_0.236,1330,3,-1.0_to_-0.786,950,131,2.29,1330,1330,10-Minute
0.0_to_0.236,1340,3,-1.0_to_-0.786,950,131,2.29,1340,1340,10-Minute
0.0_to_0.236,1350,3,-1.0_to_-0.786,950,131,2.29,1350,1350,10-Minute
0.0_to_0.236,1400,6,-1.0_to_-0.786,950,131,4.58,1400,1400,10-Minute
0.0_to_0.236,1410,6,-1.0_to_-0.786,950,131,4.58,1410,1410,10-Minute
0.0_to_0.236,1420,7,-1.0_to_-0.786,950,131,5.34,1420,1420,10-Minute
0.0_to_0.236,1430,6,-1.0_to_-0.786,950,131,4.58,1430,1430,10-Minute
0.0_to_0.236,1440,7,-1.0_to_-0.786,950,131,5.34,1440,1440,10-Minute
0.0_to_0.236,1450,8,-1.0_to_-0.786,950,131,6.11,1450,1450,10-Minute
0.0_to_0.236,1500,10,-1.0_to_-0.786,950,131,7.63,1500,1500,10-Minute
0.0_to_0.236,1510,7,-1.0_to_-0.786,950,131,5.34,1510,1510,10-Minute
0.0_to_0.236,1520,9,-1.0_to_-0.786,950,131,6.87,1520,1520,10-Minute
0.0_to_0.236,1530,9,-1.0_to_-0.786,950,131,6.87,1530,1530,10-Minute
0.0_to_0.236,1540,9,-1.0_to_-0.786,950,131,6.87,1540,1540,10-Minute
0.0_to_0.236,1550,8,-1.0_to_-0.786,950,131,6.11,1550,1550,10-Minute
0.236_to_0.382,1300,1,-1.0_to_-0.786,950,131,0.76,1300,1300,10-Minute
0.236_to_0.382,1310,1,-1.0_to_-0.786,950,131,0.76,1310,1310,10-Minute
0.236_to_0.382,1320,1,-1.0_to_-0.786,950,131,0.76,1320,1320,10-Minute
0.236_to_0.382,1330,1,-1.0_to_-0.786,950,131,0.76,1330,1330,10-Minute
0.236_to_0.382,1340,1,-1.0_to_-0.786,950,131,0.76,1340,1340,10-Minute
0.236_to_0.382,1350,1,-1.0_to_-0.786,950,131,0.76,1350,1350,10-Minute
0.236_to_0.382,1400,2,-1.0_to_-0.786,950,131,1.53,1400,1400,10-Minute
0.236_to_0.382,1410,2,-1.0_to_-0.786,950,131,1.53,1410,1410,10-Minute
0.236_to_0.382,1420,1,-1.0_to_-0.786,950,131,0.76,1420,1420,10-Minute
0.236_to_0.382,1430,2,-1.0_to_-0.786,950,131,1.53,1430,1430,10-Minute
0.236_to_0.382,1440,2,-1.0_to_-0.786,950,131,1.53,1440,1440,10-Minute
0.236_to_0.382,1450,2,-1.0_to_-0.786,950,131,1.53,1450,1450,10-Minute
0.236_to_0.382,1500,3,-1.0_to_-0.786,950,131,2.29,1500,1500,10-Minute
0.236_to_0.382,1510,6,-1.0_to_-0.786,950,131,4.58,1510,1510,10-Minute
0.236_to_0.382,1520,6,-1.0_to_-0.786,950,131,4.58,1520,1520,10-Minute
0.236_to_0.382,1530,8,-1.0_to_-0.786,950,131,6.11,1530,1530,10-Minute
0.236_to_0.382,1540,4,-1.0_to_-0.786,950,131,3.05,1540,1540,10-Minute
0.236_to_0.382,1550,6,-1.0_to_-0.786,950,131,4.58,1550,1550,10-Minute
0.382_to_0.5,1400,1,-1.0_to_-0.786,950,131,0.76,1400,1400,10-Minute
0.382_to_0.5,1410,1,-1.0_to_-0.786,950,131,0.76,1410,1410,10-Minute
0.382_to_0.5,1420,1,-1.0_to_-0.786,950,131,0.76,1420,1420,10-Minute
0.382_to_0.5,1430,1,-1.0_to_-0.786,950,131,0.76,1430,1430,10-Minute
0.382_to_0.5,1440,1,-1.0_to_-0.786,950,131,0.76,1440,1440,10-Minute
0.382_to_0.5,1450,1,-1.0_to_-0.786,950,131,0.76,1450,1450,10-Minute
0.382_to_0.5,1500,1,-1.0_to_-0.786,950,131,0.76,1500,1500,10-Minute
0.382_to_0.5,1510,2,-1.0_to_-0.786,950,131,1.53,1510,1510,10-Minute
0.382_to_0.5,1520,1,-1.0_to_-0.786,950,131,0.76,1520,1520,10-Minute
0.382_to_0.5,1530,2,-1.0_to_-0.786,950,131,1.53,1530,1530,10-Minute
0.382_to_0.5,1540,2,-1.0_to_-0.786,950,131,1.53,1540,1540,10-Minute
0.382_to_0.5,1550,2,-1.0_to_-0.786,950,131,1.53,1550,1550,10-Minute
0.5_to_0.618,1410,1,-1.0_to_-0.786,950,131,0.76,1410,1410,10-Minute
0.5_to_0.618,1420,1,-1.0_to_-0.786,950,131,0.76,1420,1420,10-Minute
0.5_to_0.618,1430,1,-1.0_to_-0.786,950,131,0.76,1430,1430,10-Minute
0.5_to_0.618,1510,1,-1.0_to_-0.786,950,131,0.76,1510,1510,10-Minute
0.5_to_0.618,1520,1,-1.0_to_-0.786,950,131,0.76,1520,1520,10-Minute
0.5_to_0.618,1530,1,-1.0_to_-0.786,950,131,0.76,1530,1530,10-Minute
0.5_to_0.618,1540,1,-1.0_to_-0.786,950,131,0.76,1540,1540,10-Minute
0.5_to_0.618,1550,1,-1.0_to_-0.786,950,131,0.76,1550,1550,10-Minute
0.618_to_0.786,1520,1,-1.0_to_-0.786,950,131,0.76,1520,1520,10-Minute
0.618_to_0.786,1530,1,-1.0_to_-0.786,950,131,0.76,1530,1530,10-Minute
0.618_to_0.786,1540,1,-1.0_to_-0.786,950,131,0.76,1540,1540,10-Minute
0.618_to_0.786,1550,2,-1.0_to_-0.786,950,131,1.53,1550,1550,10-Minute
0.786_to_1.0,1550,2,-1.0_to_-0.786,950,131,1.53,1550,1550,10-Minute
below_-1.0,1000,66,-1.0_to_-0.786,950,131,50.38,1000,1000,10-Minute
below_-1.0,1010,67,-1.0_to_-0.786,950,131,51.15,1010,1010,10-Minute
below_-1.0,1020,71,-1.0_to_-0.786,950,131,54.2,1020,1020,10-Minute
below_-1.0,1030,70,-1.0_to_-0.786,950,131,53.44,1030,1030,10-Minute
below_-1.0,1040,70,-1.0_to_-0.786,950,131,53.44,1040,1040,10-Minute
below_-1.0,1050,70,-1.0_to_-0.786,950,131,53.44,1050,1050,10-Minute
below_-1.0,1100,66,-1.0_to_-0.786,950,131,50.38,1100,1100,10-Minute
below_-1.0,1110,59,-1.0_to_-0.786,950,131,45.04,1110,1110,10-Minute
below_-1.0,1120,58,-1.0_to_-0.786,950,131,44.27,1120,1120,10-Minute
below_-1.0,1130,58,-1.0_to_-0.786,950,131,44.27,1130,1130,10-Minute
below_-1.0,1140,59,-1.0_to_-0.786,950,131,45.04,1140,1140,10-Minute
below_-1.0,1150,56,-1.0_to_-0.786,950,131,42.75,1150,1150,10-Minute
below_-1.0,1200,54,-1.0_to_-0.786,950,131,41.22,1200,1200,10-Minute
below_-1.0,1210,57,-1.0_to_-0.786,950,131,43.51,1210,1210,10-Minute
below_-1.0,1220,57,-1.0_to_-0.786,950,131,43.51,1220,1220,10-Minute
below_-1.0,1230,57,-1.0_to_-0.786,950,131,43.51,1230,1230,10-Minute
below_-1.0,1240,54,-1.0_to_-0.786,950,131,41.22,1240,1240,10-Minute
below_-1.0,1250,57,-1.0_to_-0.786,950,131,43.51,1250,1250,10-Minute
below_-1.0,1300,59,-1.0_to_-0.786,950,131,45.04,1300,1300,10-Minute
below_-1.0,1310,59,-1.0_to_-0.786,950,131,45.04,1310,1310,10-Minute
below_-1.0,1320,57,-1.0_to_-0.786,950,131,43.51,1320,1320,10-Minute
below_-1.0,1330,59,-1.0_to_-0.786,950,131,45.04,1330,1330,10-Minute
below_-1.0,1340,58,-1.0_to_-0.786,950,131,44.27,1340,1340,10-Minute
below_-1.0,1350,56,-1.0_to_-0.786,950,131,42.75,1350,1350,10-Minute
below_-1.0,1400,59,-1.0_to_-0.786,950,131,45.04,1400,1400,10-Minute
below_-1.0,1410,60,-1.0_to_-0.786,950,131,45.8,1410,1410,10-Minute
below_-1.0,1420,64,-1.0_to_-0.786,950,131,48.85,1420,1420,10-Minute
below_-1.0,1430,64,-1.0_to_-0.786,950,131,48.85,1430,1430,10-Minute
below_-1.0,1440,64,-1.0_to_-0.786,950,131,48.85,1440,1440,10-Minute
below_-1.0,1450,65,-1.0_to_-0.786,950,131,49.62,1450,1450,10-Minute
below_-1.0,1500,66,-1.0_to_-0.786,950,131,50.38,1500,1500,10-Minute
below_-1.0,1510,64,-1.0_to_-0.786,950,131,48.85,1510,1510,10-Minute
below_-1.0,1520,62,-1.0_to_-0.786,950,131,47.33,1520,1520,10-Minute
below_-1.0,1530,64,-1.0_to_-0.786,950,131,48.85,1530,1530,10-Minute
below_-1.0,1540,64,-1.0_to_-0.786,950,131,48.85,1540,1540,10-Minute
below_-1.0,1550,64,-1.0_to_-0.786,950,131,48.85,1550,1550,10-Minute
-0.236_to_0.0,1000,3,-0.786_to_-0.618,950,181,1.66,1000,1000,10-Minute
-0.236_to_0.0,1010,9,-0.786_to_-0.618,950,181,4.97,1010,1010,10-Minute
-0.236_to_0.0,1020,13,-0.786_to_-0.618,950,181,7.18,1020,1020,10-Minute
-0.236_to_0.0,1030,17,-0.786_to_-0.618,950,181,9.39,1030,1030,10-Minute
-0.236_to_0.0,1040,22,-0.786_to_-0.618,950,181,12.15,1040,1040,10-Minute
-0.236_to_0.0,1050,24,-0.786_to_-0.618,950,181,13.26,1050,1050,10-Minute
-0.236_to_0.0,1100,29,-0.786_to_-0.618,950,181,16.02,1100,1100,10-Minute
-0.236_to_0.0,1110,26,-0.786_to_-0.618,950,181,14.36,1110,1110,10-Minute
-0.236_to_0.0,1120,21,-0.786_to_-0.618,950,181,11.6,1120,1120,10-Minute
-0.236_to_0.0,1130,19,-0.786_to_-0.618,950,181,10.5,1130,1130,10-Minute
-0.236_to_0.0,1140,16,-0.786_to_-0.618,950,181,8.84,1140,1140,10-Minute
-0.236_to_0.0,1150,18,-0.786_to_-0.618,950,181,9.94,1150,1150,10-Minute
-0.236_to_0.0,1200,22,-0.786_to_-0.618,950,181,12.15,1200,1200,10-Minute
-0.236_to_0.0,1210,20,-0.786_to_-0.618,950,181,11.05,1210,1210,10-Minute
-0.236_to_0.0,1220,22,-0.786_to_-0.618,950,181,12.15,1220,1220,10-Minute
-0.236_to_0.0,1230,21,-0.786_to_-0.618,950,181,11.6,1230,1230,10-Minute
-0.236_to_0.0,1240,19,-0.786_to_-0.618,950,181,10.5,1240,1240,10-Minute
-0.236_to_0.0,1250,21,-0.786_to_-0.618,950,181,11.6,1250,1250,10-Minute
-0.236_to_0.0,1300,22,-0.786_to_-0.618,950,181,12.15,1300,1300,10-Minute
-0.236_to_0.0,1310,21,-0.786_to_-0.618,950,181,11.6,1310,1310,10-Minute
-0.236_to_0.0,1320,24,-0.786_to_-0.618,950,181,13.26,1320,1320,10-Minute
-0.236_to_0.0,1330,23,-0.786_to_-0.618,950,181,12.71,1330,1330,10-Minute
-0.236_to_0.0,1340,25,-0.786_to_-0.618,950,181,13.81,1340,1340,10-Minute
-0.236_to_0.0,1350,24,-0.786_to_-0.618,950,181,13.26,1350,1350,10-Minute
