Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumHits,NumTriggers,PctCompletion
Downside,-0.618,1200,0.0,1200,43,54,79.63
Downside,-0.618,1200,0.0,1300,11,54,20.37
Downside,-0.618,1200,0.236,1200,43,54,79.63
Downside,-0.618,1200,0.236,1300,11,54,20.37
Downside,-0.618,1200,0.382,1200,43,54,79.63
Downside,-0.618,1200,0.382,1300,11,54,20.37
Downside,-0.618,1200,0.5,1200,43,54,79.63
Downside,-0.618,1200,0.5,1300,11,54,20.37
Downside,-0.618,1200,0.618,1200,43,54,79.63
Downside,-0.618,1200,0.618,1300,11,54,20.37
Downside,-0.618,1200,0.786,1200,43,54,79.63
Downside,-0.618,1200,0.786,1300,11,54,20.37
Downside,-0.618,1200,1.0,1200,43,54,79.63
Downside,-0.618,1200,1.0,1300,11,54,20.37
Downside,-0.618,1300,-1.0,1300,4,56,7.14
Downside,-0.618,1300,-1.0,1400,13,56,23.21
Downside,-0.618,1300,-1.0,1500,4,56,7.14
Downside,-0.618,1300,-0.786,1300,17,56,30.36
Downside,-0.618,1300,-0.786,1400,13,56,23.21
Downside,-0.618,1300,-0.786,1500,4,56,7.14
Downside,-0.618,1300,-0.5,1300,47,56,83.93
Downside,-0.618,1300,-0.5,1400,9,56,16.07
Downside,-0.618,1300,-0.382,1300,47,56,83.93
Downside,-0.618,1300,-0.382,1400,9,56,16.07
Downside,-0.618,1300,-0.236,1300,47,56,83.93
Downside,-0.618,1300,-0.236,1400,9,56,16.07
Downside,-0.618,1300,0.0,1300,47,56,83.93
Downside,-0.618,1300,0.0,1400,9,56,16.07
Downside,-0.618,1300,0.236,1300,47,56,83.93
Downside,-0.618,1300,0.236,1400,9,56,16.07
Downside,-0.618,1300,0.382,1300,47,56,83.93
Downside,-0.618,1300,0.382,1400,9,56,16.07
Downside,-0.618,1300,0.5,1300,47,56,83.93
Downside,-0.618,1300,0.5,1400,9,56,16.07
Downside,-0.618,1300,0.618,1300,47,56,83.93
Downside,-0.618,1300,0.618,1400,9,56,16.07
Downside,-0.618,1300,0.786,1300,47,56,83.93
Downside,-0.618,1300,0.786,1400,9,56,16.07
Downside,-0.618,1300,1.0,1300,47,56,83.93
Downside,-0.618,1300,1.0,1400,9,56,16.07
Downside,-0.618,1400,-1.0,1400,9,56,16.07
Downside,-0.618,1400,-1.0,1500,16,56,28.57
Downside,-0.618,1400,-0.786,1400,24,56,42.86
Downside,-0.618,1400,-0.786,1500,16,56,28.57
Downside,-0.618,1400,-0.5,1400,46,56,82.14
Downside,-0.618,1400,-0.5,1500,8,56,14.29
Downside,-0.618,1400,-0.382,1400,47,56,83.93
Downside,-0.618,1400,-0.382,1500,8,56,14.29
Downside,-0.618,1400,-0.236,1400,47,56,83.93
Downside,-0.618,1400,-0.236,1500,8,56,14.29
Downside,-0.618,1400,0.0,1400,47,56,83.93
Downside,-0.618,1400,0.0,1500,8,56,14.29
Downside,-0.618,1400,0.236,1400,48,56,85.71
Downside,-0.618,1400,0.236,1500,8,56,14.29
Downside,-0.618,1400,0.382,1400,48,56,85.71
Downside,-0.618,1400,0.382,1500,8,56,14.29
Downside,-0.618,1400,0.5,1400,48,56,85.71
Downside,-0.618,1400,0.5,1500,8,56,14.29
Downside,-0.618,1400,0.618,1400,48,56,85.71
Downside,-0.618,1400,0.618,1500,8,56,14.29
Downside,-0.618,1400,0.786,1400,48,56,85.71
Downside,-0.618,1400,0.786,1500,8,56,14.29
Downside,-0.618,1400,1.0,1400,48,56,85.71
Downside,-0.618,1400,1.0,1500,8,56,14.29
Downside,-0.618,1500,-1.0,1500,13,77,16.88
Downside,-0.618,1500,-1.0,1600,1,77,1.3
Downside,-0.618,1500,-0.786,1500,32,77,41.56
Downside,-0.618,1500,-0.5,1500,59,77,76.62
Downside,-0.618,1500,-0.5,1600,16,77,20.78
Downside,-0.618,1500,-0.382,1500,60,77,77.92
Downside,-0.618,1500,-0.382,1600,17,77,22.08
Downside,-0.618,1500,-0.236,1500,60,77,77.92
Downside,-0.618,1500,-0.236,1600,17,77,22.08
Downside,-0.618,1500,0.0,1500,60,77,77.92
Downside,-0.618,1500,0.0,1600,17,77,22.08
Downside,-0.618,1500,0.236,1500,60,77,77.92
Downside,-0.618,1500,0.236,1600,17,77,22.08
Downside,-0.618,1500,0.382,1500,60,77,77.92
Downside,-0.618,1500,0.382,1600,17,77,22.08
Downside,-0.618,1500,0.5,1500,60,77,77.92
Downside,-0.618,1500,0.5,1600,17,77,22.08
Downside,-0.618,1500,0.618,1500,60,77,77.92
Downside,-0.618,1500,0.618,1600,17,77,22.08
Downside,-0.618,1500,0.786,1500,60,77,77.92
Downside,-0.618,1500,0.786,1600,17,77,22.08
Downside,-0.618,1500,1.0,1500,60,77,77.92
Downside,-0.618,1500,1.0,1600,17,77,22.08
Downside,-0.618,OPEN,-1.0,0900,9,38,23.68
Downside,-0.618,OPEN,-1.0,1000,4,38,10.53
Downside,-0.618,OPEN,-1.0,1200,1,38,2.63
Downside,-0.618,OPEN,-1.0,1300,1,38,2.63
Downside,-0.618,OPEN,-1.0,OPEN,14,38,36.84
Downside,-0.618,OPEN,-0.786,0900,1,38,2.63
Downside,-0.618,OPEN,-0.786,OPEN,34,38,89.47
Downside,-0.618,OPEN,-0.5,0900,38,38,100.0
Downside,-0.618,OPEN,-0.382,0900,38,38,100.0
Downside,-0.618,OPEN,-0.236,0900,38,38,100.0
Downside,-0.618,OPEN,0.0,0900,38,38,100.0
Downside,-0.618,OPEN,0.236,0900,38,38,100.0
Downside,-0.618,OPEN,0.382,0900,38,38,100.0
Downside,-0.618,OPEN,0.5,0900,38,38,100.0
Downside,-0.618,OPEN,0.618,0900,38,38,100.0
Downside,-0.618,OPEN,0.786,0900,38,38,100.0
Downside,-0.618,OPEN,1.0,0900,38,38,100.0
Downside,-0.5,0900,-1.0,0900,33,442,7.47
Downside,-0.5,0900,-1.0,1000,63,442,14.25
Downside,-0.5,0900,-1.0,1100,27,442,6.11
Downside,-0.5,0900,-1.0,1200,14,442,3.17
Downside,-0.5,0900,-1.0,1300,12,442,2.71
Downside,-0.5,0900,-1.0,1400,12,442,2.71
Downside,-0.5,0900,-1.0,1500,12,442,2.71
Downside,-0.5,0900,-1.0,OPEN,90,442,20.36
Downside,-0.5,0900,-0.786,0900,54,442,12.22
Downside,-0.5,0900,-0.786,1000,72,442,16.29
Downside,-0.5,0900,-0.786,1100,30,442,6.79
Downside,-0.5,0900,-0.786,1200,9,442,2.04
Downside,-0.5,0900,-0.786,1300,9,442,2.04
Downside,-0.5,0900,-0.786,1400,4,442,0.9
Downside,-0.5,0900,-0.786,1500,11,442,2.49
Downside,-0.5,0900,-0.786,OPEN,146,442,33.03
Downside,-0.5,0900,-0.618,0900,87,442,19.68
Downside,-0.5,0900,-0.618,1000,56,442,12.67
Downside,-0.5,0900,-0.618,1100,12,442,2.71
Downside,-0.5,0900,-0.618,1200,2,442,0.45
Downside,-0.5,0900,-0.618,1300,2,442,0.45
Downside,-0.5,0900,-0.618,1400,5,442,1.13
Downside,-0.5,0900,-0.618,1500,5,442,1.13
Downside,-0.5,0900,-0.618,OPEN,227,442,51.36
Downside,-0.5,0900,-0.382,0900,392,442,88.69
Downside,-0.5,0900,-0.382,1000,39,442,8.82
Downside,-0.5,0900,-0.382,1100,4,442,0.9
Downside,-0.5,0900,-0.236,0900,405,442,91.63
Downside,-0.5,0900,-0.236,1000,36,442,8.14
Downside,-0.5,0900,0.0,0900,407,442,92.08
Downside,-0.5,0900,0.0,1000,35,442,7.92
Downside,-0.5,0900,0.236,0900,407,442,92.08
Downside,-0.5,0900,0.236,1000,35,442,7.92
Downside,-0.5,0900,0.382,0900,407,442,92.08
Downside,-0.5,0900,0.382,1000,35,442,7.92
Downside,-0.5,0900,0.5,0900,407,442,92.08
Downside,-0.5,0900,0.5,1000,35,442,7.92
Downside,-0.5,0900,0.618,0900,407,442,92.08
Downside,-0.5,0900,0.618,1000,35,442,7.92
Downside,-0.5,0900,0.786,0900,407,442,92.08
Downside,-0.5,0900,0.786,1000,35,442,7.92
Downside,-0.5,0900,1.0,0900,407,442,92.08
Downside,-0.5,0900,1.0,1000,35,442,7.92
Downside,-0.5,1000,-1.0,1000,15,188,7.98
Downside,-0.5,1000,-1.0,1100,19,188,10.11
Downside,-0.5,1000,-1.0,1200,11,188,5.85
Downside,-0.5,1000,-1.0,1300,9,188,4.79
Downside,-0.5,1000,-1.0,1400,8,188,4.26
Downside,-0.5,1000,-1.0,1500,12,188,6.38
Downside,-0.5,1000,-0.786,1000,48,188,25.53
Downside,-0.5,1000,-0.786,1100,32,188,17.02
Downside,-0.5,1000,-0.786,1200,15,188,7.98
Downside,-0.5,1000,-0.786,1300,6,188,3.19
Downside,-0.5,1000,-0.786,1400,9,188,4.79
Downside,-0.5,1000,-0.786,1500,10,188,5.32
Downside,-0.5,1000,-0.618,1000,106,188,56.38
Downside,-0.5,1000,-0.618,1100,25,188,13.3
Downside,-0.5,1000,-0.618,1200,6,188,3.19
Downside,-0.5,1000,-0.618,1300,9,188,4.79
Downside,-0.5,1000,-0.618,1400,3,188,1.6
Downside,-0.5,1000,-0.618,1500,4,188,2.13
Downside,-0.5,1000,-0.382,1000,161,188,85.64
Downside,-0.5,1000,-0.382,1100,24,188,12.77
Downside,-0.5,1000,-0.236,1000,166,188,88.3
Downside,-0.5,1000,-0.236,1100,22,188,11.7
Downside,-0.5,1000,0.0,1000,166,188,88.3
Downside,-0.5,1000,0.0,1100,22,188,11.7
Downside,-0.5,1000,0.236,1000,166,188,88.3
Downside,-0.5,1000,0.236,1100,22,188,11.7
Downside,-0.5,1000,0.382,1000,166,188,88.3
Downside,-0.5,1000,0.382,1100,22,188,11.7
Downside,-0.5,1000,0.5,1000,166,188,88.3
Downside,-0.5,1000,0.5,1100,22,188,11.7
Downside,-0.5,1000,0.618,1000,166,188,88.3
Downside,-0.5,1000,0.618,1100,22,188,11.7
Downside,-0.5,1000,0.786,1000,166,188,88.3
Downside,-0.5,1000,0.786,1100,22,188,11.7
Downside,-0.5,1000,1.0,1000,166,188,88.3
Downside,-0.5,1000,1.0,1100,22,188,11.7
Downside,-0.5,1100,-1.0,1100,8,81,9.88
Downside,-0.5,1100,-1.0,1200,4,81,4.94
Downside,-0.5,1100,-1.0,1300,4,81,4.94
Downside,-0.5,1100,-1.0,1400,3,81,3.7
Downside,-0.5,1100,-1.0,1500,9,81,11.11
Downside,-0.5,1100,-0.786,1100,20,81,24.69
Downside,-0.5,1100,-0.786,1200,10,81,12.35
Downside,-0.5,1100,-0.786,1300,3,81,3.7
Downside,-0.5,1100,-0.786,1400,3,81,3.7
Downside,-0.5,1100,-0.786,1500,3,81,3.7
Downside,-0.5,1100,-0.618,1100,34,81,41.98
Downside,-0.5,1100,-0.618,1200,13,81,16.05
Downside,-0.5,1100,-0.618,1300,6,81,7.41
Downside,-0.5,1100,-0.618,1400,3,81,3.7
Downside,-0.5,1100,-0.618,1500,2,81,2.47
Downside,-0.5,1100,-0.382,1100,68,81,83.95
Downside,-0.5,1100,-0.382,1200,13,81,16.05
Downside,-0.5,1100,-0.236,1100,69,81,85.19
Downside,-0.5,1100,-0.236,1200,12,81,14.81
Downside,-0.5,1100,0.0,1100,69,81,85.19
Downside,-0.5,1100,0.0,1200,12,81,14.81
Downside,-0.5,1100,0.236,1100,69,81,85.19
Downside,-0.5,1100,0.236,1200,12,81,14.81
Downside,-0.5,1100,0.382,1100,69,81,85.19
Downside,-0.5,1100,0.382,1200,12,81,14.81
Downside,-0.5,1100,0.5,1100,69,81,85.19
Downside,-0.5,1100,0.5,1200,12,81,14.81
Downside,-0.5,1100,0.618,1100,69,81,85.19
Downside,-0.5,1100,0.618,1200,12,81,14.81
Downside,-0.5,1100,0.786,1100,69,81,85.19
Downside,-0.5,1100,0.786,1200,12,81,14.81
Downside,-0.5,1100,1.0,1100,69,81,85.19
Downside,-0.5,1100,1.0,1200,12,81,14.81
Downside,-0.5,1200,-1.0,1200,5,66,7.58
Downside,-0.5,1200,-1.0,1300,6,66,9.09
Downside,-0.5,1200,-1.0,1400,2,66,3.03
Downside,-0.5,1200,-1.0,1500,2,66,3.03
Downside,-0.5,1200,-0.786,1200,9,66,13.64
Downside,-0.5,1200,-0.786,1300,15,66,22.73
Downside,-0.5,1200,-0.786,1400,4,66,6.06
Downside,-0.5,1200,-0.786,1500,7,66,10.61
Downside,-0.5,1200,-0.618,1200,33,66,50.0
Downside,-0.5,1200,-0.618,1300,11,66,16.67
Downside,-0.5,1200,-0.618,1500,5,66,7.58
Downside,-0.5,1200,-0.382,1200,59,66,89.39
Downside,-0.5,1200,-0.382,1300,6,66,9.09
Downside,-0.5,1200,-0.236,1200,59,66,89.39
Downside,-0.5,1200,-0.236,1300,7,66,10.61
Downside,-0.5,1200,0.0,1200,59,66,89.39
Downside,-0.5,1200,0.0,1300,7,66,10.61
Downside,-0.5,1200,0.236,1200,59,66,89.39
Downside,-0.5,1200,0.236,1300,7,66,10.61
Downside,-0.5,1200,0.382,1200,59,66,89.39
Downside,-0.5,1200,0.382,1300,7,66,10.61
Downside,-0.5,1200,0.5,1200,59,66,89.39
Downside,-0.5,1200,0.5,1300,7,66,10.61
Downside,-0.5,1200,0.618,1200,59,66,89.39
Downside,-0.5,1200,0.618,1300,7,66,10.61
Downside,-0.5,1200,0.786,1200,59,66,89.39
Downside,-0.5,1200,0.786,1300,7,66,10.61
Downside,-0.5,1200,1.0,1200,59,66,89.39
Downside,-0.5,1200,1.0,1300,7,66,10.61
Downside,-0.5,1300,-1.0,1300,4,52,7.69
Downside,-0.5,1300,-1.0,1400,11,52,21.15
Downside,-0.5,1300,-1.0,1500,1,52,1.92
Downside,-0.5,1300,-0.786,1300,9,52,17.31
Downside,-0.5,1300,-0.786,1400,11,52,21.15
Downside,-0.5,1300,-0.786,1500,4,52,7.69
Downside,-0.5,1300,-0.618,1300,28,52,53.85
Downside,-0.5,1300,-0.618,1400,11,52,21.15
Downside,-0.5,1300,-0.618,1500,4,52,7.69
Downside,-0.5,1300,-0.382,1300,44,52,84.62
Downside,-0.5,1300,-0.382,1400,8,52,15.38
Downside,-0.5,1300,-0.236,1300,45,52,86.54
Downside,-0.5,1300,-0.236,1400,7,52,13.46
Downside,-0.5,1300,0.0,1300,45,52,86.54
Downside,-0.5,1300,0.0,1400,7,52,13.46
Downside,-0.5,1300,0.236,1300,45,52,86.54
Downside,-0.5,1300,0.236,1400,7,52,13.46
Downside,-0.5,1300,0.382,1300,45,52,86.54
Downside,-0.5,1300,0.382,1400,7,52,13.46
Downside,-0.5,1300,0.5,1300,45,52,86.54
Downside,-0.5,1300,0.5,1400,7,52,13.46
Downside,-0.5,1300,0.618,1300,45,52,86.54
Downside,-0.5,1300,0.618,1400,7,52,13.46
Downside,-0.5,1300,0.786,1300,45,52,86.54
Downside,-0.5,1300,0.786,1400,7,52,13.46
Downside,-0.5,1300,1.0,1300,45,52,86.54
Downside,-0.5,1300,1.0,1400,7,52,13.46
Downside,-0.5,1400,-1.0,1400,6,59,10.17
Downside,-0.5,1400,-1.0,1500,16,59,27.12
Downside,-0.5,1400,-0.786,1400,16,59,27.12
Downside,-0.5,1400,-0.786,1500,16,59,27.12
Downside,-0.5,1400,-0.618,1400,34,59,57.63
Downside,-0.5,1400,-0.618,1500,11,59,18.64
Downside,-0.5,1400,-0.382,1400,50,59,84.75
Downside,-0.5,1400,-0.382,1500,8,59,13.56
Downside,-0.5,1400,-0.236,1400,52,59,88.14
Downside,-0.5,1400,-0.236,1500,7,59,11.86
Downside,-0.5,1400,0.0,1400,52,59,88.14
Downside,-0.5,1400,0.0,1500,7,59,11.86
Downside,-0.5,1400,0.236,1400,52,59,88.14
Downside,-0.5,1400,0.236,1500,7,59,11.86
Downside,-0.5,1400,0.382,1400,52,59,88.14
Downside,-0.5,1400,0.382,1500,7,59,11.86
Downside,-0.5,1400,0.5,1400,52,59,88.14
Downside,-0.5,1400,0.5,1500,7,59,11.86
Downside,-0.5,1400,0.618,1400,52,59,88.14
Downside,-0.5,1400,0.618,1500,7,59,11.86
Downside,-0.5,1400,0.786,1400,52,59,88.14
Downside,-0.5,1400,0.786,1500,7,59,11.86
Downside,-0.5,1400,1.0,1400,52,59,88.14
Downside,-0.5,1400,1.0,1500,7,59,11.86
Downside,-0.5,1500,-1.0,1500,7,79,8.86
Downside,-0.5,1500,-1.0,1600,1,79,1.27
Downside,-0.5,1500,-0.786,1500,20,79,25.32
Downside,-0.5,1500,-0.618,1500,46,79,58.23
Downside,-0.5,1500,-0.382,1500,56,79,70.89
Downside,-0.5,1500,-0.382,1600,21,79,26.58
Downside,-0.5,1500,-0.236,1500,58,79,73.42
Downside,-0.5,1500,-0.236,1600,21,79,26.58
Downside,-0.5,1500,0.0,1500,58,79,73.42
Downside,-0.5,1500,0.0,1600,21,79,26.58
Downside,-0.5,1500,0.236,1500,58,79,73.42
Downside,-0.5,1500,0.236,1600,21,79,26.58
Downside,-0.5,1500,0.382,1500,58,79,73.42
Downside,-0.5,1500,0.382,1600,21,79,26.58
Downside,-0.5,1500,0.5,1500,58,79,73.42
Downside,-0.5,1500,0.5,1600,21,79,26.58
Downside,-0.5,1500,0.618,1500,58,79,73.42
Downside,-0.5,1500,0.618,1600,21,79,26.58
Downside,-0.5,1500,0.786,1500,58,79,73.42
Downside,-0.5,1500,0.786,1600,21,79,26.58
Downside,-0.5,1500,1.0,1500,58,79,73.42
Downside,-0.5,1500,1.0,1600,21,79,26.58
Downside,-0.5,OPEN,-1.0,0900,8,50,16.0
Downside,-0.5,OPEN,-1.0,1000,9,50,18.0
Downside,-0.5,OPEN,-1.0,1100,1,50,2.0
Downside,-0.5,OPEN,-1.0,1400,1,50,2.0
Downside,-0.5,OPEN,-1.0,OPEN,11,50,22.0
Downside,-0.5,OPEN,-0.786,0900,3,50,6.0
Downside,-0.5,OPEN,-0.786,1000,3,50,6.0
Downside,-0.5,OPEN,-0.786,1200,2,50,4.0
Downside,-0.5,OPEN,-0.786,1500,1,50,2.0
Downside,-0.5,OPEN,-0.786,OPEN,31,50,62.0
Downside,-0.5,OPEN,-0.618,OPEN,50,50,100.0
Downside,-0.5,OPEN,-0.382,0900,49,50,98.0
Downside,-0.5,OPEN,-0.382,1000,1,50,2.0
Downside,-0.5,OPEN,-0.236,0900,50,50,100.0
Downside,-0.5,OPEN,0.0,0900,50,50,100.0
Downside,-0.5,OPEN,0.236,0900,50,50,100.0
Downside,-0.5,OPEN,0.382,0900,50,50,100.0
Downside,-0.5,OPEN,0.5,0900,50,50,100.0
Downside,-0.5,OPEN,0.618,0900,50,50,100.0
Downside,-0.5,OPEN,0.786,0900,50,50,100.0
Downside,-0.5,OPEN,1.0,0900,50,50,100.0
Downside,-0.382,0900,-1.0,0900,33,624,5.29
Downside,-0.382,0900,-1.0,1000,67,624,10.74
Downside,-0.382,0900,-1.0,1100,31,624,4.97
Downside,-0.382,0900,-1.0,1200,13,624,2.08
Downside,-0.382,0900,-1.0,1300,19,624,3.04
Downside,-0.382,0900,-1.0,1400,17,624,2.72
Downside,-0.382,0900,-1.0,1500,21,624,3.37
Downside,-0.382,0900,-1.0,OPEN,99,624,15.87
Downside,-0.382,0900,-0.786,0900,43,624,6.89
Downside,-0.382,0900,-0.786,1000,81,624,12.98
Downside,-0.382,0900,-0.786,1100,36,624,5.77
Downside,-0.382,0900,-0.786,1200,19,624,3.04
Downside,-0.382,0900,-0.786,1300,16,624,2.56
Downside,-0.382,0900,-0.786,1400,9,624,1.44
Downside,-0.382,0900,-0.786,1500,18,624,2.88
Downside,-0.382,0900,-0.786,OPEN,166,624,26.6
Downside,-0.382,0900,-0.618,0900,76,624,12.18
Downside,-0.382,0900,-0.618,1000,92,624,14.74
Downside,-0.382,0900,-0.618,1100,30,624,4.81
Downside,-0.382,0900,-0.618,1200,10,624,1.6
Downside,-0.382,0900,-0.618,1300,12,624,1.92
Downside,-0.382,0900,-0.618,1400,7,624,1.12
Downside,-0.382,0900,-0.618,1500,11,624,1.76
Downside,-0.382,0900,-0.618,OPEN,238,624,38.14
Downside,-0.382,0900,-0.5,0900,101,624,16.19
Downside,-0.382,0900,-0.5,1000,84,624,13.46
Downside,-0.382,0900,-0.5,1100,12,624,1.92
Downside,-0.382,0900,-0.5,1200,7,624,1.12
Downside,-0.382,0900,-0.5,1300,7,624,1.12
Downside,-0.382,0900,-0.5,1400,4,624,0.64
Downside,-0.382,0900,-0.5,1500,6,624,0.96
Downside,-0.382,0900,-0.5,OPEN,320,624,51.28
Downside,-0.382,0900,-0.236,0900,556,624,89.1
Downside,-0.382,0900,-0.236,1000,60,624,9.62
Downside,-0.382,0900,-0.236,1100,1,624,0.16
Downside,-0.382,0900,-0.236,1200,2,624,0.32
Downside,-0.382,0900,0.0,0900,569,624,91.19
Downside,-0.382,0900,0.0,1000,54,624,8.65
Downside,-0.382,0900,0.0,1100,1,624,0.16
Downside,-0.382,0900,0.236,0900,570,624,91.35
Downside,-0.382,0900,0.236,1000,54,624,8.65
Downside,-0.382,0900,0.382,0900,570,624,91.35
Downside,-0.382,0900,0.382,1000,54,624,8.65
Downside,-0.382,0900,0.5,0900,570,624,91.35
Downside,-0.382,0900,0.5,1000,54,624,8.65
Downside,-0.382,0900,0.618,0900,570,624,91.35
Downside,-0.382,0900,0.618,1000,54,624,8.65
Downside,-0.382,0900,0.786,0900,570,624,91.35
Downside,-0.382,0900,0.786,1000,54,624,8.65
Downside,-0.382,0900,1.0,0900,570,624,91.35
Downside,-0.382,0900,1.0,1000,54,624,8.65
Downside,-0.382,1000,-1.0,1000,7,194,3.61
Downside,-0.382,1000,-1.0,1100,16,194,8.25
Downside,-0.382,1000,-1.0,1200,10,194,5.15
Downside,-0.382,1000,-1.0,1300,8,194,4.12
Downside,-0.382,1000,-1.0,1400,4,194,2.06
Downside,-0.382,1000,-1.0,1500,10,194,5.15
Downside,-0.382,1000,-0.786,1000,27,194,13.92
Downside,-0.382,1000,-0.786,1100,29,194,14.95
Downside,-0.382,1000,-0.786,1200,13,194,6.7
Downside,-0.382,1000,-0.786,1300,5,194,2.58
Downside,-0.382,1000,-0.786,1400,5,194,2.58
Downside,-0.382,1000,-0.786,1500,12,194,6.19
Downside,-0.382,1000,-0.618,1000,62,194,31.96
Downside,-0.382,1000,-0.618,1100,22,194,11.34
Downside,-0.382,1000,-0.618,1200,9,194,4.64
Downside,-0.382,1000,-0.618,1300,8,194,4.12
Downside,-0.382,1000,-0.618,1400,7,194,3.61
Downside,-0.382,1000,-0.618,1500,6,194,3.09
Downside,-0.382,1000,-0.5,1000,104,194,53.61
Downside,-0.382,1000,-0.5,1100,26,194,13.4
Downside,-0.382,1000,-0.5,1200,4,194,2.06
Downside,-0.382,1000,-0.5,1300,7,194,3.61
Downside,-0.382,1000,-0.5,1400,4,194,2.06
Downside,-0.382,1000,-0.5,1500,4,194,2.06
Downside,-0.382,1000,-0.236,1000,166,194,85.57
Downside,-0.382,1000,-0.236,1100,23,194,11.86
Downside,-0.382,1000,-0.236,1200,1,194,0.52
Downside,-0.382,1000,-0.236,1300,1,194,0.52
Downside,-0.382,1000,0.0,1000,171,194,88.14
Downside,-0.382,1000,0.0,1100,23,194,11.86
Downside,-0.382,1000,0.236,1000,171,194,88.14
Downside,-0.382,1000,0.236,1100,23,194,11.86
Downside,-0.382,1000,0.382,1000,171,194,88.14
Downside,-0.382,1000,0.382,1100,23,194,11.86
Downside,-0.382,1000,0.5,1000,171,194,88.14
Downside,-0.382,1000,0.5,1100,23,194,11.86
Downside,-0.382,1000,0.618,1000,171,194,88.14
Downside,-0.382,1000,0.618,1100,23,194,11.86
Downside,-0.382,1000,0.786,1000,171,194,88.14
Downside,-0.382,1000,0.786,1100,23,194,11.86
Downside,-0.382,1000,1.0,1000,171,194,88.14
Downside,-0.382,1000,1.0,1100,23,194,11.86
Downside,-0.382,1100,-1.0,1100,6,107,5.61
Downside,-0.382,1100,-1.0,1200,5,107,4.67
Downside,-0.382,1100,-1.0,1300,4,107,3.74
Downside,-0.382,1100,-1.0,1400,4,107,3.74
Downside,-0.382,1100,-1.0,1500,5,107,4.67
Downside,-0.382,1100,-0.786,1100,12,107,11.21
Downside,-0.382,1100,-0.786,1200,8,107,7.48
Downside,-0.382,1100,-0.786,1300,8,107,7.48
Downside,-0.382,1100,-0.786,1400,11,107,10.28
Downside,-0.382,1100,-0.786,1500,3,107,2.8
Downside,-0.382,1100,-0.618,1100,17,107,15.89
Downside,-0.382,1100,-0.618,1200,23,107,21.5
Downside,-0.382,1100,-0.618,1300,12,107,11.21
Downside,-0.382,1100,-0.618,1400,7,107,6.54
Downside,-0.382,1100,-0.618,1500,4,107,3.74
Downside,-0.382,1100,-0.5,1100,43,107,40.19
Downside,-0.382,1100,-0.5,1200,28,107,26.17
Downside,-0.382,1100,-0.5,1300,7,107,6.54
Downside,-0.382,1100,-0.5,1400,5,107,4.67
Downside,-0.382,1100,-0.5,1500,2,107,1.87
Downside,-0.382,1100,-0.236,1100,97,107,90.65
Downside,-0.382,1100,-0.236,1200,9,107,8.41
Downside,-0.382,1100,0.0,1100,98,107,91.59
Downside,-0.382,1100,0.0,1200,9,107,8.41
Downside,-0.382,1100,0.236,1100,98,107,91.59
Downside,-0.382,1100,0.236,1200,9,107,8.41
Downside,-0.382,1100,0.382,1100,98,107,91.59
Downside,-0.382,1100,0.382,1200,9,107,8.41
Downside,-0.382,1100,0.5,1100,98,107,91.59
Downside,-0.382,1100,0.5,1200,9,107,8.41
Downside,-0.382,1100,0.618,1100,98,107,91.59
Downside,-0.382,1100,0.618,1200,9,107,8.41
Downside,-0.382,1100,0.786,1100,98,107,91.59
Downside,-0.382,1100,0.786,1200,9,107,8.41
Downside,-0.382,1100,1.0,1100,98,107,91.59
Downside,-0.382,1100,1.0,1200,9,107,8.41
Downside,-0.382,1200,-1.0,1200,2,63,3.17
Downside,-0.382,1200,-1.0,1300,3,63,4.76
Downside,-0.382,1200,-1.0,1400,2,63,3.17
Downside,-0.382,1200,-1.0,1500,3,63,4.76
Downside,-0.382,1200,-0.786,1200,4,63,6.35
Downside,-0.382,1200,-0.786,1300,7,63,11.11
Downside,-0.382,1200,-0.786,1400,3,63,4.76
Downside,-0.382,1200,-0.786,1500,8,63,12.7
Downside,-0.382,1200,-0.618,1200,12,63,19.05
Downside,-0.382,1200,-0.618,1300,10,63,15.87
Downside,-0.382,1200,-0.618,1400,6,63,9.52
Downside,-0.382,1200,-0.618,1500,7,63,11.11
Downside,-0.382,1200,-0.5,1200,27,63,42.86
Downside,-0.382,1200,-0.5,1300,10,63,15.87
Downside,-0.382,1200,-0.5,1400,7,63,11.11
Downside,-0.382,1200,-0.5,1500,3,63,4.76
Downside,-0.382,1200,-0.236,1200,55,63,87.3
Downside,-0.382,1200,-0.236,1300,8,63,12.7
Downside,-0.382,1200,0.0,1200,55,63,87.3
Downside,-0.382,1200,0.0,1300,8,63,12.7
Downside,-0.382,1200,0.236,1200,55,63,87.3
Downside,-0.382,1200,0.236,1300,8,63,12.7
Downside,-0.382,1200,0.382,1200,55,63,87.3
Downside,-0.382,1200,0.382,1300,8,63,12.7
Downside,-0.382,1200,0.5,1200,55,63,87.3
Downside,-0.382,1200,0.5,1300,8,63,12.7
Downside,-0.382,1200,0.618,1200,55,63,87.3
Downside,-0.382,1200,0.618,1300,8,63,12.7
Downside,-0.382,1200,0.786,1200,55,63,87.3
Downside,-0.382,1200,0.786,1300,8,63,12.7
Downside,-0.382,1200,1.0,1200,55,63,87.3
Downside,-0.382,1200,1.0,1300,8,63,12.7
Downside,-0.382,1300,-1.0,1300,1,62,1.61
Downside,-0.382,1300,-1.0,1400,9,62,14.52
