Time,Zone,Frequency,TotalObservations,Percentage,TimeHourly,Time10Min,Granularity
1420,-0.382_to_-0.236,379,4060,9.33,1400,1420,10-Minute
1420,-0.5_to_-0.382,210,4060,5.17,1400,1420,10-Minute
1420,-0.618_to_-0.5,162,4060,3.99,1400,1420,10-Minute
1420,-0.786_to_-0.618,174,4060,4.29,1400,1420,10-Minute
1420,-1.0_to_-0.786,169,4060,4.16,1400,1420,10-Minute
1420,0.0_to_0.236,596,4060,14.68,1400,1420,10-Minute
1420,0.236_to_0.382,365,4060,8.99,1400,1420,10-Minute
1420,0.382_to_0.5,278,4060,6.85,1400,1420,10-Minute
1420,0.5_to_0.618,241,4060,5.94,1400,1420,10-Minute
1420,0.618_to_0.786,219,4060,5.39,1400,1420,10-Minute
1420,0.786_to_1.0,206,4060,5.07,1400,1420,10-Minute
1420,above_1.0,229,4060,5.64,1400,1420,10-Minute
1420,below_-1.0,218,4060,5.37,1400,1420,10-Minute
1430,-0.236_to_0.0,626,4103,15.26,1400,1430,10-Minute
1430,-0.382_to_-0.236,357,4103,8.7,1400,1430,10-Minute
1430,-0.5_to_-0.382,228,4103,5.56,1400,1430,10-Minute
1430,-0.618_to_-0.5,175,4103,4.27,1400,1430,10-Minute
1430,-0.786_to_-0.618,192,4103,4.68,1400,1430,10-Minute
1430,-1.0_to_-0.786,145,4103,3.53,1400,1430,10-Minute
1430,0.0_to_0.236,609,4103,14.84,1400,1430,10-Minute
1430,0.236_to_0.382,371,4103,9.04,1400,1430,10-Minute
1430,0.382_to_0.5,277,4103,6.75,1400,1430,10-Minute
1430,0.5_to_0.618,233,4103,5.68,1400,1430,10-Minute
1430,0.618_to_0.786,220,4103,5.36,1400,1430,10-Minute
1430,0.786_to_1.0,215,4103,5.24,1400,1430,10-Minute
1430,above_1.0,236,4103,5.75,1400,1430,10-Minute
1430,below_-1.0,219,4103,5.34,1400,1430,10-Minute
1440,-0.236_to_0.0,619,4121,15.02,1400,1440,10-Minute
1440,-0.382_to_-0.236,351,4121,8.52,1400,1440,10-Minute
1440,-0.5_to_-0.382,214,4121,5.19,1400,1440,10-Minute
1440,-0.618_to_-0.5,168,4121,4.08,1400,1440,10-Minute
1440,-0.786_to_-0.618,191,4121,4.63,1400,1440,10-Minute
1440,-1.0_to_-0.786,153,4121,3.71,1400,1440,10-Minute
1440,0.0_to_0.236,602,4121,14.61,1400,1440,10-Minute
1440,0.236_to_0.382,368,4121,8.93,1400,1440,10-Minute
1440,0.382_to_0.5,283,4121,6.87,1400,1440,10-Minute
1440,0.5_to_0.618,243,4121,5.9,1400,1440,10-Minute
1440,0.618_to_0.786,228,4121,5.53,1400,1440,10-Minute
1440,0.786_to_1.0,224,4121,5.44,1400,1440,10-Minute
1440,above_1.0,252,4121,6.12,1400,1440,10-Minute
1440,below_-1.0,225,4121,5.46,1400,1440,10-Minute
1450,-0.236_to_0.0,603,4085,14.76,1400,1450,10-Minute
1450,-0.382_to_-0.236,362,4085,8.86,1400,1450,10-Minute
1450,-0.5_to_-0.382,216,4085,5.29,1400,1450,10-Minute
1450,-0.618_to_-0.5,172,4085,4.21,1400,1450,10-Minute
1450,-0.786_to_-0.618,183,4085,4.48,1400,1450,10-Minute
1450,-1.0_to_-0.786,161,4085,3.94,1400,1450,10-Minute
1450,0.0_to_0.236,581,4085,14.22,1400,1450,10-Minute
1450,0.236_to_0.382,376,4085,9.2,1400,1450,10-Minute
1450,0.382_to_0.5,284,4085,6.95,1400,1450,10-Minute
1450,0.5_to_0.618,231,4085,5.65,1400,1450,10-Minute
1450,0.618_to_0.786,226,4085,5.53,1400,1450,10-Minute
1450,0.786_to_1.0,217,4085,5.31,1400,1450,10-Minute
1450,above_1.0,248,4085,6.07,1400,1450,10-Minute
1450,below_-1.0,225,4085,5.51,1400,1450,10-Minute
1500,-0.236_to_0.0,601,4231,14.2,1500,1500,10-Minute
1500,-0.382_to_-0.236,349,4231,8.25,1500,1500,10-Minute
1500,-0.5_to_-0.382,231,4231,5.46,1500,1500,10-Minute
1500,-0.618_to_-0.5,191,4231,4.51,1500,1500,10-Minute
1500,-0.786_to_-0.618,184,4231,4.35,1500,1500,10-Minute
1500,-1.0_to_-0.786,175,4231,4.14,1500,1500,10-Minute
1500,0.0_to_0.236,611,4231,14.44,1500,1500,10-Minute
1500,0.236_to_0.382,379,4231,8.96,1500,1500,10-Minute
1500,0.382_to_0.5,306,4231,7.23,1500,1500,10-Minute
1500,0.5_to_0.618,238,4231,5.63,1500,1500,10-Minute
1500,0.618_to_0.786,247,4231,5.84,1500,1500,10-Minute
1500,0.786_to_1.0,231,4231,5.46,1500,1500,10-Minute
1500,above_1.0,254,4231,6.0,1500,1500,10-Minute
1500,below_-1.0,234,4231,5.53,1500,1500,10-Minute
1510,-0.236_to_0.0,600,4187,14.33,1500,1510,10-Minute
1510,-0.382_to_-0.236,353,4187,8.43,1500,1510,10-Minute
1510,-0.5_to_-0.382,238,4187,5.68,1500,1510,10-Minute
1510,-0.618_to_-0.5,207,4187,4.94,1500,1510,10-Minute
1510,-0.786_to_-0.618,191,4187,4.56,1500,1510,10-Minute
1510,-1.0_to_-0.786,183,4187,4.37,1500,1510,10-Minute
1510,0.0_to_0.236,593,4187,14.16,1500,1510,10-Minute
1510,0.236_to_0.382,349,4187,8.34,1500,1510,10-Minute
1510,0.382_to_0.5,273,4187,6.52,1500,1510,10-Minute
1510,0.5_to_0.618,239,4187,5.71,1500,1510,10-Minute
1510,0.618_to_0.786,239,4187,5.71,1500,1510,10-Minute
1510,0.786_to_1.0,226,4187,5.4,1500,1510,10-Minute
1510,above_1.0,260,4187,6.21,1500,1510,10-Minute
1510,below_-1.0,236,4187,5.64,1500,1510,10-Minute
1520,-0.236_to_0.0,605,4112,14.71,1500,1520,10-Minute
1520,-0.382_to_-0.236,332,4112,8.07,1500,1520,10-Minute
1520,-0.5_to_-0.382,230,4112,5.59,1500,1520,10-Minute
1520,-0.618_to_-0.5,198,4112,4.82,1500,1520,10-Minute
1520,-0.786_to_-0.618,193,4112,4.69,1500,1520,10-Minute
1520,-1.0_to_-0.786,175,4112,4.26,1500,1520,10-Minute
1520,0.0_to_0.236,580,4112,14.11,1500,1520,10-Minute
1520,0.236_to_0.382,343,4112,8.34,1500,1520,10-Minute
1520,0.382_to_0.5,268,4112,6.52,1500,1520,10-Minute
1520,0.5_to_0.618,227,4112,5.52,1500,1520,10-Minute
1520,0.618_to_0.786,232,4112,5.64,1500,1520,10-Minute
1520,0.786_to_1.0,223,4112,5.42,1500,1520,10-Minute
1520,above_1.0,274,4112,6.66,1500,1520,10-Minute
1520,below_-1.0,232,4112,5.64,1500,1520,10-Minute
1530,-0.236_to_0.0,621,4369,14.21,1500,1530,10-Minute
1530,-0.382_to_-0.236,363,4369,8.31,1500,1530,10-Minute
1530,-0.5_to_-0.382,253,4369,5.79,1500,1530,10-Minute
1530,-0.618_to_-0.5,208,4369,4.76,1500,1530,10-Minute
1530,-0.786_to_-0.618,201,4369,4.6,1500,1530,10-Minute
1530,-1.0_to_-0.786,199,4369,4.55,1500,1530,10-Minute
1530,0.0_to_0.236,595,4369,13.62,1500,1530,10-Minute
1530,0.236_to_0.382,371,4369,8.49,1500,1530,10-Minute
1530,0.382_to_0.5,296,4369,6.78,1500,1530,10-Minute
1530,0.5_to_0.618,240,4369,5.49,1500,1530,10-Minute
1530,0.618_to_0.786,246,4369,5.63,1500,1530,10-Minute
1530,0.786_to_1.0,251,4369,5.75,1500,1530,10-Minute
1530,above_1.0,284,4369,6.5,1500,1530,10-Minute
1530,below_-1.0,241,4369,5.52,1500,1530,10-Minute
1540,-0.236_to_0.0,612,4429,13.82,1500,1540,10-Minute
1540,-0.382_to_-0.236,369,4429,8.33,1500,1540,10-Minute
1540,-0.5_to_-0.382,260,4429,5.87,1500,1540,10-Minute
1540,-0.618_to_-0.5,220,4429,4.97,1500,1540,10-Minute
1540,-0.786_to_-0.618,201,4429,4.54,1500,1540,10-Minute
1540,-1.0_to_-0.786,193,4429,4.36,1500,1540,10-Minute
1540,0.0_to_0.236,614,4429,13.86,1500,1540,10-Minute
1540,0.236_to_0.382,368,4429,8.31,1500,1540,10-Minute
1540,0.382_to_0.5,285,4429,6.43,1500,1540,10-Minute
1540,0.5_to_0.618,249,4429,5.62,1500,1540,10-Minute
1540,0.618_to_0.786,250,4429,5.64,1500,1540,10-Minute
1540,0.786_to_1.0,262,4429,5.92,1500,1540,10-Minute
1540,above_1.0,293,4429,6.62,1500,1540,10-Minute
1540,below_-1.0,253,4429,5.71,1500,1540,10-Minute
1550,-0.236_to_0.0,636,4813,13.21,1500,1550,10-Minute
1550,-0.382_to_-0.236,393,4813,8.17,1500,1550,10-Minute
1550,-0.5_to_-0.382,303,4813,6.3,1500,1550,10-Minute
1550,-0.618_to_-0.5,257,4813,5.34,1500,1550,10-Minute
1550,-0.786_to_-0.618,232,4813,4.82,1500,1550,10-Minute
1550,-1.0_to_-0.786,209,4813,4.34,1500,1550,10-Minute
1550,0.0_to_0.236,643,4813,13.36,1500,1550,10-Minute
1550,0.236_to_0.382,411,4813,8.54,1500,1550,10-Minute
1550,0.382_to_0.5,305,4813,6.34,1500,1550,10-Minute
1550,0.5_to_0.618,276,4813,5.73,1500,1550,10-Minute
1550,0.618_to_0.786,295,4813,6.13,1500,1550,10-Minute
1550,0.786_to_1.0,283,4813,5.88,1500,1550,10-Minute
1550,above_1.0,304,4813,6.32,1500,1550,10-Minute
1550,below_-1.0,266,4813,5.53,1500,1550,10-Minute
