Time,Zone,Frequency,TotalObservations,Percentage,TimeHourly,Time10Min,Granularity
1000,0.618_to_0.786,267,5295,5.04,1000,1000,10-Minute
1000,0.786_to_1.0,182,5295,3.44,1000,1000,10-Minute
1000,above_1.0,96,5295,1.81,1000,1000,10-Minute
1000,below_-1.0,126,5295,2.38,1000,1000,10-Minute
1010,-0.236_to_0.0,872,4998,17.45,1000,1010,10-Minute
1010,-0.382_to_-0.236,447,4998,8.94,1000,1010,10-Minute
1010,-0.5_to_-0.382,308,4998,6.16,1000,1010,10-Minute
1010,-0.618_to_-0.5,252,4998,5.04,1000,1010,10-Minute
1010,-0.786_to_-0.618,188,4998,3.76,1000,1010,10-Minute
1010,-1.0_to_-0.786,138,4998,2.76,1000,1010,10-Minute
1010,0.0_to_0.236,920,4998,18.41,1000,1010,10-Minute
1010,0.236_to_0.382,538,4998,10.76,1000,1010,10-Minute
1010,0.382_to_0.5,369,4998,7.38,1000,1010,10-Minute
1010,0.5_to_0.618,311,4998,6.22,1000,1010,10-Minute
1010,0.618_to_0.786,250,4998,5.0,1000,1010,10-Minute
1010,0.786_to_1.0,176,4998,3.52,1000,1010,10-Minute
1010,above_1.0,99,4998,1.98,1000,1010,10-Minute
1010,below_-1.0,130,4998,2.6,1000,1010,10-Minute
1020,-0.236_to_0.0,825,4806,17.17,1000,1020,10-Minute
1020,-0.382_to_-0.236,436,4806,9.07,1000,1020,10-Minute
1020,-0.5_to_-0.382,292,4806,6.08,1000,1020,10-Minute
1020,-0.618_to_-0.5,221,4806,4.6,1000,1020,10-Minute
1020,-0.786_to_-0.618,189,4806,3.93,1000,1020,10-Minute
1020,-1.0_to_-0.786,149,4806,3.1,1000,1020,10-Minute
1020,0.0_to_0.236,894,4806,18.6,1000,1020,10-Minute
1020,0.236_to_0.382,513,4806,10.67,1000,1020,10-Minute
1020,0.382_to_0.5,362,4806,7.53,1000,1020,10-Minute
1020,0.5_to_0.618,264,4806,5.49,1000,1020,10-Minute
1020,0.618_to_0.786,238,4806,4.95,1000,1020,10-Minute
1020,0.786_to_1.0,180,4806,3.75,1000,1020,10-Minute
1020,above_1.0,106,4806,2.21,1000,1020,10-Minute
1020,below_-1.0,137,4806,2.85,1000,1020,10-Minute
1030,-0.236_to_0.0,799,4813,16.6,1000,1030,10-Minute
1030,-0.382_to_-0.236,450,4813,9.35,1000,1030,10-Minute
1030,-0.5_to_-0.382,294,4813,6.11,1000,1030,10-Minute
1030,-0.618_to_-0.5,232,4813,4.82,1000,1030,10-Minute
1030,-0.786_to_-0.618,200,4813,4.16,1000,1030,10-Minute
1030,-1.0_to_-0.786,153,4813,3.18,1000,1030,10-Minute
1030,0.0_to_0.236,842,4813,17.49,1000,1030,10-Minute
1030,0.236_to_0.382,518,4813,10.76,1000,1030,10-Minute
1030,0.382_to_0.5,358,4813,7.44,1000,1030,10-Minute
1030,0.5_to_0.618,271,4813,5.63,1000,1030,10-Minute
1030,0.618_to_0.786,253,4813,5.26,1000,1030,10-Minute
1030,0.786_to_1.0,190,4813,3.95,1000,1030,10-Minute
1030,above_1.0,104,4813,2.16,1000,1030,10-Minute
1030,below_-1.0,149,4813,3.1,1000,1030,10-Minute
1040,-0.236_to_0.0,783,4661,16.8,1000,1040,10-Minute
1040,-0.382_to_-0.236,428,4661,9.18,1000,1040,10-Minute
1040,-0.5_to_-0.382,293,4661,6.29,1000,1040,10-Minute
1040,-0.618_to_-0.5,222,4661,4.76,1000,1040,10-Minute
1040,-0.786_to_-0.618,175,4661,3.75,1000,1040,10-Minute
1040,-1.0_to_-0.786,152,4661,3.26,1000,1040,10-Minute
1040,0.0_to_0.236,805,4661,17.27,1000,1040,10-Minute
1040,0.236_to_0.382,500,4661,10.73,1000,1040,10-Minute
1040,0.382_to_0.5,340,4661,7.29,1000,1040,10-Minute
1040,0.5_to_0.618,260,4661,5.58,1000,1040,10-Minute
1040,0.618_to_0.786,245,4661,5.26,1000,1040,10-Minute
1040,0.786_to_1.0,194,4661,4.16,1000,1040,10-Minute
1040,above_1.0,113,4661,2.42,1000,1040,10-Minute
1040,below_-1.0,151,4661,3.24,1000,1040,10-Minute
1050,-0.236_to_0.0,767,4518,16.98,1000,1050,10-Minute
1050,-0.382_to_-0.236,397,4518,8.79,1000,1050,10-Minute
1050,-0.5_to_-0.382,252,4518,5.58,1000,1050,10-Minute
1050,-0.618_to_-0.5,199,4518,4.4,1000,1050,10-Minute
1050,-0.786_to_-0.618,188,4518,4.16,1000,1050,10-Minute
1050,-1.0_to_-0.786,142,4518,3.14,1000,1050,10-Minute
1050,0.0_to_0.236,806,4518,17.84,1000,1050,10-Minute
1050,0.236_to_0.382,491,4518,10.87,1000,1050,10-Minute
1050,0.382_to_0.5,328,4518,7.26,1000,1050,10-Minute
1050,0.5_to_0.618,257,4518,5.69,1000,1050,10-Minute
1050,0.618_to_0.786,224,4518,4.96,1000,1050,10-Minute
1050,0.786_to_1.0,188,4518,4.16,1000,1050,10-Minute
1050,above_1.0,123,4518,2.72,1000,1050,10-Minute
1050,below_-1.0,156,4518,3.45,1000,1050,10-Minute
1100,-0.236_to_0.0,759,4594,16.52,1100,1100,10-Minute
1100,-0.382_to_-0.236,402,4594,8.75,1100,1100,10-Minute
1100,-0.5_to_-0.382,261,4594,5.68,1100,1100,10-Minute
1100,-0.618_to_-0.5,202,4594,4.4,1100,1100,10-Minute
1100,-0.786_to_-0.618,202,4594,4.4,1100,1100,10-Minute
1100,-1.0_to_-0.786,159,4594,3.46,1100,1100,10-Minute
1100,0.0_to_0.236,801,4594,17.44,1100,1100,10-Minute
1100,0.236_to_0.382,487,4594,10.6,1100,1100,10-Minute
1100,0.382_to_0.5,350,4594,7.62,1100,1100,10-Minute
1100,0.5_to_0.618,247,4594,5.38,1100,1100,10-Minute
1100,0.618_to_0.786,232,4594,5.05,1100,1100,10-Minute
1100,0.786_to_1.0,194,4594,4.22,1100,1100,10-Minute
1100,above_1.0,138,4594,3.0,1100,1100,10-Minute
1100,below_-1.0,160,4594,3.48,1100,1100,10-Minute
1110,-0.236_to_0.0,731,4496,16.26,1100,1110,10-Minute
1110,-0.382_to_-0.236,373,4496,8.3,1100,1110,10-Minute
1110,-0.5_to_-0.382,262,4496,5.83,1100,1110,10-Minute
1110,-0.618_to_-0.5,207,4496,4.6,1100,1110,10-Minute
1110,-0.786_to_-0.618,186,4496,4.14,1100,1110,10-Minute
1110,-1.0_to_-0.786,164,4496,3.65,1100,1110,10-Minute
1110,0.0_to_0.236,757,4496,16.84,1100,1110,10-Minute
1110,0.236_to_0.382,490,4496,10.9,1100,1110,10-Minute
1110,0.382_to_0.5,343,4496,7.63,1100,1110,10-Minute
1110,0.5_to_0.618,263,4496,5.85,1100,1110,10-Minute
1110,0.618_to_0.786,239,4496,5.32,1100,1110,10-Minute
1110,0.786_to_1.0,195,4496,4.34,1100,1110,10-Minute
1110,above_1.0,128,4496,2.85,1100,1110,10-Minute
1110,below_-1.0,158,4496,3.51,1100,1110,10-Minute
1120,-0.236_to_0.0,693,4349,15.93,1100,1120,10-Minute
1120,-0.382_to_-0.236,367,4349,8.44,1100,1120,10-Minute
1120,-0.5_to_-0.382,250,4349,5.75,1100,1120,10-Minute
1120,-0.618_to_-0.5,199,4349,4.58,1100,1120,10-Minute
1120,-0.786_to_-0.618,202,4349,4.64,1100,1120,10-Minute
1120,-1.0_to_-0.786,163,4349,3.75,1100,1120,10-Minute
1120,0.0_to_0.236,726,4349,16.69,1100,1120,10-Minute
1120,0.236_to_0.382,451,4349,10.37,1100,1120,10-Minute
1120,0.382_to_0.5,327,4349,7.52,1100,1120,10-Minute
1120,0.5_to_0.618,249,4349,5.73,1100,1120,10-Minute
1120,0.618_to_0.786,229,4349,5.27,1100,1120,10-Minute
1120,0.786_to_1.0,203,4349,4.67,1100,1120,10-Minute
1120,above_1.0,131,4349,3.01,1100,1120,10-Minute
1120,below_-1.0,159,4349,3.66,1100,1120,10-Minute
1130,-0.236_to_0.0,682,4388,15.54,1100,1130,10-Minute
1130,-0.382_to_-0.236,376,4388,8.57,1100,1130,10-Minute
1130,-0.5_to_-0.382,241,4388,5.49,1100,1130,10-Minute
1130,-0.618_to_-0.5,196,4388,4.47,1100,1130,10-Minute
1130,-0.786_to_-0.618,206,4388,4.69,1100,1130,10-Minute
1130,-1.0_to_-0.786,154,4388,3.51,1100,1130,10-Minute
1130,0.0_to_0.236,740,4388,16.86,1100,1130,10-Minute
1130,0.236_to_0.382,454,4388,10.35,1100,1130,10-Minute
1130,0.382_to_0.5,322,4388,7.34,1100,1130,10-Minute
1130,0.5_to_0.618,269,4388,6.13,1100,1130,10-Minute
1130,0.618_to_0.786,230,4388,5.24,1100,1130,10-Minute
1130,0.786_to_1.0,213,4388,4.85,1100,1130,10-Minute
1130,above_1.0,135,4388,3.08,1100,1130,10-Minute
1130,below_-1.0,170,4388,3.87,1100,1130,10-Minute
1140,-0.236_to_0.0,667,4231,15.76,1100,1140,10-Minute
1140,-0.382_to_-0.236,360,4231,8.51,1100,1140,10-Minute
1140,-0.5_to_-0.382,218,4231,5.15,1100,1140,10-Minute
1140,-0.618_to_-0.5,189,4231,4.47,1100,1140,10-Minute
1140,-0.786_to_-0.618,207,4231,4.89,1100,1140,10-Minute
1140,-1.0_to_-0.786,147,4231,3.47,1100,1140,10-Minute
1140,0.0_to_0.236,684,4231,16.17,1100,1140,10-Minute
1140,0.236_to_0.382,440,4231,10.4,1100,1140,10-Minute
1140,0.382_to_0.5,305,4231,7.21,1100,1140,10-Minute
1140,0.5_to_0.618,250,4231,5.91,1100,1140,10-Minute
1140,0.618_to_0.786,246,4231,5.81,1100,1140,10-Minute
1140,0.786_to_1.0,203,4231,4.8,1100,1140,10-Minute
1140,above_1.0,136,4231,3.21,1100,1140,10-Minute
1140,below_-1.0,179,4231,4.23,1100,1140,10-Minute
1150,-0.236_to_0.0,640,4136,15.47,1100,1150,10-Minute
1150,-0.382_to_-0.236,341,4136,8.24,1100,1150,10-Minute
1150,-0.5_to_-0.382,223,4136,5.39,1100,1150,10-Minute
1150,-0.618_to_-0.5,187,4136,4.52,1100,1150,10-Minute
1150,-0.786_to_-0.618,205,4136,4.96,1100,1150,10-Minute
1150,-1.0_to_-0.786,152,4136,3.68,1100,1150,10-Minute
1150,0.0_to_0.236,674,4136,16.3,1100,1150,10-Minute
1150,0.236_to_0.382,423,4136,10.23,1100,1150,10-Minute
1150,0.382_to_0.5,297,4136,7.18,1100,1150,10-Minute
1150,0.5_to_0.618,234,4136,5.66,1100,1150,10-Minute
1150,0.618_to_0.786,246,4136,5.95,1100,1150,10-Minute
1150,0.786_to_1.0,197,4136,4.76,1100,1150,10-Minute
1150,above_1.0,145,4136,3.51,1100,1150,10-Minute
1150,below_-1.0,172,4136,4.16,1100,1150,10-Minute
1200,-0.236_to_0.0,643,4209,15.28,1200,1200,10-Minute
1200,-0.382_to_-0.236,362,4209,8.6,1200,1200,10-Minute
1200,-0.5_to_-0.382,254,4209,6.03,1200,1200,10-Minute
1200,-0.618_to_-0.5,186,4209,4.42,1200,1200,10-Minute
1200,-0.786_to_-0.618,195,4209,4.63,1200,1200,10-Minute
1200,-1.0_to_-0.786,153,4209,3.64,1200,1200,10-Minute
1200,0.0_to_0.236,679,4209,16.13,1200,1200,10-Minute
1200,0.236_to_0.382,424,4209,10.07,1200,1200,10-Minute
1200,0.382_to_0.5,301,4209,7.15,1200,1200,10-Minute
1200,0.5_to_0.618,233,4209,5.54,1200,1200,10-Minute
1200,0.618_to_0.786,254,4209,6.03,1200,1200,10-Minute
1200,0.786_to_1.0,199,4209,4.73,1200,1200,10-Minute
1200,above_1.0,152,4209,3.61,1200,1200,10-Minute
1200,below_-1.0,174,4209,4.13,1200,1200,10-Minute
1210,-0.236_to_0.0,618,4040,15.3,1200,1210,10-Minute
1210,-0.382_to_-0.236,345,4040,8.54,1200,1210,10-Minute
1210,-0.5_to_-0.382,231,4040,5.72,1200,1210,10-Minute
1210,-0.618_to_-0.5,180,4040,4.46,1200,1210,10-Minute
1210,-0.786_to_-0.618,186,4040,4.6,1200,1210,10-Minute
1210,-1.0_to_-0.786,151,4040,3.74,1200,1210,10-Minute
1210,0.0_to_0.236,662,4040,16.39,1200,1210,10-Minute
1210,0.236_to_0.382,393,4040,9.73,1200,1210,10-Minute
1210,0.382_to_0.5,286,4040,7.08,1200,1210,10-Minute
1210,0.5_to_0.618,226,4040,5.59,1200,1210,10-Minute
1210,0.618_to_0.786,238,4040,5.89,1200,1210,10-Minute
1210,0.786_to_1.0,191,4040,4.73,1200,1210,10-Minute
1210,above_1.0,157,4040,3.89,1200,1210,10-Minute
1210,below_-1.0,176,4040,4.36,1200,1210,10-Minute
1220,-0.236_to_0.0,634,4039,15.7,1200,1220,10-Minute
1220,-0.382_to_-0.236,350,4039,8.67,1200,1220,10-Minute
1220,-0.5_to_-0.382,228,4039,5.64,1200,1220,10-Minute
1220,-0.618_to_-0.5,185,4039,4.58,1200,1220,10-Minute
1220,-0.786_to_-0.618,183,4039,4.53,1200,1220,10-Minute
1220,-1.0_to_-0.786,146,4039,3.61,1200,1220,10-Minute
1220,0.0_to_0.236,660,4039,16.34,1200,1220,10-Minute
1220,0.236_to_0.382,392,4039,9.71,1200,1220,10-Minute
1220,0.382_to_0.5,289,4039,7.16,1200,1220,10-Minute
1220,0.5_to_0.618,206,4039,5.1,1200,1220,10-Minute
1220,0.618_to_0.786,238,4039,5.89,1200,1220,10-Minute
1220,0.786_to_1.0,198,4039,4.9,1200,1220,10-Minute
1220,above_1.0,149,4039,3.69,1200,1220,10-Minute
1220,below_-1.0,181,4039,4.48,1200,1220,10-Minute
1230,-0.236_to_0.0,642,4071,15.77,1200,1230,10-Minute
1230,-0.382_to_-0.236,355,4071,8.72,1200,1230,10-Minute
1230,-0.5_to_-0.382,242,4071,5.94,1200,1230,10-Minute
1230,-0.618_to_-0.5,185,4071,4.54,1200,1230,10-Minute
1230,-0.786_to_-0.618,184,4071,4.52,1200,1230,10-Minute
1230,-1.0_to_-0.786,158,4071,3.88,1200,1230,10-Minute
1230,0.0_to_0.236,644,4071,15.82,1200,1230,10-Minute
1230,0.236_to_0.382,388,4071,9.53,1200,1230,10-Minute
1230,0.382_to_0.5,284,4071,6.98,1200,1230,10-Minute
1230,0.5_to_0.618,213,4071,5.23,1200,1230,10-Minute
1230,0.618_to_0.786,242,4071,5.94,1200,1230,10-Minute
1230,0.786_to_1.0,203,4071,4.99,1200,1230,10-Minute
1230,above_1.0,162,4071,3.98,1200,1230,10-Minute
1230,below_-1.0,169,4071,4.15,1200,1230,10-Minute
1240,-0.236_to_0.0,627,3987,15.73,1200,1240,10-Minute
1240,-0.382_to_-0.236,330,3987,8.28,1200,1240,10-Minute
1240,-0.5_to_-0.382,226,3987,5.67,1200,1240,10-Minute
1240,-0.618_to_-0.5,188,3987,4.72,1200,1240,10-Minute
1240,-0.786_to_-0.618,178,3987,4.46,1200,1240,10-Minute
1240,-1.0_to_-0.786,146,3987,3.66,1200,1240,10-Minute
1240,0.0_to_0.236,628,3987,15.75,1200,1240,10-Minute
1240,0.236_to_0.382,391,3987,9.81,1200,1240,10-Minute
1240,0.382_to_0.5,283,3987,7.1,1200,1240,10-Minute
1240,0.5_to_0.618,227,3987,5.69,1200,1240,10-Minute
1240,0.618_to_0.786,227,3987,5.69,1200,1240,10-Minute
1240,0.786_to_1.0,204,3987,5.12,1200,1240,10-Minute
1240,above_1.0,163,3987,4.09,1200,1240,10-Minute
1240,below_-1.0,169,3987,4.24,1200,1240,10-Minute
1250,-0.236_to_0.0,620,3968,15.62,1200,1250,10-Minute
1250,-0.382_to_-0.236,315,3968,7.94,1200,1250,10-Minute
1250,-0.5_to_-0.382,229,3968,5.77,1200,1250,10-Minute
1250,-0.618_to_-0.5,190,3968,4.79,1200,1250,10-Minute
1250,-0.786_to_-0.618,190,3968,4.79,1200,1250,10-Minute
1250,-1.0_to_-0.786,150,3968,3.78,1200,1250,10-Minute
1250,0.0_to_0.236,619,3968,15.6,1200,1250,10-Minute
1250,0.236_to_0.382,374,3968,9.43,1200,1250,10-Minute
1250,0.382_to_0.5,286,3968,7.21,1200,1250,10-Minute
1250,0.5_to_0.618,222,3968,5.59,1200,1250,10-Minute
1250,0.618_to_0.786,222,3968,5.59,1200,1250,10-Minute
1250,0.786_to_1.0,211,3968,5.32,1200,1250,10-Minute
1250,above_1.0,165,3968,4.16,1200,1250,10-Minute
1250,below_-1.0,175,3968,4.41,1200,1250,10-Minute
1300,-0.236_to_0.0,630,4079,15.44,1300,1300,10-Minute
1300,-0.382_to_-0.236,330,4079,8.09,1300,1300,10-Minute
1300,-0.5_to_-0.382,229,4079,5.61,1300,1300,10-Minute
1300,-0.618_to_-0.5,197,4079,4.83,1300,1300,10-Minute
1300,-0.786_to_-0.618,190,4079,4.66,1300,1300,10-Minute
1300,-1.0_to_-0.786,153,4079,3.75,1300,1300,10-Minute
1300,0.0_to_0.236,635,4079,15.57,1300,1300,10-Minute
1300,0.236_to_0.382,370,4079,9.07,1300,1300,10-Minute
1300,0.382_to_0.5,291,4079,7.13,1300,1300,10-Minute
1300,0.5_to_0.618,251,4079,6.15,1300,1300,10-Minute
1300,0.618_to_0.786,223,4079,5.47,1300,1300,10-Minute
1300,0.786_to_1.0,219,4079,5.37,1300,1300,10-Minute
1300,above_1.0,175,4079,4.29,1300,1300,10-Minute
1300,below_-1.0,186,4079,4.56,1300,1300,10-Minute
1310,-0.236_to_0.0,615,3993,15.4,1300,1310,10-Minute
1310,-0.382_to_-0.236,327,3993,8.19,1300,1310,10-Minute
1310,-0.5_to_-0.382,241,3993,6.04,1300,1310,10-Minute
1310,-0.618_to_-0.5,202,3993,5.06,1300,1310,10-Minute
1310,-0.786_to_-0.618,181,3993,4.53,1300,1310,10-Minute
1310,-1.0_to_-0.786,135,3993,3.38,1300,1310,10-Minute
1310,0.0_to_0.236,627,3993,15.7,1300,1310,10-Minute
1310,0.236_to_0.382,361,3993,9.04,1300,1310,10-Minute
1310,0.382_to_0.5,270,3993,6.76,1300,1310,10-Minute
1310,0.5_to_0.618,242,3993,6.06,1300,1310,10-Minute
1310,0.618_to_0.786,213,3993,5.33,1300,1310,10-Minute
1310,0.786_to_1.0,215,3993,5.38,1300,1310,10-Minute
1310,above_1.0,172,3993,4.31,1300,1310,10-Minute
1310,below_-1.0,192,3993,4.81,1300,1310,10-Minute
1320,-0.236_to_0.0,608,4026,15.1,1300,1320,10-Minute
1320,-0.382_to_-0.236,346,4026,8.59,1300,1320,10-Minute
1320,-0.5_to_-0.382,230,4026,5.71,1300,1320,10-Minute
1320,-0.618_to_-0.5,197,4026,4.89,1300,1320,10-Minute
1320,-0.786_to_-0.618,182,4026,4.52,1300,1320,10-Minute
1320,-1.0_to_-0.786,132,4026,3.28,1300,1320,10-Minute
1320,0.0_to_0.236,635,4026,15.77,1300,1320,10-Minute
1320,0.236_to_0.382,362,4026,8.99,1300,1320,10-Minute
1320,0.382_to_0.5,263,4026,6.53,1300,1320,10-Minute
1320,0.5_to_0.618,237,4026,5.89,1300,1320,10-Minute
1320,0.618_to_0.786,231,4026,5.74,1300,1320,10-Minute
1320,0.786_to_1.0,227,4026,5.64,1300,1320,10-Minute
1320,above_1.0,183,4026,4.55,1300,1320,10-Minute
1320,below_-1.0,193,4026,4.79,1300,1320,10-Minute
1330,-0.236_to_0.0,626,4041,15.49,1300,1330,10-Minute
1330,-0.382_to_-0.236,363,4041,8.98,1300,1330,10-Minute
1330,-0.5_to_-0.382,234,4041,5.79,1300,1330,10-Minute
1330,-0.618_to_-0.5,186,4041,4.6,1300,1330,10-Minute
1330,-0.786_to_-0.618,187,4041,4.63,1300,1330,10-Minute
1330,-1.0_to_-0.786,134,4041,3.32,1300,1330,10-Minute
1330,0.0_to_0.236,626,4041,15.49,1300,1330,10-Minute
1330,0.236_to_0.382,366,4041,9.06,1300,1330,10-Minute
1330,0.382_to_0.5,254,4041,6.29,1300,1330,10-Minute
1330,0.5_to_0.618,226,4041,5.59,1300,1330,10-Minute
1330,0.618_to_0.786,238,4041,5.89,1300,1330,10-Minute
1330,0.786_to_1.0,213,4041,5.27,1300,1330,10-Minute
1330,above_1.0,192,4041,4.75,1300,1330,10-Minute
1330,below_-1.0,196,4041,4.85,1300,1330,10-Minute
1340,-0.236_to_0.0,609,3940,15.46,1300,1340,10-Minute
1340,-0.382_to_-0.236,364,3940,9.24,1300,1340,10-Minute
1340,-0.5_to_-0.382,220,3940,5.58,1300,1340,10-Minute
1340,-0.618_to_-0.5,183,3940,4.64,1300,1340,10-Minute
1340,-0.786_to_-0.618,168,3940,4.26,1300,1340,10-Minute
1340,-1.0_to_-0.786,138,3940,3.5,1300,1340,10-Minute
1340,0.0_to_0.236,612,3940,15.53,1300,1340,10-Minute
1340,0.236_to_0.382,342,3940,8.68,1300,1340,10-Minute
1340,0.382_to_0.5,251,3940,6.37,1300,1340,10-Minute
1340,0.5_to_0.618,229,3940,5.81,1300,1340,10-Minute
1340,0.618_to_0.786,229,3940,5.81,1300,1340,10-Minute
1340,0.786_to_1.0,202,3940,5.13,1300,1340,10-Minute
1340,above_1.0,194,3940,4.92,1300,1340,10-Minute
1340,below_-1.0,199,3940,5.05,1300,1340,10-Minute
1350,-0.236_to_0.0,620,3956,15.67,1300,1350,10-Minute
1350,-0.382_to_-0.236,361,3956,9.13,1300,1350,10-Minute
1350,-0.5_to_-0.382,219,3956,5.54,1300,1350,10-Minute
1350,-0.618_to_-0.5,167,3956,4.22,1300,1350,10-Minute
1350,-0.786_to_-0.618,169,3956,4.27,1300,1350,10-Minute
1350,-1.0_to_-0.786,148,3956,3.74,1300,1350,10-Minute
1350,0.0_to_0.236,598,3956,15.12,1300,1350,10-Minute
1350,0.236_to_0.382,343,3956,8.67,1300,1350,10-Minute
1350,0.382_to_0.5,266,3956,6.72,1300,1350,10-Minute
1350,0.5_to_0.618,230,3956,5.81,1300,1350,10-Minute
1350,0.618_to_0.786,222,3956,5.61,1300,1350,10-Minute
1350,0.786_to_1.0,208,3956,5.26,1300,1350,10-Minute
1350,above_1.0,205,3956,5.18,1300,1350,10-Minute
1350,below_-1.0,200,3956,5.06,1300,1350,10-Minute
1400,-0.236_to_0.0,664,4386,15.14,1400,1400,10-Minute
1400,-0.382_to_-0.236,413,4386,9.42,1400,1400,10-Minute
1400,-0.5_to_-0.382,245,4386,5.59,1400,1400,10-Minute
1400,-0.618_to_-0.5,180,4386,4.1,1400,1400,10-Minute
1400,-0.786_to_-0.618,180,4386,4.1,1400,1400,10-Minute
1400,-1.0_to_-0.786,156,4386,3.56,1400,1400,10-Minute
1400,0.0_to_0.236,652,4386,14.87,1400,1400,10-Minute
1400,0.236_to_0.382,404,4386,9.21,1400,1400,10-Minute
1400,0.382_to_0.5,315,4386,7.18,1400,1400,10-Minute
1400,0.5_to_0.618,263,4386,6.0,1400,1400,10-Minute
1400,0.618_to_0.786,253,4386,5.77,1400,1400,10-Minute
1400,0.786_to_1.0,219,4386,4.99,1400,1400,10-Minute
1400,above_1.0,228,4386,5.2,1400,1400,10-Minute
1400,below_-1.0,214,4386,4.88,1400,1400,10-Minute
1410,-0.236_to_0.0,626,4108,15.24,1400,1410,10-Minute
1410,-0.382_to_-0.236,378,4108,9.2,1400,1410,10-Minute
1410,-0.5_to_-0.382,231,4108,5.62,1400,1410,10-Minute
1410,-0.618_to_-0.5,167,4108,4.07,1400,1410,10-Minute
1410,-0.786_to_-0.618,172,4108,4.19,1400,1410,10-Minute
1410,-1.0_to_-0.786,155,4108,3.77,1400,1410,10-Minute
1410,0.0_to_0.236,614,4108,14.95,1400,1410,10-Minute
1410,0.236_to_0.382,368,4108,8.96,1400,1410,10-Minute
1410,0.382_to_0.5,287,4108,6.99,1400,1410,10-Minute
1410,0.5_to_0.618,231,4108,5.62,1400,1410,10-Minute
1410,0.618_to_0.786,220,4108,5.36,1400,1410,10-Minute
1410,0.786_to_1.0,205,4108,4.99,1400,1410,10-Minute
1410,above_1.0,234,4108,5.7,1400,1410,10-Minute
1410,below_-1.0,220,4108,5.36,1400,1410,10-Minute
1420,-0.236_to_0.0,614,4060,15.12,1400,1420,10-Minute
