Time,Zone,DaysOccupied,Percentage,TimeHourly,Time10Min,Granularity
1440,0.618_to_0.786,222,8.16,1400,1440,10-Minute
1440,0.786_to_1.0,205,7.53,1400,1440,10-Minute
1440,above_1.0,257,9.45,1400,1440,10-Minute
1440,below_-1.0,234,8.6,1400,1440,10-Minute
1450,-0.236_to_0.0,606,22.27,1400,1450,10-Minute
1450,-0.382_to_-0.236,352,12.94,1400,1450,10-Minute
1450,-0.5_to_-0.382,211,7.75,1400,1450,10-Minute
1450,-0.618_to_-0.5,169,6.21,1400,1450,10-Minute
1450,-0.786_to_-0.618,179,6.58,1400,1450,10-Minute
1450,-1.0_to_-0.786,149,5.48,1400,1450,10-Minute
1450,0.0_to_0.236,590,21.68,1400,1450,10-Minute
1450,0.236_to_0.382,379,13.93,1400,1450,10-Minute
1450,0.382_to_0.5,275,10.11,1400,1450,10-Minute
1450,0.5_to_0.618,232,8.53,1400,1450,10-Minute
1450,0.618_to_0.786,219,8.05,1400,1450,10-Minute
1450,0.786_to_1.0,208,7.64,1400,1450,10-Minute
1450,above_1.0,253,9.3,1400,1450,10-Minute
1450,below_-1.0,238,8.75,1400,1450,10-Minute
1500,-0.236_to_0.0,608,22.34,1500,1500,10-Minute
1500,-0.382_to_-0.236,353,12.97,1500,1500,10-Minute
1500,-0.5_to_-0.382,235,8.64,1500,1500,10-Minute
1500,-0.618_to_-0.5,184,6.76,1500,1500,10-Minute
1500,-0.786_to_-0.618,177,6.5,1500,1500,10-Minute
1500,-1.0_to_-0.786,174,6.39,1500,1500,10-Minute
1500,0.0_to_0.236,618,22.71,1500,1500,10-Minute
1500,0.236_to_0.382,384,14.11,1500,1500,10-Minute
1500,0.382_to_0.5,298,10.95,1500,1500,10-Minute
1500,0.5_to_0.618,233,8.56,1500,1500,10-Minute
1500,0.618_to_0.786,234,8.6,1500,1500,10-Minute
1500,0.786_to_1.0,216,7.94,1500,1500,10-Minute
1500,above_1.0,265,9.74,1500,1500,10-Minute
1500,below_-1.0,247,9.08,1500,1500,10-Minute
1510,-0.236_to_0.0,602,22.12,1500,1510,10-Minute
1510,-0.382_to_-0.236,344,12.64,1500,1510,10-Minute
1510,-0.5_to_-0.382,235,8.64,1500,1510,10-Minute
1510,-0.618_to_-0.5,200,7.35,1500,1510,10-Minute
1510,-0.786_to_-0.618,190,6.98,1500,1510,10-Minute
1510,-1.0_to_-0.786,169,6.21,1500,1510,10-Minute
1510,0.0_to_0.236,604,22.2,1500,1510,10-Minute
1510,0.236_to_0.382,354,13.01,1500,1510,10-Minute
1510,0.382_to_0.5,269,9.89,1500,1510,10-Minute
1510,0.5_to_0.618,225,8.27,1500,1510,10-Minute
1510,0.618_to_0.786,221,8.12,1500,1510,10-Minute
1510,0.786_to_1.0,216,7.94,1500,1510,10-Minute
1510,above_1.0,273,10.03,1500,1510,10-Minute
1510,below_-1.0,247,9.08,1500,1510,10-Minute
1520,-0.236_to_0.0,613,22.53,1500,1520,10-Minute
1520,-0.382_to_-0.236,331,12.16,1500,1520,10-Minute
1520,-0.5_to_-0.382,224,8.23,1500,1520,10-Minute
1520,-0.618_to_-0.5,195,7.17,1500,1520,10-Minute
1520,-0.786_to_-0.618,188,6.91,1500,1520,10-Minute
1520,-1.0_to_-0.786,167,6.14,1500,1520,10-Minute
1520,0.0_to_0.236,587,21.57,1500,1520,10-Minute
1520,0.236_to_0.382,339,12.46,1500,1520,10-Minute
1520,0.382_to_0.5,266,9.78,1500,1520,10-Minute
1520,0.5_to_0.618,225,8.27,1500,1520,10-Minute
1520,0.618_to_0.786,230,8.45,1500,1520,10-Minute
1520,0.786_to_1.0,211,7.75,1500,1520,10-Minute
1520,above_1.0,285,10.47,1500,1520,10-Minute
1520,below_-1.0,249,9.15,1500,1520,10-Minute
1530,-0.236_to_0.0,624,22.93,1500,1530,10-Minute
1530,-0.382_to_-0.236,358,13.16,1500,1530,10-Minute
1530,-0.5_to_-0.382,250,9.19,1500,1530,10-Minute
1530,-0.618_to_-0.5,200,7.35,1500,1530,10-Minute
1530,-0.786_to_-0.618,197,7.24,1500,1530,10-Minute
1530,-1.0_to_-0.786,190,6.98,1500,1530,10-Minute
1530,0.0_to_0.236,605,22.23,1500,1530,10-Minute
1530,0.236_to_0.382,368,13.52,1500,1530,10-Minute
1530,0.382_to_0.5,292,10.73,1500,1530,10-Minute
1530,0.5_to_0.618,231,8.49,1500,1530,10-Minute
1530,0.618_to_0.786,233,8.56,1500,1530,10-Minute
1530,0.786_to_1.0,241,8.86,1500,1530,10-Minute
1530,above_1.0,292,10.73,1500,1530,10-Minute
1530,below_-1.0,259,9.52,1500,1530,10-Minute
1540,-0.236_to_0.0,612,22.49,1500,1540,10-Minute
1540,-0.382_to_-0.236,358,13.16,1500,1540,10-Minute
1540,-0.5_to_-0.382,245,9.0,1500,1540,10-Minute
1540,-0.618_to_-0.5,216,7.94,1500,1540,10-Minute
1540,-0.786_to_-0.618,191,7.02,1500,1540,10-Minute
1540,-1.0_to_-0.786,179,6.58,1500,1540,10-Minute
1540,0.0_to_0.236,625,22.97,1500,1540,10-Minute
1540,0.236_to_0.382,372,13.67,1500,1540,10-Minute
1540,0.382_to_0.5,287,10.55,1500,1540,10-Minute
1540,0.5_to_0.618,239,8.78,1500,1540,10-Minute
1540,0.618_to_0.786,241,8.86,1500,1540,10-Minute
1540,0.786_to_1.0,241,8.86,1500,1540,10-Minute
1540,above_1.0,299,10.99,1500,1540,10-Minute
1540,below_-1.0,262,9.63,1500,1540,10-Minute
1550,-0.236_to_0.0,638,23.45,1500,1550,10-Minute
1550,-0.382_to_-0.236,377,13.86,1500,1550,10-Minute
1550,-0.5_to_-0.382,292,10.73,1500,1550,10-Minute
1550,-0.618_to_-0.5,247,9.08,1500,1550,10-Minute
1550,-0.786_to_-0.618,218,8.01,1500,1550,10-Minute
1550,-1.0_to_-0.786,191,7.02,1500,1550,10-Minute
1550,0.0_to_0.236,647,23.78,1500,1550,10-Minute
1550,0.236_to_0.382,411,15.1,1500,1550,10-Minute
1550,0.382_to_0.5,299,10.99,1500,1550,10-Minute
1550,0.5_to_0.618,263,9.67,1500,1550,10-Minute
1550,0.618_to_0.786,292,10.73,1500,1550,10-Minute
1550,0.786_to_1.0,270,9.92,1500,1550,10-Minute
1550,above_1.0,313,11.5,1500,1550,10-Minute
1550,below_-1.0,278,10.22,1500,1550,10-Minute
