Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion,OpenCompletions,TotalOpenCompletions
Below,-1.0,0900,0.618,1500,110,1,0.91,0,0
Below,-1.0,0900,0.618,1300,110,0,0.0,0,0
Below,-1.0,0900,0.618,1200,110,0,0.0,0,0
Below,-1.0,0900,0.618,1600,110,0,0.0,0,0
Below,-1.0,0900,0.786,0900,110,0,0.0,0,0
Below,-1.0,0900,0.786,1000,110,0,0.0,0,0
Below,-1.0,0900,0.786,1100,110,1,0.91,0,0
Below,-1.0,0900,0.786,1400,110,0,0.0,0,0
Below,-1.0,0900,0.786,1500,110,1,0.91,0,0
Below,-1.0,0900,0.786,1300,110,0,0.0,0,0
Below,-1.0,0900,0.786,1200,110,0,0.0,0,0
Below,-1.0,0900,0.786,1600,110,0,0.0,0,0
Below,-1.0,0900,1.0,0900,110,0,0.0,0,0
Below,-1.0,0900,1.0,1000,110,0,0.0,0,0
Below,-1.0,0900,1.0,1100,110,1,0.91,0,0
Below,-1.0,0900,1.0,1400,110,0,0.0,0,0
Below,-1.0,0900,1.0,1500,110,0,0.0,0,0
Below,-1.0,0900,1.0,1300,110,0,0.0,0,0
Below,-1.0,0900,1.0,1200,110,0,0.0,0,0
Below,-1.0,0900,1.0,1600,110,0,0.0,0,0
Below,-1.0,0900,-0.236,0900,110,0,0.0,0,0
Below,-1.0,0900,-0.236,1000,110,1,0.91,0,0
Below,-1.0,0900,-0.236,1100,110,6,5.45,0,0
Below,-1.0,0900,-0.236,1400,110,4,3.64,0,0
Below,-1.0,0900,-0.236,1500,110,6,5.45,0,0
Below,-1.0,0900,-0.236,1300,110,7,6.36,0,0
Below,-1.0,0900,-0.236,1200,110,3,2.73,0,0
Below,-1.0,0900,-0.236,1600,110,0,0.0,0,0
Below,-1.0,0900,-0.382,0900,110,1,0.91,0,0
Below,-1.0,0900,-0.382,1000,110,6,5.45,0,0
Below,-1.0,0900,-0.382,1100,110,3,2.73,0,0
Below,-1.0,0900,-0.382,1400,110,4,3.64,0,0
Below,-1.0,0900,-0.382,1500,110,6,5.45,0,0
Below,-1.0,0900,-0.382,1300,110,10,9.09,0,0
Below,-1.0,0900,-0.382,1200,110,4,3.64,0,0
Below,-1.0,0900,-0.382,1600,110,0,0.0,0,0
Below,-1.0,0900,-0.5,0900,110,2,1.82,0,0
Below,-1.0,0900,-0.5,1000,110,11,10.0,0,0
Below,-1.0,0900,-0.5,1100,110,6,5.45,0,0
Below,-1.0,0900,-0.5,1400,110,4,3.64,0,0
Below,-1.0,0900,-0.5,1500,110,5,4.55,0,0
Below,-1.0,0900,-0.5,1300,110,7,6.36,0,0
Below,-1.0,0900,-0.5,1200,110,6,5.45,0,0
Below,-1.0,0900,-0.5,1600,110,0,0.0,0,0
Below,-1.0,0900,-0.618,0900,110,4,3.64,0,0
Below,-1.0,0900,-0.618,1000,110,17,15.45,0,0
Below,-1.0,0900,-0.618,1100,110,10,9.09,0,0
Below,-1.0,0900,-0.618,1400,110,6,5.45,0,0
Below,-1.0,0900,-0.618,1500,110,2,1.82,0,0
Below,-1.0,0900,-0.618,1300,110,6,5.45,0,0
Below,-1.0,0900,-0.618,1200,110,7,6.36,0,0
Below,-1.0,0900,-0.618,1600,110,0,0.0,0,0
Below,-1.0,0900,-0.786,0900,110,33,30.0,0,0
Below,-1.0,0900,-0.786,1000,110,19,17.27,0,0
Below,-1.0,0900,-0.786,1100,110,7,6.36,0,0
Below,-1.0,0900,-0.786,1400,110,0,0.0,0,0
Below,-1.0,0900,-0.786,1500,110,3,2.73,0,0
Below,-1.0,0900,-0.786,1300,110,3,2.73,0,0
Below,-1.0,0900,-0.786,1200,110,6,5.45,0,0
Below,-1.0,0900,-0.786,1600,110,0,0.0,0,0
Below,-1.0,0900,0.0,0900,110,0,0.0,0,0
Below,-1.0,0900,0.0,1000,110,1,0.91,0,0
Below,-1.0,0900,0.0,1100,110,1,0.91,0,0
Below,-1.0,0900,0.0,1400,110,4,3.64,0,0
Below,-1.0,0900,0.0,1500,110,6,5.45,0,0
Below,-1.0,0900,0.0,1300,110,0,0.0,0,0
Below,-1.0,0900,0.0,1200,110,0,0.0,0,0
Below,-1.0,0900,0.0,1600,110,0,0.0,0,0
Below,-1.0,0900,0.236,0900,110,0,0.0,0,0
Below,-1.0,0900,0.236,1000,110,0,0.0,0,0
Below,-1.0,0900,0.236,1100,110,1,0.91,0,0
Below,-1.0,0900,0.236,1400,110,0,0.0,0,0
Below,-1.0,0900,0.236,1500,110,6,5.45,0,0
Below,-1.0,0900,0.236,1300,110,0,0.0,0,0
Below,-1.0,0900,0.236,1200,110,0,0.0,0,0
Below,-1.0,0900,0.236,1600,110,0,0.0,0,0
Above,-1.0,1000,0.382,0900,1,0,0.0,0,0
Above,-1.0,1000,0.382,1000,1,0,0.0,0,0
Above,-1.0,1000,0.382,1100,1,0,0.0,0,0
Above,-1.0,1000,0.382,1400,1,0,0.0,0,0
Above,-1.0,1000,0.382,1500,1,0,0.0,0,0
Above,-1.0,1000,0.382,1300,1,0,0.0,0,0
Above,-1.0,1000,0.382,1200,1,0,0.0,0,0
Above,-1.0,1000,0.382,1600,1,0,0.0,0,0
Above,-1.0,1000,0.5,0900,1,0,0.0,0,0
Above,-1.0,1000,0.5,1000,1,0,0.0,0,0
Above,-1.0,1000,0.5,1100,1,0,0.0,0,0
Above,-1.0,1000,0.5,1400,1,0,0.0,0,0
Above,-1.0,1000,0.5,1500,1,0,0.0,0,0
Above,-1.0,1000,0.5,1300,1,0,0.0,0,0
Above,-1.0,1000,0.5,1200,1,0,0.0,0,0
Above,-1.0,1000,0.5,1600,1,0,0.0,0,0
Above,-1.0,1000,0.618,0900,1,0,0.0,0,0
Above,-1.0,1000,0.618,1000,1,0,0.0,0,0
Above,-1.0,1000,0.618,1100,1,0,0.0,0,0
Above,-1.0,1000,0.618,1400,1,0,0.0,0,0
Above,-1.0,1000,0.618,1500,1,0,0.0,0,0
Above,-1.0,1000,0.618,1300,1,0,0.0,0,0
Above,-1.0,1000,0.618,1200,1,0,0.0,0,0
Above,-1.0,1000,0.618,1600,1,0,0.0,0,0
Above,-1.0,1000,0.786,0900,1,0,0.0,0,0
Above,-1.0,1000,0.786,1000,1,0,0.0,0,0
Above,-1.0,1000,0.786,1100,1,0,0.0,0,0
Above,-1.0,1000,0.786,1400,1,0,0.0,0,0
Above,-1.0,1000,0.786,1500,1,0,0.0,0,0
Above,-1.0,1000,0.786,1300,1,0,0.0,0,0
Above,-1.0,1000,0.786,1200,1,0,0.0,0,0
Above,-1.0,1000,0.786,1600,1,0,0.0,0,0
Above,-1.0,1000,1.0,0900,1,0,0.0,0,0
Above,-1.0,1000,1.0,1000,1,0,0.0,0,0
Above,-1.0,1000,1.0,1100,1,0,0.0,0,0
Above,-1.0,1000,1.0,1400,1,0,0.0,0,0
Above,-1.0,1000,1.0,1500,1,0,0.0,0,0
Above,-1.0,1000,1.0,1300,1,0,0.0,0,0
Above,-1.0,1000,1.0,1200,1,0,0.0,0,0
Above,-1.0,1000,1.0,1600,1,0,0.0,0,0
Above,-1.0,1000,-0.236,0900,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1000,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1100,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1400,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1500,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1300,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1200,1,0,0.0,0,0
Above,-1.0,1000,-0.236,1600,1,0,0.0,0,0
Above,-1.0,1000,-0.382,0900,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1000,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1100,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1400,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1500,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1300,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1200,1,0,0.0,0,0
Above,-1.0,1000,-0.382,1600,1,0,0.0,0,0
Above,-1.0,1000,-0.5,0900,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1000,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1100,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1400,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1500,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1300,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1200,1,0,0.0,0,0
Above,-1.0,1000,-0.5,1600,1,0,0.0,0,0
Above,-1.0,1000,-0.618,0900,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1000,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1100,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1400,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1500,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1300,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1200,1,0,0.0,0,0
Above,-1.0,1000,-0.618,1600,1,0,0.0,0,0
Above,-1.0,1000,-0.786,0900,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1000,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1100,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1400,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1500,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1300,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1200,1,0,0.0,0,0
Above,-1.0,1000,-0.786,1600,1,0,0.0,0,0
Above,-1.0,1000,0.0,0900,1,0,0.0,0,0
Above,-1.0,1000,0.0,1000,1,0,0.0,0,0
Above,-1.0,1000,0.0,1100,1,0,0.0,0,0
Above,-1.0,1000,0.0,1400,1,0,0.0,0,0
Above,-1.0,1000,0.0,1500,1,0,0.0,0,0
Above,-1.0,1000,0.0,1300,1,0,0.0,0,0
Above,-1.0,1000,0.0,1200,1,0,0.0,0,0
Above,-1.0,1000,0.0,1600,1,0,0.0,0,0
Above,-1.0,1000,0.236,0900,1,0,0.0,0,0
Above,-1.0,1000,0.236,1000,1,0,0.0,0,0
Above,-1.0,1000,0.236,1100,1,0,0.0,0,0
Above,-1.0,1000,0.236,1400,1,0,0.0,0,0
Above,-1.0,1000,0.236,1500,1,0,0.0,0,0
Above,-1.0,1000,0.236,1300,1,0,0.0,0,0
Above,-1.0,1000,0.236,1200,1,0,0.0,0,0
Above,-1.0,1000,0.236,1600,1,0,0.0,0,0
Below,-1.0,1000,0.382,0900,89,0,0.0,0,0
Below,-1.0,1000,0.382,1000,89,0,0.0,0,0
Below,-1.0,1000,0.382,1100,89,0,0.0,0,0
Below,-1.0,1000,0.382,1400,89,2,2.25,0,0
Below,-1.0,1000,0.382,1500,89,3,3.37,0,0
Below,-1.0,1000,0.382,1300,89,1,1.12,0,0
Below,-1.0,1000,0.382,1200,89,0,0.0,0,0
Below,-1.0,1000,0.382,1600,89,0,0.0,0,0
Below,-1.0,1000,0.5,0900,89,0,0.0,0,0
Below,-1.0,1000,0.5,1000,89,0,0.0,0,0
Below,-1.0,1000,0.5,1100,89,0,0.0,0,0
Below,-1.0,1000,0.5,1400,89,2,2.25,0,0
Below,-1.0,1000,0.5,1500,89,1,1.12,0,0
Below,-1.0,1000,0.5,1300,89,1,1.12,0,0
Below,-1.0,1000,0.5,1200,89,0,0.0,0,0
Below,-1.0,1000,0.5,1600,89,0,0.0,0,0
Below,-1.0,1000,0.618,0900,89,0,0.0,0,0
Below,-1.0,1000,0.618,1000,89,0,0.0,0,0
Below,-1.0,1000,0.618,1100,89,0,0.0,0,0
Below,-1.0,1000,0.618,1400,89,1,1.12,0,0
Below,-1.0,1000,0.618,1500,89,2,2.25,0,0
Below,-1.0,1000,0.618,1300,89,0,0.0,0,0
Below,-1.0,1000,0.618,1200,89,0,0.0,0,0
Below,-1.0,1000,0.618,1600,89,0,0.0,0,0
Below,-1.0,1000,0.786,0900,89,0,0.0,0,0
Below,-1.0,1000,0.786,1000,89,0,0.0,0,0
Below,-1.0,1000,0.786,1100,89,0,0.0,0,0
Below,-1.0,1000,0.786,1400,89,0,0.0,0,0
Below,-1.0,1000,0.786,1500,89,2,2.25,0,0
Below,-1.0,1000,0.786,1300,89,0,0.0,0,0
Below,-1.0,1000,0.786,1200,89,0,0.0,0,0
Below,-1.0,1000,0.786,1600,89,0,0.0,0,0
Below,-1.0,1000,1.0,0900,89,0,0.0,0,0
Below,-1.0,1000,1.0,1000,89,0,0.0,0,0
Below,-1.0,1000,1.0,1100,89,0,0.0,0,0
Below,-1.0,1000,1.0,1400,89,0,0.0,0,0
Below,-1.0,1000,1.0,1500,89,0,0.0,0,0
Below,-1.0,1000,1.0,1300,89,0,0.0,0,0
Below,-1.0,1000,1.0,1200,89,0,0.0,0,0
Below,-1.0,1000,1.0,1600,89,0,0.0,0,0
Below,-1.0,1000,-0.236,0900,89,0,0.0,0,0
Below,-1.0,1000,-0.236,1000,89,2,2.25,0,0
Below,-1.0,1000,-0.236,1100,89,1,1.12,0,0
Below,-1.0,1000,-0.236,1400,89,8,8.99,0,0
Below,-1.0,1000,-0.236,1500,89,2,2.25,0,0
Below,-1.0,1000,-0.236,1300,89,5,5.62,0,0
Below,-1.0,1000,-0.236,1200,89,4,4.49,0,0
Below,-1.0,1000,-0.236,1600,89,0,0.0,0,0
Below,-1.0,1000,-0.382,0900,89,0,0.0,0,0
Below,-1.0,1000,-0.382,1000,89,4,4.49,0,0
Below,-1.0,1000,-0.382,1100,89,5,5.62,0,0
Below,-1.0,1000,-0.382,1400,89,8,8.99,0,0
Below,-1.0,1000,-0.382,1500,89,2,2.25,0,0
Below,-1.0,1000,-0.382,1300,89,5,5.62,0,0
Below,-1.0,1000,-0.382,1200,89,6,6.74,0,0
Below,-1.0,1000,-0.382,1600,89,0,0.0,0,0
Below,-1.0,1000,-0.5,0900,89,0,0.0,0,0
Below,-1.0,1000,-0.5,1000,89,8,8.99,0,0
Below,-1.0,1000,-0.5,1100,89,8,8.99,0,0
Below,-1.0,1000,-0.5,1400,89,2,2.25,0,0
Below,-1.0,1000,-0.5,1500,89,1,1.12,0,0
Below,-1.0,1000,-0.5,1300,89,4,4.49,0,0
Below,-1.0,1000,-0.5,1200,89,10,11.24,0,0
Below,-1.0,1000,-0.5,1600,89,0,0.0,0,0
Below,-1.0,1000,-0.618,0900,89,0,0.0,0,0
Below,-1.0,1000,-0.618,1000,89,15,16.85,0,0
Below,-1.0,1000,-0.618,1100,89,17,19.1,0,0
Below,-1.0,1000,-0.618,1400,89,3,3.37,0,0
Below,-1.0,1000,-0.618,1500,89,4,4.49,0,0
Below,-1.0,1000,-0.618,1300,89,4,4.49,0,0
Below,-1.0,1000,-0.618,1200,89,9,10.11,0,0
Below,-1.0,1000,-0.618,1600,89,0,0.0,0,0
Below,-1.0,1000,-0.786,0900,89,0,0.0,0,0
Below,-1.0,1000,-0.786,1000,89,42,47.19,0,0
Below,-1.0,1000,-0.786,1100,89,13,14.61,0,0
Below,-1.0,1000,-0.786,1400,89,1,1.12,0,0
Below,-1.0,1000,-0.786,1500,89,2,2.25,0,0
Below,-1.0,1000,-0.786,1300,89,1,1.12,0,0
Below,-1.0,1000,-0.786,1200,89,8,8.99,0,0
Below,-1.0,1000,-0.786,1600,89,0,0.0,0,0
Below,-1.0,1000,0.0,0900,89,0,0.0,0,0
Below,-1.0,1000,0.0,1000,89,0,0.0,0,0
Below,-1.0,1000,0.0,1100,89,1,1.12,0,0
Below,-1.0,1000,0.0,1400,89,4,4.49,0,0
Below,-1.0,1000,0.0,1500,89,5,5.62,0,0
Below,-1.0,1000,0.0,1300,89,2,2.25,0,0
Below,-1.0,1000,0.0,1200,89,0,0.0,0,0
Below,-1.0,1000,0.0,1600,89,0,0.0,0,0
Below,-1.0,1000,0.236,0900,89,0,0.0,0,0
Below,-1.0,1000,0.236,1000,89,0,0.0,0,0
Below,-1.0,1000,0.236,1100,89,0,0.0,0,0
Below,-1.0,1000,0.236,1400,89,2,2.25,0,0
Below,-1.0,1000,0.236,1500,89,3,3.37,0,0
Below,-1.0,1000,0.236,1300,89,2,2.25,0,0
Below,-1.0,1000,0.236,1200,89,0,0.0,0,0
Below,-1.0,1000,0.236,1600,89,0,0.0,0,0
Above,-1.0,1100,0.382,0900,1,0,0.0,0,0
Above,-1.0,1100,0.382,1000,1,0,0.0,0,0
Above,-1.0,1100,0.382,1100,1,0,0.0,0,0
Above,-1.0,1100,0.382,1400,1,0,0.0,0,0
Above,-1.0,1100,0.382,1500,1,0,0.0,0,0
Above,-1.0,1100,0.382,1300,1,0,0.0,0,0
Above,-1.0,1100,0.382,1200,1,0,0.0,0,0
Above,-1.0,1100,0.382,1600,1,0,0.0,0,0
Above,-1.0,1100,0.5,0900,1,0,0.0,0,0
Above,-1.0,1100,0.5,1000,1,0,0.0,0,0
Above,-1.0,1100,0.5,1100,1,0,0.0,0,0
Above,-1.0,1100,0.5,1400,1,0,0.0,0,0
Above,-1.0,1100,0.5,1500,1,0,0.0,0,0
Above,-1.0,1100,0.5,1300,1,0,0.0,0,0
Above,-1.0,1100,0.5,1200,1,0,0.0,0,0
Above,-1.0,1100,0.5,1600,1,0,0.0,0,0
Above,-1.0,1100,0.618,0900,1,0,0.0,0,0
Above,-1.0,1100,0.618,1000,1,0,0.0,0,0
Above,-1.0,1100,0.618,1100,1,0,0.0,0,0
Above,-1.0,1100,0.618,1400,1,0,0.0,0,0
Above,-1.0,1100,0.618,1500,1,0,0.0,0,0
Above,-1.0,1100,0.618,1300,1,0,0.0,0,0
Above,-1.0,1100,0.618,1200,1,0,0.0,0,0
Above,-1.0,1100,0.618,1600,1,0,0.0,0,0
Above,-1.0,1100,0.786,0900,1,0,0.0,0,0
Above,-1.0,1100,0.786,1000,1,0,0.0,0,0
Above,-1.0,1100,0.786,1100,1,0,0.0,0,0
Above,-1.0,1100,0.786,1400,1,0,0.0,0,0
Above,-1.0,1100,0.786,1500,1,0,0.0,0,0
Above,-1.0,1100,0.786,1300,1,0,0.0,0,0
Above,-1.0,1100,0.786,1200,1,0,0.0,0,0
Above,-1.0,1100,0.786,1600,1,0,0.0,0,0
Above,-1.0,1100,1.0,0900,1,0,0.0,0,0
Above,-1.0,1100,1.0,1000,1,0,0.0,0,0
Above,-1.0,1100,1.0,1100,1,0,0.0,0,0
Above,-1.0,1100,1.0,1400,1,0,0.0,0,0
Above,-1.0,1100,1.0,1500,1,0,0.0,0,0
Above,-1.0,1100,1.0,1300,1,0,0.0,0,0
Above,-1.0,1100,1.0,1200,1,0,0.0,0,0
Above,-1.0,1100,1.0,1600,1,0,0.0,0,0
Above,-1.0,1100,-0.236,0900,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1000,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1100,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1400,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1500,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1300,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1200,1,0,0.0,0,0
Above,-1.0,1100,-0.236,1600,1,0,0.0,0,0
Above,-1.0,1100,-0.382,0900,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1000,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1100,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1400,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1500,1,1,100.0,0,0
Above,-1.0,1100,-0.382,1300,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1200,1,0,0.0,0,0
Above,-1.0,1100,-0.382,1600,1,0,0.0,0,0
Above,-1.0,1100,-0.5,0900,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1000,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1100,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1400,1,1,100.0,0,0
Above,-1.0,1100,-0.5,1500,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1300,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1200,1,0,0.0,0,0
Above,-1.0,1100,-0.5,1600,1,0,0.0,0,0
Above,-1.0,1100,-0.618,0900,1,0,0.0,0,0
Above,-1.0,1100,-0.618,1000,1,0,0.0,0,0
Above,-1.0,1100,-0.618,1100,1,0,0.0,0,0
Above,-1.0,1100,-0.618,1400,1,1,100.0,0,0
Above,-1.0,1100,-0.618,1500,1,0,0.0,0,0
Above,-1.0,1100,-0.618,1300,1,0,0.0,0,0
Above,-1.0,1100,-0.618,1200,1,0,0.0,0,0
