Direction,TriggerLevel,TriggerTime,GoalLevel,ActionableTriggers,TotalHits,TotalCompletionRate
Below,-0.382,1500,0.236,22,20,90.91
Below,-0.382,1500,0.382,26,21,80.77
Below,-0.382,1500,0.5,29,20,68.97
Below,-0.382,1500,0.618,30,17,56.67
Below,-0.382,1500,0.786,32,12,37.5
Below,-0.382,1500,1.0,33,7,21.21
Below,-0.382,1500,-0.236,21,21,100.0
Below,-0.382,1500,-0.382,21,21,100.0
Below,-0.382,1500,-0.5,33,7,21.21
Below,-0.382,1500,-0.618,33,3,9.09
Below,-0.382,1500,-0.786,33,0,0.0
Below,-0.382,1500,-1.0,33,0,0.0
Below,-0.382,1500,0.0,22,22,100.0
Above,-0.382,2000,0.236,14,0,0.0
Above,-0.382,2000,0.382,14,0,0.0
Above,-0.382,2000,0.5,14,0,0.0
Above,-0.382,2000,0.618,14,0,0.0
Above,-0.382,2000,0.786,14,0,0.0
Above,-0.382,2000,1.0,14,0,0.0
Above,-0.382,2000,-0.236,12,3,25.0
Above,-0.382,2000,-0.382,14,14,100.0
Above,-0.382,2000,-0.5,12,8,66.67
Above,-0.382,2000,-0.618,13,5,38.46
Above,-0.382,2000,-0.786,14,3,21.43
Above,-0.382,2000,-1.0,14,0,0.0
Above,-0.382,2000,0.0,14,1,7.14
Below,-0.382,2000,0.236,17,0,0.0
Below,-0.382,2000,0.382,17,0,0.0
Below,-0.382,2000,0.5,17,0,0.0
Below,-0.382,2000,0.618,17,0,0.0
Below,-0.382,2000,0.786,17,0,0.0
Below,-0.382,2000,1.0,17,0,0.0
Below,-0.382,2000,-0.236,16,11,68.75
Below,-0.382,2000,-0.382,17,17,100.0
Below,-0.382,2000,-0.5,17,6,35.29
Below,-0.382,2000,-0.618,17,0,0.0
Below,-0.382,2000,-0.786,17,0,0.0
Below,-0.382,2000,-1.0,17,0,0.0
Below,-0.382,2000,0.0,17,2,11.76
Above,-0.382,3000,0.236,7,0,0.0
Above,-0.382,3000,0.382,7,0,0.0
Above,-0.382,3000,0.5,7,0,0.0
Above,-0.382,3000,0.618,7,0,0.0
Above,-0.382,3000,0.786,7,0,0.0
Above,-0.382,3000,1.0,7,0,0.0
Above,-0.382,3000,-0.236,4,1,25.0
Above,-0.382,3000,-0.382,7,7,100.0
Above,-0.382,3000,-0.5,6,5,83.33
Above,-0.382,3000,-0.618,7,2,28.57
Above,-0.382,3000,-0.786,7,0,0.0
Above,-0.382,3000,-1.0,7,0,0.0
Above,-0.382,3000,0.0,7,1,14.29
Below,-0.382,3000,0.236,8,0,0.0
Below,-0.382,3000,0.382,8,0,0.0
Below,-0.382,3000,0.5,8,0,0.0
Below,-0.382,3000,0.618,8,0,0.0
Below,-0.382,3000,0.786,8,0,0.0
Below,-0.382,3000,1.0,8,0,0.0
Below,-0.382,3000,-0.236,8,4,50.0
Below,-0.382,3000,-0.382,8,8,100.0
Below,-0.382,3000,-0.5,6,3,50.0
Below,-0.382,3000,-0.618,7,0,0.0
Below,-0.382,3000,-0.786,8,0,0.0
Below,-0.382,3000,-1.0,8,0,0.0
Below,-0.382,3000,0.0,8,0,0.0
Above,-0.382,4000,0.236,5,1,20.0
Above,-0.382,4000,0.382,5,1,20.0
Above,-0.382,4000,0.5,5,0,0.0
Above,-0.382,4000,0.618,5,0,0.0
Above,-0.382,4000,0.786,5,0,0.0
Above,-0.382,4000,1.0,5,0,0.0
Above,-0.382,4000,-0.236,5,1,20.0
Above,-0.382,4000,-0.382,5,5,100.0
Above,-0.382,4000,-0.5,5,3,60.0
Above,-0.382,4000,-0.618,4,1,25.0
Above,-0.382,4000,-0.786,4,1,25.0
Above,-0.382,4000,-1.0,5,0,0.0
Above,-0.382,4000,0.0,5,1,20.0
Below,-0.382,4000,0.236,2,0,0.0
Below,-0.382,4000,0.382,2,0,0.0
Below,-0.382,4000,0.5,2,0,0.0
Below,-0.382,4000,0.618,2,0,0.0
Below,-0.382,4000,0.786,2,0,0.0
Below,-0.382,4000,1.0,2,0,0.0
Below,-0.382,4000,-0.236,2,2,100.0
Below,-0.382,4000,-0.382,2,2,100.0
Below,-0.382,4000,-0.5,1,0,0.0
Below,-0.382,4000,-0.618,2,0,0.0
Below,-0.382,4000,-0.786,2,0,0.0
Below,-0.382,4000,-1.0,2,0,0.0
Below,-0.382,4000,0.0,2,0,0.0
Above,-0.382,5000,0.236,11,0,0.0
Above,-0.382,5000,0.382,11,0,0.0
Above,-0.382,5000,0.5,11,0,0.0
Above,-0.382,5000,0.618,11,0,0.0
Above,-0.382,5000,0.786,11,0,0.0
Above,-0.382,5000,1.0,11,0,0.0
Above,-0.382,5000,-0.236,11,2,18.18
Above,-0.382,5000,-0.382,11,11,100.0
Above,-0.382,5000,-0.5,11,10,90.91
Above,-0.382,5000,-0.618,11,5,45.45
Above,-0.382,5000,-0.786,11,2,18.18
Above,-0.382,5000,-1.0,11,0,0.0
Above,-0.382,5000,0.0,11,1,9.09
Below,-0.382,5000,0.236,6,0,0.0
Below,-0.382,5000,0.382,6,0,0.0
Below,-0.382,5000,0.5,6,0,0.0
Below,-0.382,5000,0.618,6,0,0.0
Below,-0.382,5000,0.786,6,0,0.0
Below,-0.382,5000,1.0,6,0,0.0
Below,-0.382,5000,-0.236,5,5,100.0
Below,-0.382,5000,-0.382,6,6,100.0
Below,-0.382,5000,-0.5,6,0,0.0
Below,-0.382,5000,-0.618,6,0,0.0
Below,-0.382,5000,-0.786,6,0,0.0
Below,-0.382,5000,-1.0,6,0,0.0
Below,-0.382,5000,0.0,6,1,16.67
Above,-0.382,OPEN,0.236,1958,278,14.2
Above,-0.382,OPEN,0.382,2230,234,10.49
Above,-0.382,OPEN,0.5,2419,217,8.97
Above,-0.382,OPEN,0.618,2557,174,6.8
Above,-0.382,OPEN,0.786,2690,125,4.65
Above,-0.382,OPEN,1.0,2817,84,2.98
Above,-0.382,OPEN,-0.236,629,281,44.67
Above,-0.382,OPEN,-0.382,2886,672,23.28
Above,-0.382,OPEN,-0.5,2866,437,15.25
Above,-0.382,OPEN,-0.618,2876,210,7.3
Above,-0.382,OPEN,-0.786,2951,66,2.24
Above,-0.382,OPEN,-1.0,3002,19,0.63
Above,-0.382,OPEN,0.0,1360,355,26.1
Below,-0.382,OPEN,0.236,1375,23,1.67
Below,-0.382,OPEN,0.382,1390,10,0.72
Below,-0.382,OPEN,0.5,1396,7,0.5
Below,-0.382,OPEN,0.618,1398,4,0.29
Below,-0.382,OPEN,0.786,1399,3,0.21
Below,-0.382,OPEN,1.0,1400,0,0.0
Below,-0.382,OPEN,-0.236,1273,307,24.12
Below,-0.382,OPEN,-0.382,1277,564,44.17
Below,-0.382,OPEN,-0.5,467,225,48.18
Below,-0.382,OPEN,-0.618,772,257,33.29
Below,-0.382,OPEN,-0.786,1022,199,19.47
Below,-0.382,OPEN,-1.0,1228,160,13.03
Below,-0.382,OPEN,0.0,1320,93,7.05
Above,-0.236,0900,0.236,188,13,6.91
Above,-0.236,0900,0.382,188,2,1.06
Above,-0.236,0900,0.5,188,0,0.0
Above,-0.236,0900,0.618,188,0,0.0
Above,-0.236,0900,0.786,188,0,0.0
Above,-0.236,0900,1.0,188,0,0.0
Above,-0.236,0900,-0.236,49,48,97.96
Above,-0.236,0900,-0.382,49,25,51.02
Above,-0.236,0900,-0.5,58,6,10.34
Above,-0.236,0900,-0.618,95,6,6.32
Above,-0.236,0900,-0.786,145,4,2.76
Above,-0.236,0900,-1.0,177,1,0.56
Above,-0.236,0900,0.0,187,72,38.5
Below,-0.236,0900,0.236,79,4,5.06
Below,-0.236,0900,0.382,100,3,3.0
Below,-0.236,0900,0.5,110,2,1.82
Below,-0.236,0900,0.618,116,1,0.86
Below,-0.236,0900,0.786,120,0,0.0
Below,-0.236,0900,1.0,124,0,0.0
Below,-0.236,0900,-0.236,41,41,100.0
Below,-0.236,0900,-0.382,123,65,52.85
Below,-0.236,0900,-0.5,126,36,28.57
Below,-0.236,0900,-0.618,127,19,14.96
Below,-0.236,0900,-0.786,127,9,7.09
Below,-0.236,0900,-1.0,127,1,0.79
Below,-0.236,0900,0.0,44,4,9.09
Above,-0.236,1000,0.236,179,9,5.03
Above,-0.236,1000,0.382,179,2,1.12
Above,-0.236,1000,0.5,179,1,0.56
Above,-0.236,1000,0.618,179,0,0.0
Above,-0.236,1000,0.786,179,0,0.0
Above,-0.236,1000,1.0,179,0,0.0
Above,-0.236,1000,-0.236,14,14,100.0
Above,-0.236,1000,-0.382,14,8,57.14
Above,-0.236,1000,-0.5,18,7,38.89
Above,-0.236,1000,-0.618,42,7,16.67
Above,-0.236,1000,-0.786,93,3,3.23
Above,-0.236,1000,-1.0,149,3,2.01
Above,-0.236,1000,0.0,178,63,35.39
Below,-0.236,1000,0.236,79,12,15.19
Below,-0.236,1000,0.382,118,12,10.17
Below,-0.236,1000,0.5,147,6,4.08
Below,-0.236,1000,0.618,158,1,0.63
Below,-0.236,1000,0.786,167,1,0.6
Below,-0.236,1000,1.0,173,0,0.0
Below,-0.236,1000,-0.236,13,13,100.0
Below,-0.236,1000,-0.382,174,83,47.7
Below,-0.236,1000,-0.5,174,40,22.99
Below,-0.236,1000,-0.618,174,20,11.49
Below,-0.236,1000,-0.786,174,5,2.87
Below,-0.236,1000,-1.0,174,1,0.57
Below,-0.236,1000,0.0,14,3,21.43
Above,-0.236,1100,0.236,117,4,3.42
Above,-0.236,1100,0.382,117,0,0.0
Above,-0.236,1100,0.5,117,0,0.0
Above,-0.236,1100,0.618,117,0,0.0
Above,-0.236,1100,0.786,117,0,0.0
Above,-0.236,1100,1.0,117,0,0.0
Above,-0.236,1100,-0.236,0,0,0.0
Above,-0.236,1100,-0.382,0,0,0.0
Above,-0.236,1100,-0.5,3,3,100.0
Above,-0.236,1100,-0.618,19,8,42.11
Above,-0.236,1100,-0.786,50,8,16.0
Above,-0.236,1100,-1.0,84,5,5.95
Above,-0.236,1100,0.0,117,45,38.46
Below,-0.236,1100,0.236,19,7,36.84
Below,-0.236,1100,0.382,44,6,13.64
Below,-0.236,1100,0.5,59,9,15.25
Below,-0.236,1100,0.618,68,2,2.94
Below,-0.236,1100,0.786,84,0,0.0
Below,-0.236,1100,1.0,95,2,2.11
Below,-0.236,1100,-0.236,0,0,0.0
Below,-0.236,1100,-0.382,101,51,50.5
Below,-0.236,1100,-0.5,101,24,23.76
Below,-0.236,1100,-0.618,101,13,12.87
Below,-0.236,1100,-0.786,101,4,3.96
Below,-0.236,1100,-1.0,101,1,0.99
Below,-0.236,1100,0.0,0,0,0.0
Above,-0.236,1200,0.236,62,3,4.84
Above,-0.236,1200,0.382,62,0,0.0
Above,-0.236,1200,0.5,62,0,0.0
Above,-0.236,1200,0.618,62,0,0.0
Above,-0.236,1200,0.786,62,0,0.0
Above,-0.236,1200,1.0,62,0,0.0
Above,-0.236,1200,-0.236,0,0,0.0
Above,-0.236,1200,-0.382,0,0,0.0
Above,-0.236,1200,-0.5,1,1,100.0
Above,-0.236,1200,-0.618,6,5,83.33
Above,-0.236,1200,-0.786,25,10,40.0
Above,-0.236,1200,-1.0,44,6,13.64
Above,-0.236,1200,0.0,62,19,30.65
Below,-0.236,1200,0.236,16,5,31.25
Below,-0.236,1200,0.382,30,5,16.67
Below,-0.236,1200,0.5,39,5,12.82
Below,-0.236,1200,0.618,50,6,12.0
Below,-0.236,1200,0.786,59,3,5.08
Below,-0.236,1200,1.0,62,2,3.23
Below,-0.236,1200,-0.236,1,1,100.0
Below,-0.236,1200,-0.382,70,33,47.14
Below,-0.236,1200,-0.5,70,18,25.71
Below,-0.236,1200,-0.618,70,8,11.43
Below,-0.236,1200,-0.786,70,2,2.86
Below,-0.236,1200,-1.0,70,0,0.0
Below,-0.236,1200,0.0,1,1,100.0
Above,-0.236,1300,0.236,51,2,3.92
Above,-0.236,1300,0.382,51,1,1.96
Above,-0.236,1300,0.5,51,0,0.0
Above,-0.236,1300,0.618,51,0,0.0
Above,-0.236,1300,0.786,51,0,0.0
Above,-0.236,1300,1.0,51,0,0.0
Above,-0.236,1300,-0.236,0,0,0.0
Above,-0.236,1300,-0.382,0,0,0.0
Above,-0.236,1300,-0.5,0,0,0.0
Above,-0.236,1300,-0.618,6,6,100.0
Above,-0.236,1300,-0.786,17,8,47.06
Above,-0.236,1300,-1.0,37,10,27.03
Above,-0.236,1300,0.0,51,20,39.22
Below,-0.236,1300,0.236,13,9,69.23
Below,-0.236,1300,0.382,26,4,15.38
Below,-0.236,1300,0.5,35,5,14.29
Below,-0.236,1300,0.618,44,6,13.64
Below,-0.236,1300,0.786,53,8,15.09
Below,-0.236,1300,1.0,59,3,5.08
Below,-0.236,1300,-0.236,0,0,0.0
Below,-0.236,1300,-0.382,65,30,46.15
Below,-0.236,1300,-0.5,65,12,18.46
Below,-0.236,1300,-0.618,65,5,7.69
Below,-0.236,1300,-0.786,65,2,3.08
Below,-0.236,1300,-1.0,65,1,1.54
Below,-0.236,1300,0.0,0,0,0.0
Above,-0.236,1400,0.236,95,10,10.53
Above,-0.236,1400,0.382,95,1,1.05
Above,-0.236,1400,0.5,95,1,1.05
Above,-0.236,1400,0.618,95,0,0.0
Above,-0.236,1400,0.786,95,0,0.0
Above,-0.236,1400,1.0,95,0,0.0
Above,-0.236,1400,-0.236,0,0,0.0
Above,-0.236,1400,-0.382,0,0,0.0
Above,-0.236,1400,-0.5,5,5,100.0
Above,-0.236,1400,-0.618,18,15,83.33
Above,-0.236,1400,-0.786,41,21,51.22
Above,-0.236,1400,-1.0,68,17,25.0
Above,-0.236,1400,0.0,95,85,89.47
Below,-0.236,1400,0.236,27,19,70.37
Below,-0.236,1400,0.382,40,15,37.5
Below,-0.236,1400,0.5,52,13,25.0
Below,-0.236,1400,0.618,62,13,20.97
Below,-0.236,1400,0.786,80,6,7.5
Below,-0.236,1400,1.0,88,4,4.55
Below,-0.236,1400,-0.236,1,1,100.0
Below,-0.236,1400,-0.382,97,34,35.05
Below,-0.236,1400,-0.5,97,17,17.53
Below,-0.236,1400,-0.618,97,7,7.22
Below,-0.236,1400,-0.786,97,4,4.12
Below,-0.236,1400,-1.0,97,2,2.06
Below,-0.236,1400,0.0,6,6,100.0
Above,-0.236,1500,0.236,82,2,2.44
Above,-0.236,1500,0.382,82,0,0.0
Above,-0.236,1500,0.5,82,0,0.0
Above,-0.236,1500,0.618,82,0,0.0
Above,-0.236,1500,0.786,82,0,0.0
Above,-0.236,1500,1.0,82,0,0.0
Above,-0.236,1500,-0.236,45,44,97.78
Above,-0.236,1500,-0.382,46,45,97.83
Above,-0.236,1500,-0.5,48,47,97.92
Above,-0.236,1500,-0.618,52,49,94.23
Above,-0.236,1500,-0.786,59,50,84.75
Above,-0.236,1500,-1.0,71,42,59.15
Above,-0.236,1500,0.0,82,82,100.0
Below,-0.236,1500,0.236,68,64,94.12
Below,-0.236,1500,0.382,76,60,78.95
Below,-0.236,1500,0.5,81,51,62.96
Below,-0.236,1500,0.618,87,41,47.13
Below,-0.236,1500,0.786,91,29,31.87
Below,-0.236,1500,1.0,95,16,16.84
Below,-0.236,1500,-0.236,62,62,100.0
Below,-0.236,1500,-0.382,102,18,17.65
Below,-0.236,1500,-0.5,102,4,3.92
Below,-0.236,1500,-0.618,102,2,1.96
Below,-0.236,1500,-0.786,102,0,0.0
Below,-0.236,1500,-1.0,102,0,0.0
Below,-0.236,1500,0.0,62,62,100.0
Above,-0.236,2000,0.236,11,0,0.0
Above,-0.236,2000,0.382,11,0,0.0
Above,-0.236,2000,0.5,11,0,0.0
Above,-0.236,2000,0.618,11,0,0.0
Above,-0.236,2000,0.786,11,0,0.0
Above,-0.236,2000,1.0,11,0,0.0
Above,-0.236,2000,-0.236,11,11,100.0
Above,-0.236,2000,-0.382,10,4,40.0
Above,-0.236,2000,-0.5,11,1,9.09
Above,-0.236,2000,-0.618,11,0,0.0
Above,-0.236,2000,-0.786,11,0,0.0
Above,-0.236,2000,-1.0,11,0,0.0
Above,-0.236,2000,0.0,11,1,9.09
Below,-0.236,2000,0.236,14,0,0.0
Below,-0.236,2000,0.382,15,0,0.0
Below,-0.236,2000,0.5,15,0,0.0
Below,-0.236,2000,0.618,15,0,0.0
Below,-0.236,2000,0.786,15,0,0.0
Below,-0.236,2000,1.0,15,0,0.0
Below,-0.236,2000,-0.236,15,15,100.0
Below,-0.236,2000,-0.382,15,7,46.67
Below,-0.236,2000,-0.5,15,3,20.0
Below,-0.236,2000,-0.618,15,0,0.0
Below,-0.236,2000,-0.786,15,0,0.0
Below,-0.236,2000,-1.0,15,0,0.0
Below,-0.236,2000,0.0,14,0,0.0
Above,-0.236,3000,0.236,13,0,0.0
Above,-0.236,3000,0.382,13,0,0.0
Above,-0.236,3000,0.5,13,0,0.0
Above,-0.236,3000,0.618,13,0,0.0
Above,-0.236,3000,0.786,13,0,0.0
Above,-0.236,3000,1.0,13,0,0.0
Above,-0.236,3000,-0.236,13,13,100.0
Above,-0.236,3000,-0.382,13,6,46.15
Above,-0.236,3000,-0.5,13,3,23.08
Above,-0.236,3000,-0.618,13,1,7.69
Above,-0.236,3000,-0.786,13,0,0.0
Above,-0.236,3000,-1.0,13,0,0.0
Above,-0.236,3000,0.0,13,3,23.08
Below,-0.236,3000,0.236,12,0,0.0
Below,-0.236,3000,0.382,12,0,0.0
Below,-0.236,3000,0.5,12,0,0.0
Below,-0.236,3000,0.618,12,0,0.0
Below,-0.236,3000,0.786,12,0,0.0
Below,-0.236,3000,1.0,12,0,0.0
Below,-0.236,3000,-0.236,12,12,100.0
Below,-0.236,3000,-0.382,11,4,36.36
Below,-0.236,3000,-0.5,11,0,0.0
Below,-0.236,3000,-0.618,12,0,0.0
Below,-0.236,3000,-0.786,12,0,0.0
Below,-0.236,3000,-1.0,12,0,0.0
Below,-0.236,3000,0.0,11,3,27.27
Above,-0.236,4000,0.236,8,0,0.0
Above,-0.236,4000,0.382,8,0,0.0
Above,-0.236,4000,0.5,8,0,0.0
Above,-0.236,4000,0.618,8,0,0.0
Above,-0.236,4000,0.786,8,0,0.0
Above,-0.236,4000,1.0,8,0,0.0
Above,-0.236,4000,-0.236,8,8,100.0
Above,-0.236,4000,-0.382,7,6,85.71
Above,-0.236,4000,-0.5,8,1,12.5
Above,-0.236,4000,-0.618,8,0,0.0
Above,-0.236,4000,-0.786,8,0,0.0
Above,-0.236,4000,-1.0,8,0,0.0
Above,-0.236,4000,0.0,7,0,0.0
Below,-0.236,4000,0.236,8,0,0.0
Below,-0.236,4000,0.382,8,0,0.0
Below,-0.236,4000,0.5,8,0,0.0
Below,-0.236,4000,0.618,8,0,0.0
Below,-0.236,4000,0.786,8,0,0.0
Below,-0.236,4000,1.0,8,0,0.0
Below,-0.236,4000,-0.236,8,8,100.0
Below,-0.236,4000,-0.382,7,3,42.86
Below,-0.236,4000,-0.5,8,1,12.5
Below,-0.236,4000,-0.618,8,0,0.0
Below,-0.236,4000,-0.786,8,0,0.0
Below,-0.236,4000,-1.0,8,0,0.0
Below,-0.236,4000,0.0,8,2,25.0
Above,-0.236,5000,0.236,6,0,0.0
Above,-0.236,5000,0.382,6,0,0.0
Above,-0.236,5000,0.5,6,0,0.0
Above,-0.236,5000,0.618,6,0,0.0
Above,-0.236,5000,0.786,6,0,0.0
Above,-0.236,5000,1.0,6,0,0.0
Above,-0.236,5000,-0.236,6,6,100.0
Above,-0.236,5000,-0.382,6,6,100.0
Above,-0.236,5000,-0.5,6,4,66.67
Above,-0.236,5000,-0.618,6,3,50.0
Above,-0.236,5000,-0.786,6,1,16.67
Above,-0.236,5000,-1.0,6,0,0.0
Above,-0.236,5000,0.0,6,0,0.0
Below,-0.236,5000,0.236,8,1,12.5
Below,-0.236,5000,0.382,8,0,0.0
Below,-0.236,5000,0.5,8,0,0.0
Below,-0.236,5000,0.618,8,0,0.0
Below,-0.236,5000,0.786,8,0,0.0
Below,-0.236,5000,1.0,8,0,0.0
Below,-0.236,5000,-0.236,8,8,100.0
Below,-0.236,5000,-0.382,4,0,0.0
Below,-0.236,5000,-0.5,6,0,0.0
Below,-0.236,5000,-0.618,7,0,0.0
Below,-0.236,5000,-0.786,8,0,0.0
Below,-0.236,5000,-1.0,8,0,0.0
Below,-0.236,5000,0.0,8,3,37.5
Above,-0.236,OPEN,0.236,1669,281,16.84
Above,-0.236,OPEN,0.382,1943,236,12.15
Above,-0.236,OPEN,0.5,2133,220,10.31
Above,-0.236,OPEN,0.618,2272,177,7.79
Above,-0.236,OPEN,0.786,2405,126,5.24
Above,-0.236,OPEN,1.0,2532,84,3.32
Above,-0.236,OPEN,-0.236,2587,724,27.99
Above,-0.236,OPEN,-0.382,2563,398,15.53
Above,-0.236,OPEN,-0.5,2574,214,8.31
Above,-0.236,OPEN,-0.618,2643,87,3.29
Above,-0.236,OPEN,-0.786,2706,29,1.07
Above,-0.236,OPEN,-1.0,2730,6,0.22
Above,-0.236,OPEN,0.0,1025,344,33.56
Below,-0.236,OPEN,0.236,1747,42,2.4
Below,-0.236,OPEN,0.382,1777,18,1.01
Below,-0.236,OPEN,0.5,1792,10,0.56
Below,-0.236,OPEN,0.618,1803,8,0.44
Below,-0.236,OPEN,0.786,1806,3,0.17
Below,-0.236,OPEN,1.0,1807,0,0.0
Below,-0.236,OPEN,-0.236,1646,623,37.85
Below,-0.236,OPEN,-0.382,658,282,42.86
Below,-0.236,OPEN,-0.5,969,306,31.58
Below,-0.236,OPEN,-0.618,1218,266,21.84
Below,-0.236,OPEN,-0.786,1444,198,13.71
Below,-0.236,OPEN,-1.0,1640,158,9.63
Below,-0.236,OPEN,0.0,1638,218,13.31
Above,0.0,0900,0.236,184,44,23.91
Above,0.0,0900,0.382,184,15,8.15
Above,0.0,0900,0.5,184,5,2.72
Above,0.0,0900,0.618,184,2,1.09
Above,0.0,0900,0.786,184,1,0.54
Above,0.0,0900,1.0,184,0,0.0
Above,0.0,0900,-0.236,57,17,29.82
Above,0.0,0900,-0.382,95,15,15.79
Above,0.0,0900,-0.5,131,7,5.34
Above,0.0,0900,-0.618,157,5,3.18
Above,0.0,0900,-0.786,173,3,1.73
Above,0.0,0900,-1.0,180,0,0.0
Above,0.0,0900,0.0,55,55,100.0
Below,0.0,0900,0.236,43,7,16.28
Below,0.0,0900,0.382,75,3,4.0
Below,0.0,0900,0.5,104,4,3.85
Below,0.0,0900,0.618,134,3,2.24
Below,0.0,0900,0.786,145,2,1.38
Below,0.0,0900,1.0,156,0,0.0
Below,0.0,0900,-0.236,158,53,33.54
Below,0.0,0900,-0.382,159,20,12.58
Below,0.0,0900,-0.5,159,14,8.81
Below,0.0,0900,-0.618,159,8,5.03
Below,0.0,0900,-0.786,159,4,2.52
Below,0.0,0900,-1.0,159,2,1.26
Below,0.0,0900,0.0,42,42,100.0
Above,0.0,1000,0.236,191,38,19.9
Above,0.0,1000,0.382,191,8,4.19
Above,0.0,1000,0.5,191,2,1.05
Above,0.0,1000,0.618,191,1,0.52
Above,0.0,1000,0.786,191,0,0.0
Above,0.0,1000,1.0,191,0,0.0
Above,0.0,1000,-0.236,23,4,17.39
Above,0.0,1000,-0.382,56,7,12.5
Above,0.0,1000,-0.5,91,3,3.3
Above,0.0,1000,-0.618,133,3,2.26
Above,0.0,1000,-0.786,165,2,1.21
Above,0.0,1000,-1.0,182,1,0.55
Above,0.0,1000,0.0,16,16,100.0
Below,0.0,1000,0.236,18,1,5.56
Below,0.0,1000,0.382,35,2,5.71
Below,0.0,1000,0.5,77,8,10.39
Below,0.0,1000,0.618,101,4,3.96
Below,0.0,1000,0.786,137,1,0.73
Below,0.0,1000,1.0,157,1,0.64
Below,0.0,1000,-0.236,168,52,30.95
Below,0.0,1000,-0.382,168,24,14.29
Below,0.0,1000,-0.5,168,7,4.17
Below,0.0,1000,-0.618,168,2,1.19
Below,0.0,1000,-0.786,168,1,0.6
Below,0.0,1000,-1.0,168,0,0.0
Below,0.0,1000,0.0,15,15,100.0
Above,0.0,1100,0.236,135,22,16.3
Above,0.0,1100,0.382,135,4,2.96
Above,0.0,1100,0.5,135,1,0.74
Above,0.0,1100,0.618,135,1,0.74
Above,0.0,1100,0.786,135,1,0.74
Above,0.0,1100,1.0,135,0,0.0
Above,0.0,1100,-0.236,4,0,0.0
Above,0.0,1100,-0.382,29,8,27.59
Above,0.0,1100,-0.5,51,6,11.76
Above,0.0,1100,-0.618,81,5,6.17
Above,0.0,1100,-0.786,110,4,3.64
Above,0.0,1100,-1.0,128,1,0.78
Above,0.0,1100,0.0,0,0,0.0
Below,0.0,1100,0.236,6,1,16.67
Below,0.0,1100,0.382,16,3,18.75
Below,0.0,1100,0.5,35,9,25.71
Below,0.0,1100,0.618,51,8,15.69
Below,0.0,1100,0.786,71,3,4.23
Below,0.0,1100,1.0,86,3,3.49
Below,0.0,1100,-0.236,103,46,44.66
Below,0.0,1100,-0.382,103,21,20.39
Below,0.0,1100,-0.5,103,10,9.71
Below,0.0,1100,-0.618,103,6,5.83
Below,0.0,1100,-0.786,103,3,2.91
Below,0.0,1100,-1.0,103,1,0.97
Below,0.0,1100,0.0,3,3,100.0
Above,0.0,1200,0.236,96,14,14.58
Above,0.0,1200,0.382,96,2,2.08
Above,0.0,1200,0.5,96,0,0.0
Above,0.0,1200,0.618,96,0,0.0
Above,0.0,1200,0.786,96,0,0.0
Above,0.0,1200,1.0,96,0,0.0
Above,0.0,1200,-0.236,3,2,66.67
Above,0.0,1200,-0.382,12,6,50.0
Above,0.0,1200,-0.5,31,13,41.94
Above,0.0,1200,-0.618,49,10,20.41
Above,0.0,1200,-0.786,71,4,5.63
Above,0.0,1200,-1.0,83,1,1.2
Above,0.0,1200,0.0,0,0,0.0
Below,0.0,1200,0.236,3,2,66.67
Below,0.0,1200,0.382,11,4,36.36
Below,0.0,1200,0.5,19,6,31.58
Below,0.0,1200,0.618,28,8,28.57
Below,0.0,1200,0.786,43,6,13.95
Below,0.0,1200,1.0,55,4,7.27
Below,0.0,1200,-0.236,66,21,31.82
Below,0.0,1200,-0.382,66,10,15.15
Below,0.0,1200,-0.5,66,6,9.09
Below,0.0,1200,-0.618,66,4,6.06
Below,0.0,1200,-0.786,66,2,3.03
Below,0.0,1200,-1.0,66,1,1.52
Below,0.0,1200,0.0,0,0,0.0
Above,0.0,1300,0.236,83,12,14.46
Above,0.0,1300,0.382,83,2,2.41
Above,0.0,1300,0.5,83,0,0.0
Above,0.0,1300,0.618,83,0,0.0
Above,0.0,1300,0.786,83,0,0.0
Above,0.0,1300,1.0,83,0,0.0
Above,0.0,1300,-0.236,3,2,66.67
Above,0.0,1300,-0.382,14,10,71.43
Above,0.0,1300,-0.5,22,11,50.0
Above,0.0,1300,-0.618,41,12,29.27
Above,0.0,1300,-0.786,60,10,16.67
Above,0.0,1300,-1.0,71,2,2.82
Above,0.0,1300,0.0,1,1,100.0
Below,0.0,1300,0.236,2,2,100.0
Below,0.0,1300,0.382,11,9,81.82
Below,0.0,1300,0.5,21,10,47.62
Below,0.0,1300,0.618,38,18,47.37
Below,0.0,1300,0.786,53,9,16.98
Below,0.0,1300,1.0,68,3,4.41
Below,0.0,1300,-0.236,84,39,46.43
Below,0.0,1300,-0.382,84,16,19.05
Below,0.0,1300,-0.5,84,4,4.76
Below,0.0,1300,-0.618,84,1,1.19
Below,0.0,1300,-0.786,84,1,1.19
Below,0.0,1300,-1.0,84,0,0.0
Below,0.0,1300,0.0,0,0,0.0
Above,0.0,1400,0.236,159,27,16.98
Above,0.0,1400,0.382,159,3,1.89
Above,0.0,1400,0.5,159,1,0.63
Above,0.0,1400,0.618,159,0,0.0
Above,0.0,1400,0.786,159,0,0.0
Above,0.0,1400,1.0,159,0,0.0
Above,0.0,1400,-0.236,5,4,80.0
Above,0.0,1400,-0.382,25,21,84.0
Above,0.0,1400,-0.5,48,26,54.17
