Direction,TriggerLevel,TriggerTime,GoalLevel,ActionableTriggers,TotalHits,TotalCompletionRate
Below,-0.786,OPEN,1.0,549,0,0.0
Below,-0.786,OPEN,-0.236,507,496,97.83
Below,-0.786,OPEN,-0.382,442,438,99.1
Below,-0.786,OPEN,-0.5,352,351,99.72
Below,-0.786,OPEN,-0.618,232,231,99.57
Below,-0.786,OPEN,-0.786,144,123,85.42
Below,-0.786,OPEN,-1.0,262,47,17.94
Below,-0.786,OPEN,0.0,538,417,77.51
Above,-0.618,0900,0.236,72,15,20.83
Above,-0.618,0900,0.382,72,3,4.17
Above,-0.618,0900,0.5,73,3,4.11
Above,-0.618,0900,0.618,73,2,2.74
Above,-0.618,0900,0.786,73,2,2.74
Above,-0.618,0900,1.0,73,0,0.0
Above,-0.618,0900,-0.236,61,61,100.0
Above,-0.618,0900,-0.382,57,57,100.0
Above,-0.618,0900,-0.5,55,54,98.18
Above,-0.618,0900,-0.618,71,58,81.69
Above,-0.618,0900,-0.786,69,17,24.64
Above,-0.618,0900,-1.0,70,7,10.0
Above,-0.618,0900,0.0,71,60,84.51
Below,-0.618,0900,0.236,80,11,13.75
Below,-0.618,0900,0.382,80,4,5.0
Below,-0.618,0900,0.5,80,2,2.5
Below,-0.618,0900,0.618,81,1,1.23
Below,-0.618,0900,0.786,81,1,1.23
Below,-0.618,0900,1.0,81,1,1.23
Below,-0.618,0900,-0.236,68,68,100.0
Below,-0.618,0900,-0.382,59,59,100.0
Below,-0.618,0900,-0.5,53,53,100.0
Below,-0.618,0900,-0.618,77,74,96.1
Below,-0.618,0900,-0.786,69,27,39.13
Below,-0.618,0900,-1.0,79,7,8.86
Below,-0.618,0900,0.0,78,68,87.18
Above,-0.618,1000,0.236,60,4,6.67
Above,-0.618,1000,0.382,60,1,1.67
Above,-0.618,1000,0.5,60,1,1.67
Above,-0.618,1000,0.618,60,0,0.0
Above,-0.618,1000,0.786,60,0,0.0
Above,-0.618,1000,1.0,60,0,0.0
Above,-0.618,1000,-0.236,58,57,98.28
Above,-0.618,1000,-0.382,55,55,100.0
Above,-0.618,1000,-0.5,53,52,98.11
Above,-0.618,1000,-0.618,59,48,81.36
Above,-0.618,1000,-0.786,55,7,12.73
Above,-0.618,1000,-1.0,58,3,5.17
Above,-0.618,1000,0.0,60,37,61.67
Below,-0.618,1000,0.236,85,16,18.82
Below,-0.618,1000,0.382,85,6,7.06
Below,-0.618,1000,0.5,85,2,2.35
Below,-0.618,1000,0.618,85,1,1.18
Below,-0.618,1000,0.786,85,0,0.0
Below,-0.618,1000,1.0,85,0,0.0
Below,-0.618,1000,-0.236,81,81,100.0
Below,-0.618,1000,-0.382,79,79,100.0
Below,-0.618,1000,-0.5,78,78,100.0
Below,-0.618,1000,-0.618,84,82,97.62
Below,-0.618,1000,-0.786,82,36,43.9
Below,-0.618,1000,-1.0,84,6,7.14
Below,-0.618,1000,0.0,85,66,77.65
Above,-0.618,1100,0.236,22,3,13.64
Above,-0.618,1100,0.382,22,0,0.0
Above,-0.618,1100,0.5,22,0,0.0
Above,-0.618,1100,0.618,22,0,0.0
Above,-0.618,1100,0.786,22,0,0.0
Above,-0.618,1100,1.0,22,0,0.0
Above,-0.618,1100,-0.236,22,20,90.91
Above,-0.618,1100,-0.382,22,22,100.0
Above,-0.618,1100,-0.5,22,22,100.0
Above,-0.618,1100,-0.618,22,19,86.36
Above,-0.618,1100,-0.786,22,7,31.82
Above,-0.618,1100,-1.0,22,1,4.55
Above,-0.618,1100,0.0,22,13,59.09
Below,-0.618,1100,0.236,43,3,6.98
Below,-0.618,1100,0.382,43,0,0.0
Below,-0.618,1100,0.5,43,0,0.0
Below,-0.618,1100,0.618,43,0,0.0
Below,-0.618,1100,0.786,43,0,0.0
Below,-0.618,1100,1.0,43,0,0.0
Below,-0.618,1100,-0.236,43,42,97.67
Below,-0.618,1100,-0.382,43,43,100.0
Below,-0.618,1100,-0.5,43,43,100.0
Below,-0.618,1100,-0.618,43,43,100.0
Below,-0.618,1100,-0.786,43,16,37.21
Below,-0.618,1100,-1.0,43,5,11.63
Below,-0.618,1100,0.0,43,29,67.44
Above,-0.618,1200,0.236,15,1,6.67
Above,-0.618,1200,0.382,15,1,6.67
Above,-0.618,1200,0.5,15,0,0.0
Above,-0.618,1200,0.618,15,0,0.0
Above,-0.618,1200,0.786,15,0,0.0
Above,-0.618,1200,1.0,15,0,0.0
Above,-0.618,1200,-0.236,15,15,100.0
Above,-0.618,1200,-0.382,15,15,100.0
Above,-0.618,1200,-0.5,15,15,100.0
Above,-0.618,1200,-0.618,15,13,86.67
Above,-0.618,1200,-0.786,15,5,33.33
Above,-0.618,1200,-1.0,15,3,20.0
Above,-0.618,1200,0.0,15,14,93.33
Below,-0.618,1200,0.236,25,3,12.0
Below,-0.618,1200,0.382,25,1,4.0
Below,-0.618,1200,0.5,25,1,4.0
Below,-0.618,1200,0.618,25,0,0.0
Below,-0.618,1200,0.786,25,0,0.0
Below,-0.618,1200,1.0,25,0,0.0
Below,-0.618,1200,-0.236,25,25,100.0
Below,-0.618,1200,-0.382,25,25,100.0
Below,-0.618,1200,-0.5,25,25,100.0
Below,-0.618,1200,-0.618,25,25,100.0
Below,-0.618,1200,-0.786,25,8,32.0
Below,-0.618,1200,-1.0,25,2,8.0
Below,-0.618,1200,0.0,25,17,68.0
Above,-0.618,1300,0.236,8,0,0.0
Above,-0.618,1300,0.382,8,0,0.0
Above,-0.618,1300,0.5,8,0,0.0
Above,-0.618,1300,0.618,8,0,0.0
Above,-0.618,1300,0.786,8,0,0.0
Above,-0.618,1300,1.0,8,0,0.0
Above,-0.618,1300,-0.236,8,8,100.0
Above,-0.618,1300,-0.382,8,8,100.0
Above,-0.618,1300,-0.5,8,8,100.0
Above,-0.618,1300,-0.618,8,5,62.5
Above,-0.618,1300,-0.786,8,3,37.5
Above,-0.618,1300,-1.0,8,0,0.0
Above,-0.618,1300,0.0,8,6,75.0
Below,-0.618,1300,0.236,23,2,8.7
Below,-0.618,1300,0.382,23,1,4.35
Below,-0.618,1300,0.5,23,0,0.0
Below,-0.618,1300,0.618,23,0,0.0
Below,-0.618,1300,0.786,23,0,0.0
Below,-0.618,1300,1.0,23,0,0.0
Below,-0.618,1300,-0.236,23,22,95.65
Below,-0.618,1300,-0.382,23,23,100.0
Below,-0.618,1300,-0.5,23,23,100.0
Below,-0.618,1300,-0.618,23,23,100.0
Below,-0.618,1300,-0.786,23,11,47.83
Below,-0.618,1300,-1.0,23,6,26.09
Below,-0.618,1300,0.0,23,17,73.91
Above,-0.618,1400,0.236,18,4,22.22
Above,-0.618,1400,0.382,18,0,0.0
Above,-0.618,1400,0.5,18,0,0.0
Above,-0.618,1400,0.618,18,0,0.0
Above,-0.618,1400,0.786,18,0,0.0
Above,-0.618,1400,1.0,18,0,0.0
Above,-0.618,1400,-0.236,18,18,100.0
Above,-0.618,1400,-0.382,18,18,100.0
Above,-0.618,1400,-0.5,18,18,100.0
Above,-0.618,1400,-0.618,18,14,77.78
Above,-0.618,1400,-0.786,18,2,11.11
Above,-0.618,1400,-1.0,18,0,0.0
Above,-0.618,1400,0.0,18,15,83.33
Below,-0.618,1400,0.236,22,7,31.82
Below,-0.618,1400,0.382,22,4,18.18
Below,-0.618,1400,0.5,22,3,13.64
Below,-0.618,1400,0.618,22,1,4.55
Below,-0.618,1400,0.786,22,0,0.0
Below,-0.618,1400,1.0,22,0,0.0
Below,-0.618,1400,-0.236,22,22,100.0
Below,-0.618,1400,-0.382,22,22,100.0
Below,-0.618,1400,-0.5,22,22,100.0
Below,-0.618,1400,-0.618,22,22,100.0
Below,-0.618,1400,-0.786,22,9,40.91
Below,-0.618,1400,-1.0,22,2,9.09
Below,-0.618,1400,0.0,22,17,77.27
Above,-0.618,1500,0.236,8,0,0.0
Above,-0.618,1500,0.382,8,0,0.0
Above,-0.618,1500,0.5,8,0,0.0
Above,-0.618,1500,0.618,8,0,0.0
Above,-0.618,1500,0.786,8,0,0.0
Above,-0.618,1500,1.0,8,0,0.0
Above,-0.618,1500,-0.236,8,6,75.0
Above,-0.618,1500,-0.382,8,7,87.5
Above,-0.618,1500,-0.5,8,8,100.0
Above,-0.618,1500,-0.618,8,2,25.0
Above,-0.618,1500,-0.786,8,0,0.0
Above,-0.618,1500,-1.0,8,0,0.0
Above,-0.618,1500,0.0,8,2,25.0
Below,-0.618,1500,0.236,5,0,0.0
Below,-0.618,1500,0.382,5,0,0.0
Below,-0.618,1500,0.5,5,0,0.0
Below,-0.618,1500,0.618,5,0,0.0
Below,-0.618,1500,0.786,5,0,0.0
Below,-0.618,1500,1.0,5,0,0.0
Below,-0.618,1500,-0.236,5,5,100.0
Below,-0.618,1500,-0.382,5,5,100.0
Below,-0.618,1500,-0.5,5,5,100.0
Below,-0.618,1500,-0.618,5,5,100.0
Below,-0.618,1500,-0.786,5,1,20.0
Below,-0.618,1500,-1.0,5,0,0.0
Below,-0.618,1500,0.0,5,2,40.0
Above,-0.618,2000,0.236,6,3,50.0
Above,-0.618,2000,0.382,6,0,0.0
Above,-0.618,2000,0.5,6,0,0.0
Above,-0.618,2000,0.618,6,0,0.0
Above,-0.618,2000,0.786,6,0,0.0
Above,-0.618,2000,1.0,6,0,0.0
Above,-0.618,2000,-0.236,4,4,100.0
Above,-0.618,2000,-0.382,2,2,100.0
Above,-0.618,2000,-0.5,0,0,0.0
Above,-0.618,2000,-0.618,6,0,0.0
Above,-0.618,2000,-0.786,5,1,20.0
Above,-0.618,2000,-1.0,6,0,0.0
Above,-0.618,2000,0.0,5,4,80.0
Below,-0.618,2000,0.236,8,3,37.5
Below,-0.618,2000,0.382,9,2,22.22
Below,-0.618,2000,0.5,9,2,22.22
Below,-0.618,2000,0.618,9,2,22.22
Below,-0.618,2000,0.786,9,2,22.22
Below,-0.618,2000,1.0,9,0,0.0
Below,-0.618,2000,-0.236,5,5,100.0
Below,-0.618,2000,-0.382,2,2,100.0
Below,-0.618,2000,-0.5,2,1,50.0
Below,-0.618,2000,-0.618,9,0,0.0
Below,-0.618,2000,-0.786,7,0,0.0
Below,-0.618,2000,-1.0,8,1,12.5
Below,-0.618,2000,0.0,8,8,100.0
Above,-0.618,3000,0.236,6,2,33.33
Above,-0.618,3000,0.382,7,2,28.57
Above,-0.618,3000,0.5,7,1,14.29
Above,-0.618,3000,0.618,7,1,14.29
Above,-0.618,3000,0.786,7,0,0.0
Above,-0.618,3000,1.0,7,0,0.0
Above,-0.618,3000,-0.236,5,5,100.0
Above,-0.618,3000,-0.382,3,3,100.0
Above,-0.618,3000,-0.5,2,1,50.0
Above,-0.618,3000,-0.618,7,1,14.29
Above,-0.618,3000,-0.786,4,0,0.0
Above,-0.618,3000,-1.0,7,1,14.29
Above,-0.618,3000,0.0,6,3,50.0
Below,-0.618,3000,0.236,8,4,50.0
Below,-0.618,3000,0.382,8,0,0.0
Below,-0.618,3000,0.5,8,0,0.0
Below,-0.618,3000,0.618,8,0,0.0
Below,-0.618,3000,0.786,8,0,0.0
Below,-0.618,3000,1.0,8,0,0.0
Below,-0.618,3000,-0.236,8,8,100.0
Below,-0.618,3000,-0.382,5,5,100.0
Below,-0.618,3000,-0.5,2,2,100.0
Below,-0.618,3000,-0.618,6,0,0.0
Below,-0.618,3000,-0.786,4,0,0.0
Below,-0.618,3000,-1.0,8,1,12.5
Below,-0.618,3000,0.0,8,7,87.5
Above,-0.618,4000,0.236,9,2,22.22
Above,-0.618,4000,0.382,9,2,22.22
Above,-0.618,4000,0.5,9,1,11.11
Above,-0.618,4000,0.618,9,1,11.11
Above,-0.618,4000,0.786,9,1,11.11
Above,-0.618,4000,1.0,9,0,0.0
Above,-0.618,4000,-0.236,6,6,100.0
Above,-0.618,4000,-0.382,5,4,80.0
Above,-0.618,4000,-0.5,2,1,50.0
Above,-0.618,4000,-0.618,8,0,0.0
Above,-0.618,4000,-0.786,7,2,28.57
Above,-0.618,4000,-1.0,8,1,12.5
Above,-0.618,4000,0.0,9,6,66.67
Below,-0.618,4000,0.236,5,1,20.0
Below,-0.618,4000,0.382,5,0,0.0
Below,-0.618,4000,0.5,5,0,0.0
Below,-0.618,4000,0.618,5,0,0.0
Below,-0.618,4000,0.786,5,0,0.0
Below,-0.618,4000,1.0,5,0,0.0
Below,-0.618,4000,-0.236,1,1,100.0
Below,-0.618,4000,-0.382,0,0,0.0
Below,-0.618,4000,-0.5,0,0,0.0
Below,-0.618,4000,-0.618,4,0,0.0
Below,-0.618,4000,-0.786,5,3,60.0
Below,-0.618,4000,-1.0,5,1,20.0
Below,-0.618,4000,0.0,5,5,100.0
Above,-0.618,5000,0.236,5,1,20.0
Above,-0.618,5000,0.382,5,1,20.0
Above,-0.618,5000,0.5,5,0,0.0
Above,-0.618,5000,0.618,5,0,0.0
Above,-0.618,5000,0.786,5,0,0.0
Above,-0.618,5000,1.0,5,0,0.0
Above,-0.618,5000,-0.236,5,5,100.0
Above,-0.618,5000,-0.382,2,2,100.0
Above,-0.618,5000,-0.5,0,0,0.0
Above,-0.618,5000,-0.618,0,0,0.0
Above,-0.618,5000,-0.786,3,1,33.33
Above,-0.618,5000,-1.0,4,0,0.0
Above,-0.618,5000,0.0,5,4,80.0
Below,-0.618,5000,0.236,2,0,0.0
Below,-0.618,5000,0.382,2,0,0.0
Below,-0.618,5000,0.5,2,0,0.0
Below,-0.618,5000,0.618,2,0,0.0
Below,-0.618,5000,0.786,2,0,0.0
Below,-0.618,5000,1.0,2,0,0.0
Below,-0.618,5000,-0.236,0,0,0.0
Below,-0.618,5000,-0.382,0,0,0.0
Below,-0.618,5000,-0.5,0,0,0.0
Below,-0.618,5000,-0.618,0,0,0.0
Below,-0.618,5000,-0.786,1,0,0.0
Below,-0.618,5000,-1.0,2,0,0.0
Below,-0.618,5000,0.0,2,1,50.0
Above,-0.618,OPEN,0.236,1844,505,27.39
Above,-0.618,OPEN,0.382,2188,297,13.57
Above,-0.618,OPEN,0.5,2439,195,8.0
Above,-0.618,OPEN,0.618,2624,144,5.49
Above,-0.618,OPEN,0.786,2835,94,3.32
Above,-0.618,OPEN,1.0,3036,59,1.94
Above,-0.618,OPEN,-0.236,567,533,94.0
Above,-0.618,OPEN,-0.382,301,278,92.36
Above,-0.618,OPEN,-0.5,160,145,90.62
Above,-0.618,OPEN,-0.618,2722,270,9.92
Above,-0.618,OPEN,-0.786,3098,189,6.1
Above,-0.618,OPEN,-1.0,3287,93,2.83
Above,-0.618,OPEN,0.0,1151,939,81.58
Below,-0.618,OPEN,0.236,841,150,17.84
Below,-0.618,OPEN,0.382,848,49,5.78
Below,-0.618,OPEN,0.5,850,18,2.12
Below,-0.618,OPEN,0.618,850,9,1.06
Below,-0.618,OPEN,0.786,850,4,0.47
Below,-0.618,OPEN,1.0,850,0,0.0
Below,-0.618,OPEN,-0.236,710,698,98.31
Below,-0.618,OPEN,-0.382,538,534,99.26
Below,-0.618,OPEN,-0.5,365,361,98.9
Below,-0.618,OPEN,-0.618,242,220,90.91
Below,-0.618,OPEN,-0.786,305,69,22.62
Below,-0.618,OPEN,-1.0,561,61,10.87
Below,-0.618,OPEN,0.0,816,645,79.04
Above,-0.5,0900,0.236,132,34,25.76
Above,-0.5,0900,0.382,132,6,4.55
Above,-0.5,0900,0.5,132,3,2.27
Above,-0.5,0900,0.618,132,0,0.0
Above,-0.5,0900,0.786,132,0,0.0
Above,-0.5,0900,1.0,132,0,0.0
Above,-0.5,0900,-0.236,112,111,99.11
Above,-0.5,0900,-0.382,96,93,96.88
Above,-0.5,0900,-0.5,128,107,83.59
Above,-0.5,0900,-0.618,103,32,31.07
Above,-0.5,0900,-0.786,121,18,14.88
Above,-0.5,0900,-1.0,130,10,7.69
Above,-0.5,0900,0.0,124,101,81.45
Below,-0.5,0900,0.236,97,17,17.53
Below,-0.5,0900,0.382,98,7,7.14
Below,-0.5,0900,0.5,98,3,3.06
Below,-0.5,0900,0.618,98,2,2.04
Below,-0.5,0900,0.786,98,1,1.02
Below,-0.5,0900,1.0,98,1,1.02
Below,-0.5,0900,-0.236,80,79,98.75
Below,-0.5,0900,-0.382,70,70,100.0
Below,-0.5,0900,-0.5,95,93,97.89
Below,-0.5,0900,-0.618,85,46,54.12
Below,-0.5,0900,-0.786,96,24,25.0
Below,-0.5,0900,-1.0,98,7,7.14
Below,-0.5,0900,0.0,94,74,78.72
Above,-0.5,1000,0.236,89,11,12.36
Above,-0.5,1000,0.382,90,2,2.22
Above,-0.5,1000,0.5,90,1,1.11
Above,-0.5,1000,0.618,90,0,0.0
Above,-0.5,1000,0.786,90,0,0.0
Above,-0.5,1000,1.0,90,0,0.0
Above,-0.5,1000,-0.236,83,83,100.0
Above,-0.5,1000,-0.382,79,79,100.0
Above,-0.5,1000,-0.5,90,72,80.0
Above,-0.5,1000,-0.618,84,25,29.76
Above,-0.5,1000,-0.786,88,8,9.09
Above,-0.5,1000,-1.0,89,2,2.25
Above,-0.5,1000,0.0,88,68,77.27
Below,-0.5,1000,0.236,114,26,22.81
Below,-0.5,1000,0.382,114,7,6.14
Below,-0.5,1000,0.5,114,1,0.88
Below,-0.5,1000,0.618,114,0,0.0
Below,-0.5,1000,0.786,114,0,0.0
Below,-0.5,1000,1.0,114,0,0.0
Below,-0.5,1000,-0.236,108,106,98.15
Below,-0.5,1000,-0.382,102,102,100.0
Below,-0.5,1000,-0.5,114,114,100.0
Below,-0.5,1000,-0.618,106,52,49.06
Below,-0.5,1000,-0.786,112,25,22.32
Below,-0.5,1000,-1.0,114,7,6.14
Below,-0.5,1000,0.0,113,95,84.07
Above,-0.5,1100,0.236,40,4,10.0
Above,-0.5,1100,0.382,40,0,0.0
Above,-0.5,1100,0.5,40,0,0.0
Above,-0.5,1100,0.618,40,0,0.0
Above,-0.5,1100,0.786,40,0,0.0
Above,-0.5,1100,1.0,40,0,0.0
Above,-0.5,1100,-0.236,40,40,100.0
Above,-0.5,1100,-0.382,40,40,100.0
Above,-0.5,1100,-0.5,40,33,82.5
Above,-0.5,1100,-0.618,40,14,35.0
Above,-0.5,1100,-0.786,40,4,10.0
Above,-0.5,1100,-1.0,40,1,2.5
Above,-0.5,1100,0.0,40,27,67.5
Below,-0.5,1100,0.236,56,10,17.86
Below,-0.5,1100,0.382,56,5,8.93
Below,-0.5,1100,0.5,56,2,3.57
Below,-0.5,1100,0.618,56,1,1.79
Below,-0.5,1100,0.786,56,0,0.0
Below,-0.5,1100,1.0,56,0,0.0
Below,-0.5,1100,-0.236,56,56,100.0
Below,-0.5,1100,-0.382,56,56,100.0
Below,-0.5,1100,-0.5,56,56,100.0
Below,-0.5,1100,-0.618,56,28,50.0
Below,-0.5,1100,-0.786,56,8,14.29
Below,-0.5,1100,-1.0,56,0,0.0
Below,-0.5,1100,0.0,56,43,76.79
Above,-0.5,1200,0.236,27,1,3.7
Above,-0.5,1200,0.382,27,1,3.7
Above,-0.5,1200,0.5,27,1,3.7
Above,-0.5,1200,0.618,27,0,0.0
Above,-0.5,1200,0.786,27,0,0.0
Above,-0.5,1200,1.0,27,0,0.0
Above,-0.5,1200,-0.236,27,26,96.3
Above,-0.5,1200,-0.382,27,27,100.0
Above,-0.5,1200,-0.5,27,24,88.89
Above,-0.5,1200,-0.618,27,12,44.44
Above,-0.5,1200,-0.786,27,6,22.22
Above,-0.5,1200,-1.0,27,3,11.11
Above,-0.5,1200,0.0,27,17,62.96
Below,-0.5,1200,0.236,39,4,10.26
Below,-0.5,1200,0.382,39,2,5.13
Below,-0.5,1200,0.5,39,1,2.56
Below,-0.5,1200,0.618,39,0,0.0
Below,-0.5,1200,0.786,39,0,0.0
Below,-0.5,1200,1.0,39,0,0.0
Below,-0.5,1200,-0.236,39,38,97.44
Below,-0.5,1200,-0.382,39,39,100.0
Below,-0.5,1200,-0.5,39,39,100.0
Below,-0.5,1200,-0.618,39,20,51.28
Below,-0.5,1200,-0.786,39,7,17.95
Below,-0.5,1200,-1.0,39,3,7.69
Below,-0.5,1200,0.0,39,32,82.05
Above,-0.5,1300,0.236,20,2,10.0
Above,-0.5,1300,0.382,20,1,5.0
Above,-0.5,1300,0.5,20,0,0.0
Above,-0.5,1300,0.618,20,0,0.0
Above,-0.5,1300,0.786,20,0,0.0
Above,-0.5,1300,1.0,20,0,0.0
Above,-0.5,1300,-0.236,20,19,95.0
Above,-0.5,1300,-0.382,20,20,100.0
Above,-0.5,1300,-0.5,20,16,80.0
Above,-0.5,1300,-0.618,20,5,25.0
Above,-0.5,1300,-0.786,20,2,10.0
Above,-0.5,1300,-1.0,20,0,0.0
Above,-0.5,1300,0.0,20,13,65.0
Below,-0.5,1300,0.236,26,4,15.38
Below,-0.5,1300,0.382,26,0,0.0
Below,-0.5,1300,0.5,26,0,0.0
Below,-0.5,1300,0.618,26,0,0.0
Below,-0.5,1300,0.786,26,0,0.0
Below,-0.5,1300,1.0,26,0,0.0
Below,-0.5,1300,-0.236,26,26,100.0
Below,-0.5,1300,-0.382,26,26,100.0
Below,-0.5,1300,-0.5,26,26,100.0
Below,-0.5,1300,-0.618,26,12,46.15
Below,-0.5,1300,-0.786,26,8,30.77
Below,-0.5,1300,-1.0,26,3,11.54
Below,-0.5,1300,0.0,26,17,65.38
Above,-0.5,1400,0.236,33,6,18.18
Above,-0.5,1400,0.382,33,0,0.0
Above,-0.5,1400,0.5,33,0,0.0
Above,-0.5,1400,0.618,33,0,0.0
Above,-0.5,1400,0.786,33,0,0.0
Above,-0.5,1400,1.0,33,0,0.0
Above,-0.5,1400,-0.236,33,33,100.0
Above,-0.5,1400,-0.382,33,33,100.0
Above,-0.5,1400,-0.5,33,24,72.73
Above,-0.5,1400,-0.618,33,9,27.27
Above,-0.5,1400,-0.786,33,3,9.09
Above,-0.5,1400,-1.0,33,0,0.0
Above,-0.5,1400,0.0,33,27,81.82
Below,-0.5,1400,0.236,41,10,24.39
Below,-0.5,1400,0.382,41,7,17.07
Below,-0.5,1400,0.5,41,5,12.2
Below,-0.5,1400,0.618,41,2,4.88
Below,-0.5,1400,0.786,41,1,2.44
Below,-0.5,1400,1.0,41,0,0.0
Below,-0.5,1400,-0.236,41,41,100.0
Below,-0.5,1400,-0.382,41,41,100.0
Below,-0.5,1400,-0.5,41,41,100.0
Below,-0.5,1400,-0.618,41,14,34.15
Below,-0.5,1400,-0.786,41,7,17.07
Below,-0.5,1400,-1.0,41,2,4.88
Below,-0.5,1400,0.0,41,31,75.61
Above,-0.5,1500,0.236,14,0,0.0
Above,-0.5,1500,0.382,14,0,0.0
Above,-0.5,1500,0.5,14,0,0.0
Above,-0.5,1500,0.618,14,0,0.0
Above,-0.5,1500,0.786,14,0,0.0
Above,-0.5,1500,1.0,14,0,0.0
Above,-0.5,1500,-0.236,14,11,78.57
Above,-0.5,1500,-0.382,14,12,85.71
Above,-0.5,1500,-0.5,14,6,42.86
Above,-0.5,1500,-0.618,14,0,0.0
Above,-0.5,1500,-0.786,14,0,0.0
Above,-0.5,1500,-1.0,14,0,0.0
Above,-0.5,1500,0.0,14,5,35.71
Below,-0.5,1500,0.236,18,0,0.0
Below,-0.5,1500,0.382,18,0,0.0
Below,-0.5,1500,0.5,18,0,0.0
Below,-0.5,1500,0.618,18,0,0.0
Below,-0.5,1500,0.786,18,0,0.0
Below,-0.5,1500,1.0,18,0,0.0
Below,-0.5,1500,-0.236,18,16,88.89
Below,-0.5,1500,-0.382,18,16,88.89
Below,-0.5,1500,-0.5,18,17,94.44
Below,-0.5,1500,-0.618,18,5,27.78
Below,-0.5,1500,-0.786,18,1,5.56
Below,-0.5,1500,-1.0,18,0,0.0
Below,-0.5,1500,0.0,18,4,22.22
Above,-0.5,2000,0.236,16,6,37.5
Above,-0.5,2000,0.382,16,5,31.25
Above,-0.5,2000,0.5,16,1,6.25
Above,-0.5,2000,0.618,16,1,6.25
Above,-0.5,2000,0.786,16,1,6.25
Above,-0.5,2000,1.0,16,0,0.0
Above,-0.5,2000,-0.236,7,7,100.0
Above,-0.5,2000,-0.382,4,3,75.0
Above,-0.5,2000,-0.5,15,0,0.0
Above,-0.5,2000,-0.618,8,2,25.0
Above,-0.5,2000,-0.786,12,1,8.33
Above,-0.5,2000,-1.0,14,1,7.14
Above,-0.5,2000,0.0,12,9,75.0
Below,-0.5,2000,0.236,10,1,10.0
Below,-0.5,2000,0.382,10,0,0.0
Below,-0.5,2000,0.5,11,0,0.0
Below,-0.5,2000,0.618,11,0,0.0
Below,-0.5,2000,0.786,11,0,0.0
Below,-0.5,2000,1.0,11,0,0.0
Below,-0.5,2000,-0.236,7,7,100.0
Below,-0.5,2000,-0.382,2,2,100.0
Below,-0.5,2000,-0.5,11,0,0.0
Below,-0.5,2000,-0.618,6,2,33.33
Below,-0.5,2000,-0.786,9,3,33.33
Below,-0.5,2000,-1.0,11,1,9.09
Below,-0.5,2000,0.0,10,8,80.0
Above,-0.5,3000,0.236,7,1,14.29
Above,-0.5,3000,0.382,7,0,0.0
Above,-0.5,3000,0.5,7,0,0.0
Above,-0.5,3000,0.618,7,0,0.0
Above,-0.5,3000,0.786,7,0,0.0
Above,-0.5,3000,1.0,7,0,0.0
Above,-0.5,3000,-0.236,2,2,100.0
Above,-0.5,3000,-0.382,2,1,50.0
Above,-0.5,3000,-0.5,7,1,14.29
Above,-0.5,3000,-0.618,5,0,0.0
Above,-0.5,3000,-0.786,6,1,16.67
Above,-0.5,3000,-1.0,6,0,0.0
Above,-0.5,3000,0.0,5,3,60.0
Below,-0.5,3000,0.236,6,0,0.0
Below,-0.5,3000,0.382,7,0,0.0
Below,-0.5,3000,0.5,7,0,0.0
Below,-0.5,3000,0.618,7,0,0.0
Below,-0.5,3000,0.786,7,0,0.0
Below,-0.5,3000,1.0,7,0,0.0
Below,-0.5,3000,-0.236,3,3,100.0
Below,-0.5,3000,-0.382,1,1,100.0
Below,-0.5,3000,-0.5,6,0,0.0
Below,-0.5,3000,-0.618,4,3,75.0
Below,-0.5,3000,-0.786,6,1,16.67
Below,-0.5,3000,-1.0,7,1,14.29
Below,-0.5,3000,0.0,5,4,80.0
Above,-0.5,4000,0.236,3,1,33.33
Above,-0.5,4000,0.382,3,1,33.33
Above,-0.5,4000,0.5,3,0,0.0
Above,-0.5,4000,0.618,3,0,0.0
Above,-0.5,4000,0.786,3,0,0.0
Above,-0.5,4000,1.0,3,0,0.0
Above,-0.5,4000,-0.236,2,2,100.0
Above,-0.5,4000,-0.382,1,1,100.0
Above,-0.5,4000,-0.5,2,0,0.0
Above,-0.5,4000,-0.618,2,1,50.0
Above,-0.5,4000,-0.786,2,1,50.0
Above,-0.5,4000,-1.0,2,0,0.0
Above,-0.5,4000,0.0,3,3,100.0
Below,-0.5,4000,0.236,4,2,50.0
Below,-0.5,4000,0.382,4,2,50.0
Below,-0.5,4000,0.5,4,0,0.0
Below,-0.5,4000,0.618,4,0,0.0
Below,-0.5,4000,0.786,4,0,0.0
Below,-0.5,4000,1.0,4,0,0.0
Below,-0.5,4000,-0.236,0,0,0.0
Below,-0.5,4000,-0.382,0,0,0.0
Below,-0.5,4000,-0.5,4,0,0.0
Below,-0.5,4000,-0.618,3,1,33.33
Below,-0.5,4000,-0.786,4,0,0.0
Below,-0.5,4000,-1.0,4,0,0.0
Below,-0.5,4000,0.0,3,2,66.67
Above,-0.5,5000,0.236,9,2,22.22
Above,-0.5,5000,0.382,9,2,22.22
Above,-0.5,5000,0.5,9,1,11.11
Above,-0.5,5000,0.618,9,1,11.11
Above,-0.5,5000,0.786,9,1,11.11
Above,-0.5,5000,1.0,9,0,0.0
Above,-0.5,5000,-0.236,2,2,100.0
Above,-0.5,5000,-0.382,1,0,0.0
Above,-0.5,5000,-0.5,0,0,0.0
Above,-0.5,5000,-0.618,3,0,0.0
Above,-0.5,5000,-0.786,8,1,12.5
