GoalZone,GoalTime,TransitionCount,TriggerZone,TriggerTime,TotalTriggerOccurrences,TransitionPercentage,GoalTimeHourly,GoalTime10Min,Granularity
0.236_to_0.382,1510,57,-0.236_to_0.0,1240,627,9.09,1510,1510,10-Minute
0.236_to_0.382,1520,61,-0.236_to_0.0,1240,627,9.73,1520,1520,10-Minute
0.236_to_0.382,1530,70,-0.236_to_0.0,1240,627,11.16,1530,1530,10-Minute
0.236_to_0.382,1540,69,-0.236_to_0.0,1240,627,11.0,1540,1540,10-Minute
0.236_to_0.382,1550,87,-0.236_to_0.0,1240,627,13.88,1550,1550,10-Minute
0.382_to_0.5,1300,1,-0.236_to_0.0,1240,627,0.16,1300,1300,10-Minute
0.382_to_0.5,1310,1,-0.236_to_0.0,1240,627,0.16,1310,1310,10-Minute
0.382_to_0.5,1320,3,-0.236_to_0.0,1240,627,0.48,1320,1320,10-Minute
0.382_to_0.5,1330,7,-0.236_to_0.0,1240,627,1.12,1330,1330,10-Minute
0.382_to_0.5,1340,10,-0.236_to_0.0,1240,627,1.59,1340,1340,10-Minute
0.382_to_0.5,1350,10,-0.236_to_0.0,1240,627,1.59,1350,1350,10-Minute
0.382_to_0.5,1400,16,-0.236_to_0.0,1240,627,2.55,1400,1400,10-Minute
0.382_to_0.5,1410,16,-0.236_to_0.0,1240,627,2.55,1410,1410,10-Minute
0.382_to_0.5,1420,19,-0.236_to_0.0,1240,627,3.03,1420,1420,10-Minute
0.382_to_0.5,1430,20,-0.236_to_0.0,1240,627,3.19,1430,1430,10-Minute
0.382_to_0.5,1440,25,-0.236_to_0.0,1240,627,3.99,1440,1440,10-Minute
0.382_to_0.5,1450,26,-0.236_to_0.0,1240,627,4.15,1450,1450,10-Minute
0.382_to_0.5,1500,28,-0.236_to_0.0,1240,627,4.47,1500,1500,10-Minute
0.382_to_0.5,1510,28,-0.236_to_0.0,1240,627,4.47,1510,1510,10-Minute
0.382_to_0.5,1520,29,-0.236_to_0.0,1240,627,4.63,1520,1520,10-Minute
0.382_to_0.5,1530,31,-0.236_to_0.0,1240,627,4.94,1530,1530,10-Minute
0.382_to_0.5,1540,30,-0.236_to_0.0,1240,627,4.78,1540,1540,10-Minute
0.382_to_0.5,1550,44,-0.236_to_0.0,1240,627,7.02,1550,1550,10-Minute
0.5_to_0.618,1330,1,-0.236_to_0.0,1240,627,0.16,1330,1330,10-Minute
0.5_to_0.618,1340,2,-0.236_to_0.0,1240,627,0.32,1340,1340,10-Minute
0.5_to_0.618,1350,4,-0.236_to_0.0,1240,627,0.64,1350,1350,10-Minute
0.5_to_0.618,1400,8,-0.236_to_0.0,1240,627,1.28,1400,1400,10-Minute
0.5_to_0.618,1410,5,-0.236_to_0.0,1240,627,0.8,1410,1410,10-Minute
0.5_to_0.618,1420,10,-0.236_to_0.0,1240,627,1.59,1420,1420,10-Minute
0.5_to_0.618,1430,12,-0.236_to_0.0,1240,627,1.91,1430,1430,10-Minute
0.5_to_0.618,1440,13,-0.236_to_0.0,1240,627,2.07,1440,1440,10-Minute
0.5_to_0.618,1450,10,-0.236_to_0.0,1240,627,1.59,1450,1450,10-Minute
0.5_to_0.618,1500,14,-0.236_to_0.0,1240,627,2.23,1500,1500,10-Minute
0.5_to_0.618,1510,16,-0.236_to_0.0,1240,627,2.55,1510,1510,10-Minute
0.5_to_0.618,1520,20,-0.236_to_0.0,1240,627,3.19,1520,1520,10-Minute
0.5_to_0.618,1530,24,-0.236_to_0.0,1240,627,3.83,1530,1530,10-Minute
0.5_to_0.618,1540,18,-0.236_to_0.0,1240,627,2.87,1540,1540,10-Minute
0.5_to_0.618,1550,21,-0.236_to_0.0,1240,627,3.35,1550,1550,10-Minute
0.618_to_0.786,1350,3,-0.236_to_0.0,1240,627,0.48,1350,1350,10-Minute
0.618_to_0.786,1400,5,-0.236_to_0.0,1240,627,0.8,1400,1400,10-Minute
0.618_to_0.786,1410,3,-0.236_to_0.0,1240,627,0.48,1410,1410,10-Minute
0.618_to_0.786,1420,3,-0.236_to_0.0,1240,627,0.48,1420,1420,10-Minute
0.618_to_0.786,1430,4,-0.236_to_0.0,1240,627,0.64,1430,1430,10-Minute
0.618_to_0.786,1440,6,-0.236_to_0.0,1240,627,0.96,1440,1440,10-Minute
0.618_to_0.786,1450,6,-0.236_to_0.0,1240,627,0.96,1450,1450,10-Minute
0.618_to_0.786,1500,8,-0.236_to_0.0,1240,627,1.28,1500,1500,10-Minute
0.618_to_0.786,1510,6,-0.236_to_0.0,1240,627,0.96,1510,1510,10-Minute
0.618_to_0.786,1520,4,-0.236_to_0.0,1240,627,0.64,1520,1520,10-Minute
0.618_to_0.786,1530,6,-0.236_to_0.0,1240,627,0.96,1530,1530,10-Minute
0.618_to_0.786,1540,7,-0.236_to_0.0,1240,627,1.12,1540,1540,10-Minute
0.618_to_0.786,1550,10,-0.236_to_0.0,1240,627,1.59,1550,1550,10-Minute
0.786_to_1.0,1400,2,-0.236_to_0.0,1240,627,0.32,1400,1400,10-Minute
0.786_to_1.0,1410,3,-0.236_to_0.0,1240,627,0.48,1410,1410,10-Minute
0.786_to_1.0,1420,2,-0.236_to_0.0,1240,627,0.32,1420,1420,10-Minute
0.786_to_1.0,1430,1,-0.236_to_0.0,1240,627,0.16,1430,1430,10-Minute
0.786_to_1.0,1440,1,-0.236_to_0.0,1240,627,0.16,1440,1440,10-Minute
0.786_to_1.0,1450,3,-0.236_to_0.0,1240,627,0.48,1450,1450,10-Minute
0.786_to_1.0,1500,4,-0.236_to_0.0,1240,627,0.64,1500,1500,10-Minute
0.786_to_1.0,1510,6,-0.236_to_0.0,1240,627,0.96,1510,1510,10-Minute
0.786_to_1.0,1520,5,-0.236_to_0.0,1240,627,0.8,1520,1520,10-Minute
0.786_to_1.0,1530,4,-0.236_to_0.0,1240,627,0.64,1530,1530,10-Minute
0.786_to_1.0,1540,3,-0.236_to_0.0,1240,627,0.48,1540,1540,10-Minute
0.786_to_1.0,1550,5,-0.236_to_0.0,1240,627,0.8,1550,1550,10-Minute
above_1.0,1410,1,-0.236_to_0.0,1240,627,0.16,1410,1410,10-Minute
above_1.0,1420,2,-0.236_to_0.0,1240,627,0.32,1420,1420,10-Minute
above_1.0,1430,2,-0.236_to_0.0,1240,627,0.32,1430,1430,10-Minute
above_1.0,1440,2,-0.236_to_0.0,1240,627,0.32,1440,1440,10-Minute
above_1.0,1450,2,-0.236_to_0.0,1240,627,0.32,1450,1450,10-Minute
above_1.0,1500,2,-0.236_to_0.0,1240,627,0.32,1500,1500,10-Minute
above_1.0,1510,3,-0.236_to_0.0,1240,627,0.48,1510,1510,10-Minute
above_1.0,1520,4,-0.236_to_0.0,1240,627,0.64,1520,1520,10-Minute
above_1.0,1530,5,-0.236_to_0.0,1240,627,0.8,1530,1530,10-Minute
above_1.0,1540,5,-0.236_to_0.0,1240,627,0.8,1540,1540,10-Minute
above_1.0,1550,5,-0.236_to_0.0,1240,627,0.8,1550,1550,10-Minute
below_-1.0,1310,1,-0.236_to_0.0,1240,627,0.16,1310,1310,10-Minute
below_-1.0,1320,2,-0.236_to_0.0,1240,627,0.32,1320,1320,10-Minute
below_-1.0,1330,2,-0.236_to_0.0,1240,627,0.32,1330,1330,10-Minute
below_-1.0,1340,2,-0.236_to_0.0,1240,627,0.32,1340,1340,10-Minute
below_-1.0,1350,1,-0.236_to_0.0,1240,627,0.16,1350,1350,10-Minute
below_-1.0,1400,2,-0.236_to_0.0,1240,627,0.32,1400,1400,10-Minute
below_-1.0,1410,4,-0.236_to_0.0,1240,627,0.64,1410,1410,10-Minute
below_-1.0,1420,3,-0.236_to_0.0,1240,627,0.48,1420,1420,10-Minute
below_-1.0,1430,2,-0.236_to_0.0,1240,627,0.32,1430,1430,10-Minute
below_-1.0,1440,5,-0.236_to_0.0,1240,627,0.8,1440,1440,10-Minute
below_-1.0,1450,6,-0.236_to_0.0,1240,627,0.96,1450,1450,10-Minute
below_-1.0,1500,6,-0.236_to_0.0,1240,627,0.96,1500,1500,10-Minute
below_-1.0,1510,7,-0.236_to_0.0,1240,627,1.12,1510,1510,10-Minute
below_-1.0,1520,7,-0.236_to_0.0,1240,627,1.12,1520,1520,10-Minute
below_-1.0,1530,9,-0.236_to_0.0,1240,627,1.44,1530,1530,10-Minute
below_-1.0,1540,12,-0.236_to_0.0,1240,627,1.91,1540,1540,10-Minute
below_-1.0,1550,15,-0.236_to_0.0,1240,627,2.39,1550,1550,10-Minute
-0.236_to_0.0,1310,176,0.0_to_0.236,1300,635,27.72,1310,1310,10-Minute
-0.236_to_0.0,1320,172,0.0_to_0.236,1300,635,27.09,1320,1320,10-Minute
-0.236_to_0.0,1330,192,0.0_to_0.236,1300,635,30.24,1330,1330,10-Minute
-0.236_to_0.0,1340,197,0.0_to_0.236,1300,635,31.02,1340,1340,10-Minute
-0.236_to_0.0,1350,206,0.0_to_0.236,1300,635,32.44,1350,1350,10-Minute
-0.236_to_0.0,1400,226,0.0_to_0.236,1300,635,35.59,1400,1400,10-Minute
-0.236_to_0.0,1410,227,0.0_to_0.236,1300,635,35.75,1410,1410,10-Minute
-0.236_to_0.0,1420,223,0.0_to_0.236,1300,635,35.12,1420,1420,10-Minute
-0.236_to_0.0,1430,233,0.0_to_0.236,1300,635,36.69,1430,1430,10-Minute
-0.236_to_0.0,1440,227,0.0_to_0.236,1300,635,35.75,1440,1440,10-Minute
-0.236_to_0.0,1450,220,0.0_to_0.236,1300,635,34.65,1450,1450,10-Minute
-0.236_to_0.0,1500,217,0.0_to_0.236,1300,635,34.17,1500,1500,10-Minute
-0.236_to_0.0,1510,214,0.0_to_0.236,1300,635,33.7,1510,1510,10-Minute
-0.236_to_0.0,1520,207,0.0_to_0.236,1300,635,32.6,1520,1520,10-Minute
-0.236_to_0.0,1530,213,0.0_to_0.236,1300,635,33.54,1530,1530,10-Minute
-0.236_to_0.0,1540,206,0.0_to_0.236,1300,635,32.44,1540,1540,10-Minute
-0.236_to_0.0,1550,218,0.0_to_0.236,1300,635,34.33,1550,1550,10-Minute
-0.382_to_-0.236,1310,13,0.0_to_0.236,1300,635,2.05,1310,1310,10-Minute
-0.382_to_-0.236,1320,20,0.0_to_0.236,1300,635,3.15,1320,1320,10-Minute
-0.382_to_-0.236,1330,24,0.0_to_0.236,1300,635,3.78,1330,1330,10-Minute
-0.382_to_-0.236,1340,24,0.0_to_0.236,1300,635,3.78,1340,1340,10-Minute
-0.382_to_-0.236,1350,31,0.0_to_0.236,1300,635,4.88,1350,1350,10-Minute
-0.382_to_-0.236,1400,42,0.0_to_0.236,1300,635,6.61,1400,1400,10-Minute
-0.382_to_-0.236,1410,42,0.0_to_0.236,1300,635,6.61,1410,1410,10-Minute
-0.382_to_-0.236,1420,54,0.0_to_0.236,1300,635,8.5,1420,1420,10-Minute
-0.382_to_-0.236,1430,62,0.0_to_0.236,1300,635,9.76,1430,1430,10-Minute
-0.382_to_-0.236,1440,65,0.0_to_0.236,1300,635,10.24,1440,1440,10-Minute
-0.382_to_-0.236,1450,75,0.0_to_0.236,1300,635,11.81,1450,1450,10-Minute
-0.382_to_-0.236,1500,79,0.0_to_0.236,1300,635,12.44,1500,1500,10-Minute
-0.382_to_-0.236,1510,77,0.0_to_0.236,1300,635,12.13,1510,1510,10-Minute
-0.382_to_-0.236,1520,70,0.0_to_0.236,1300,635,11.02,1520,1520,10-Minute
-0.382_to_-0.236,1530,74,0.0_to_0.236,1300,635,11.65,1530,1530,10-Minute
-0.382_to_-0.236,1540,79,0.0_to_0.236,1300,635,12.44,1540,1540,10-Minute
-0.382_to_-0.236,1550,100,0.0_to_0.236,1300,635,15.75,1550,1550,10-Minute
-0.5_to_-0.382,1310,4,0.0_to_0.236,1300,635,0.63,1310,1310,10-Minute
-0.5_to_-0.382,1320,6,0.0_to_0.236,1300,635,0.94,1320,1320,10-Minute
-0.5_to_-0.382,1330,7,0.0_to_0.236,1300,635,1.1,1330,1330,10-Minute
-0.5_to_-0.382,1340,8,0.0_to_0.236,1300,635,1.26,1340,1340,10-Minute
-0.5_to_-0.382,1350,7,0.0_to_0.236,1300,635,1.1,1350,1350,10-Minute
-0.5_to_-0.382,1400,15,0.0_to_0.236,1300,635,2.36,1400,1400,10-Minute
-0.5_to_-0.382,1410,17,0.0_to_0.236,1300,635,2.68,1410,1410,10-Minute
-0.5_to_-0.382,1420,15,0.0_to_0.236,1300,635,2.36,1420,1420,10-Minute
-0.5_to_-0.382,1430,25,0.0_to_0.236,1300,635,3.94,1430,1430,10-Minute
-0.5_to_-0.382,1440,21,0.0_to_0.236,1300,635,3.31,1440,1440,10-Minute
-0.5_to_-0.382,1450,23,0.0_to_0.236,1300,635,3.62,1450,1450,10-Minute
-0.5_to_-0.382,1500,32,0.0_to_0.236,1300,635,5.04,1500,1500,10-Minute
-0.5_to_-0.382,1510,26,0.0_to_0.236,1300,635,4.09,1510,1510,10-Minute
-0.5_to_-0.382,1520,38,0.0_to_0.236,1300,635,5.98,1520,1520,10-Minute
-0.5_to_-0.382,1530,41,0.0_to_0.236,1300,635,6.46,1530,1530,10-Minute
-0.5_to_-0.382,1540,38,0.0_to_0.236,1300,635,5.98,1540,1540,10-Minute
-0.5_to_-0.382,1550,49,0.0_to_0.236,1300,635,7.72,1550,1550,10-Minute
-0.618_to_-0.5,1310,2,0.0_to_0.236,1300,635,0.31,1310,1310,10-Minute
-0.618_to_-0.5,1320,3,0.0_to_0.236,1300,635,0.47,1320,1320,10-Minute
-0.618_to_-0.5,1330,3,0.0_to_0.236,1300,635,0.47,1330,1330,10-Minute
-0.618_to_-0.5,1340,5,0.0_to_0.236,1300,635,0.79,1340,1340,10-Minute
-0.618_to_-0.5,1350,5,0.0_to_0.236,1300,635,0.79,1350,1350,10-Minute
-0.618_to_-0.5,1400,8,0.0_to_0.236,1300,635,1.26,1400,1400,10-Minute
-0.618_to_-0.5,1410,10,0.0_to_0.236,1300,635,1.57,1410,1410,10-Minute
-0.618_to_-0.5,1420,9,0.0_to_0.236,1300,635,1.42,1420,1420,10-Minute
-0.618_to_-0.5,1430,11,0.0_to_0.236,1300,635,1.73,1430,1430,10-Minute
-0.618_to_-0.5,1440,9,0.0_to_0.236,1300,635,1.42,1440,1440,10-Minute
-0.618_to_-0.5,1450,10,0.0_to_0.236,1300,635,1.57,1450,1450,10-Minute
-0.618_to_-0.5,1500,18,0.0_to_0.236,1300,635,2.83,1500,1500,10-Minute
-0.618_to_-0.5,1510,18,0.0_to_0.236,1300,635,2.83,1510,1510,10-Minute
-0.618_to_-0.5,1520,21,0.0_to_0.236,1300,635,3.31,1520,1520,10-Minute
-0.618_to_-0.5,1530,27,0.0_to_0.236,1300,635,4.25,1530,1530,10-Minute
-0.618_to_-0.5,1540,24,0.0_to_0.236,1300,635,3.78,1540,1540,10-Minute
-0.618_to_-0.5,1550,35,0.0_to_0.236,1300,635,5.51,1550,1550,10-Minute
-0.786_to_-0.618,1310,2,0.0_to_0.236,1300,635,0.31,1310,1310,10-Minute
-0.786_to_-0.618,1320,1,0.0_to_0.236,1300,635,0.16,1320,1320,10-Minute
-0.786_to_-0.618,1330,2,0.0_to_0.236,1300,635,0.31,1330,1330,10-Minute
-0.786_to_-0.618,1340,3,0.0_to_0.236,1300,635,0.47,1340,1340,10-Minute
-0.786_to_-0.618,1350,2,0.0_to_0.236,1300,635,0.31,1350,1350,10-Minute
-0.786_to_-0.618,1400,3,0.0_to_0.236,1300,635,0.47,1400,1400,10-Minute
-0.786_to_-0.618,1410,3,0.0_to_0.236,1300,635,0.47,1410,1410,10-Minute
-0.786_to_-0.618,1420,5,0.0_to_0.236,1300,635,0.79,1420,1420,10-Minute
-0.786_to_-0.618,1430,8,0.0_to_0.236,1300,635,1.26,1430,1430,10-Minute
-0.786_to_-0.618,1440,8,0.0_to_0.236,1300,635,1.26,1440,1440,10-Minute
-0.786_to_-0.618,1450,8,0.0_to_0.236,1300,635,1.26,1450,1450,10-Minute
-0.786_to_-0.618,1500,12,0.0_to_0.236,1300,635,1.89,1500,1500,10-Minute
-0.786_to_-0.618,1510,10,0.0_to_0.236,1300,635,1.57,1510,1510,10-Minute
-0.786_to_-0.618,1520,18,0.0_to_0.236,1300,635,2.83,1520,1520,10-Minute
-0.786_to_-0.618,1530,16,0.0_to_0.236,1300,635,2.52,1530,1530,10-Minute
-0.786_to_-0.618,1540,23,0.0_to_0.236,1300,635,3.62,1540,1540,10-Minute
-0.786_to_-0.618,1550,23,0.0_to_0.236,1300,635,3.62,1550,1550,10-Minute
-1.0_to_-0.786,1340,1,0.0_to_0.236,1300,635,0.16,1340,1340,10-Minute
-1.0_to_-0.786,1350,2,0.0_to_0.236,1300,635,0.31,1350,1350,10-Minute
-1.0_to_-0.786,1400,3,0.0_to_0.236,1300,635,0.47,1400,1400,10-Minute
-1.0_to_-0.786,1410,2,0.0_to_0.236,1300,635,0.31,1410,1410,10-Minute
-1.0_to_-0.786,1420,3,0.0_to_0.236,1300,635,0.47,1420,1420,10-Minute
-1.0_to_-0.786,1430,2,0.0_to_0.236,1300,635,0.31,1430,1430,10-Minute
-1.0_to_-0.786,1440,3,0.0_to_0.236,1300,635,0.47,1440,1440,10-Minute
-1.0_to_-0.786,1450,2,0.0_to_0.236,1300,635,0.31,1450,1450,10-Minute
-1.0_to_-0.786,1500,6,0.0_to_0.236,1300,635,0.94,1500,1500,10-Minute
-1.0_to_-0.786,1510,9,0.0_to_0.236,1300,635,1.42,1510,1510,10-Minute
-1.0_to_-0.786,1520,9,0.0_to_0.236,1300,635,1.42,1520,1520,10-Minute
-1.0_to_-0.786,1530,9,0.0_to_0.236,1300,635,1.42,1530,1530,10-Minute
-1.0_to_-0.786,1540,14,0.0_to_0.236,1300,635,2.2,1540,1540,10-Minute
-1.0_to_-0.786,1550,14,0.0_to_0.236,1300,635,2.2,1550,1550,10-Minute
0.0_to_0.236,1310,543,0.0_to_0.236,1300,635,85.51,1310,1310,10-Minute
0.0_to_0.236,1320,512,0.0_to_0.236,1300,635,80.63,1320,1320,10-Minute
0.0_to_0.236,1330,483,0.0_to_0.236,1300,635,76.06,1330,1330,10-Minute
0.0_to_0.236,1340,455,0.0_to_0.236,1300,635,71.65,1340,1340,10-Minute
0.0_to_0.236,1350,426,0.0_to_0.236,1300,635,67.09,1350,1350,10-Minute
0.0_to_0.236,1400,421,0.0_to_0.236,1300,635,66.3,1400,1400,10-Minute
0.0_to_0.236,1410,372,0.0_to_0.236,1300,635,58.58,1410,1410,10-Minute
0.0_to_0.236,1420,344,0.0_to_0.236,1300,635,54.17,1420,1420,10-Minute
0.0_to_0.236,1430,337,0.0_to_0.236,1300,635,53.07,1430,1430,10-Minute
0.0_to_0.236,1440,332,0.0_to_0.236,1300,635,52.28,1440,1440,10-Minute
0.0_to_0.236,1450,318,0.0_to_0.236,1300,635,50.08,1450,1450,10-Minute
0.0_to_0.236,1500,323,0.0_to_0.236,1300,635,50.87,1500,1500,10-Minute
0.0_to_0.236,1510,312,0.0_to_0.236,1300,635,49.13,1510,1510,10-Minute
0.0_to_0.236,1520,292,0.0_to_0.236,1300,635,45.98,1520,1520,10-Minute
0.0_to_0.236,1530,304,0.0_to_0.236,1300,635,47.87,1530,1530,10-Minute
0.0_to_0.236,1540,306,0.0_to_0.236,1300,635,48.19,1540,1540,10-Minute
0.0_to_0.236,1550,300,0.0_to_0.236,1300,635,47.24,1550,1550,10-Minute
0.236_to_0.382,1310,150,0.0_to_0.236,1300,635,23.62,1310,1310,10-Minute
0.236_to_0.382,1320,151,0.0_to_0.236,1300,635,23.78,1320,1320,10-Minute
0.236_to_0.382,1330,169,0.0_to_0.236,1300,635,26.61,1330,1330,10-Minute
0.236_to_0.382,1340,163,0.0_to_0.236,1300,635,25.67,1340,1340,10-Minute
0.236_to_0.382,1350,161,0.0_to_0.236,1300,635,25.35,1350,1350,10-Minute
0.236_to_0.382,1400,189,0.0_to_0.236,1300,635,29.76,1400,1400,10-Minute
0.236_to_0.382,1410,179,0.0_to_0.236,1300,635,28.19,1410,1410,10-Minute
0.236_to_0.382,1420,181,0.0_to_0.236,1300,635,28.5,1420,1420,10-Minute
0.236_to_0.382,1430,176,0.0_to_0.236,1300,635,27.72,1430,1430,10-Minute
0.236_to_0.382,1440,169,0.0_to_0.236,1300,635,26.61,1440,1440,10-Minute
0.236_to_0.382,1450,176,0.0_to_0.236,1300,635,27.72,1450,1450,10-Minute
0.236_to_0.382,1500,188,0.0_to_0.236,1300,635,29.61,1500,1500,10-Minute
0.236_to_0.382,1510,175,0.0_to_0.236,1300,635,27.56,1510,1510,10-Minute
0.236_to_0.382,1520,172,0.0_to_0.236,1300,635,27.09,1520,1520,10-Minute
0.236_to_0.382,1530,173,0.0_to_0.236,1300,635,27.24,1530,1530,10-Minute
0.236_to_0.382,1540,174,0.0_to_0.236,1300,635,27.4,1540,1540,10-Minute
0.236_to_0.382,1550,183,0.0_to_0.236,1300,635,28.82,1550,1550,10-Minute
0.382_to_0.5,1310,11,0.0_to_0.236,1300,635,1.73,1310,1310,10-Minute
0.382_to_0.5,1320,19,0.0_to_0.236,1300,635,2.99,1320,1320,10-Minute
0.382_to_0.5,1330,25,0.0_to_0.236,1300,635,3.94,1330,1330,10-Minute
0.382_to_0.5,1340,37,0.0_to_0.236,1300,635,5.83,1340,1340,10-Minute
0.382_to_0.5,1350,42,0.0_to_0.236,1300,635,6.61,1350,1350,10-Minute
0.382_to_0.5,1400,63,0.0_to_0.236,1300,635,9.92,1400,1400,10-Minute
0.382_to_0.5,1410,65,0.0_to_0.236,1300,635,10.24,1410,1410,10-Minute
0.382_to_0.5,1420,61,0.0_to_0.236,1300,635,9.61,1420,1420,10-Minute
0.382_to_0.5,1430,66,0.0_to_0.236,1300,635,10.39,1430,1430,10-Minute
0.382_to_0.5,1440,78,0.0_to_0.236,1300,635,12.28,1440,1440,10-Minute
0.382_to_0.5,1450,81,0.0_to_0.236,1300,635,12.76,1450,1450,10-Minute
0.382_to_0.5,1500,86,0.0_to_0.236,1300,635,13.54,1500,1500,10-Minute
0.382_to_0.5,1510,83,0.0_to_0.236,1300,635,13.07,1510,1510,10-Minute
0.382_to_0.5,1520,84,0.0_to_0.236,1300,635,13.23,1520,1520,10-Minute
0.382_to_0.5,1530,89,0.0_to_0.236,1300,635,14.02,1530,1530,10-Minute
0.382_to_0.5,1540,84,0.0_to_0.236,1300,635,13.23,1540,1540,10-Minute
0.382_to_0.5,1550,94,0.0_to_0.236,1300,635,14.8,1550,1550,10-Minute
0.5_to_0.618,1310,3,0.0_to_0.236,1300,635,0.47,1310,1310,10-Minute
0.5_to_0.618,1320,3,0.0_to_0.236,1300,635,0.47,1320,1320,10-Minute
0.5_to_0.618,1330,8,0.0_to_0.236,1300,635,1.26,1330,1330,10-Minute
0.5_to_0.618,1340,6,0.0_to_0.236,1300,635,0.94,1340,1340,10-Minute
0.5_to_0.618,1350,7,0.0_to_0.236,1300,635,1.1,1350,1350,10-Minute
0.5_to_0.618,1400,14,0.0_to_0.236,1300,635,2.2,1400,1400,10-Minute
0.5_to_0.618,1410,17,0.0_to_0.236,1300,635,2.68,1410,1410,10-Minute
0.5_to_0.618,1420,22,0.0_to_0.236,1300,635,3.46,1420,1420,10-Minute
0.5_to_0.618,1430,28,0.0_to_0.236,1300,635,4.41,1430,1430,10-Minute
0.5_to_0.618,1440,34,0.0_to_0.236,1300,635,5.35,1440,1440,10-Minute
0.5_to_0.618,1450,33,0.0_to_0.236,1300,635,5.2,1450,1450,10-Minute
0.5_to_0.618,1500,33,0.0_to_0.236,1300,635,5.2,1500,1500,10-Minute
0.5_to_0.618,1510,35,0.0_to_0.236,1300,635,5.51,1510,1510,10-Minute
0.5_to_0.618,1520,41,0.0_to_0.236,1300,635,6.46,1520,1520,10-Minute
0.5_to_0.618,1530,50,0.0_to_0.236,1300,635,7.87,1530,1530,10-Minute
0.5_to_0.618,1540,47,0.0_to_0.236,1300,635,7.4,1540,1540,10-Minute
0.5_to_0.618,1550,59,0.0_to_0.236,1300,635,9.29,1550,1550,10-Minute
0.618_to_0.786,1320,1,0.0_to_0.236,1300,635,0.16,1320,1320,10-Minute
0.618_to_0.786,1330,1,0.0_to_0.236,1300,635,0.16,1330,1330,10-Minute
0.618_to_0.786,1340,1,0.0_to_0.236,1300,635,0.16,1340,1340,10-Minute
0.618_to_0.786,1350,4,0.0_to_0.236,1300,635,0.63,1350,1350,10-Minute
0.618_to_0.786,1400,9,0.0_to_0.236,1300,635,1.42,1400,1400,10-Minute
0.618_to_0.786,1410,6,0.0_to_0.236,1300,635,0.94,1410,1410,10-Minute
0.618_to_0.786,1420,3,0.0_to_0.236,1300,635,0.47,1420,1420,10-Minute
0.618_to_0.786,1430,5,0.0_to_0.236,1300,635,0.79,1430,1430,10-Minute
0.618_to_0.786,1440,14,0.0_to_0.236,1300,635,2.2,1440,1440,10-Minute
0.618_to_0.786,1450,15,0.0_to_0.236,1300,635,2.36,1450,1450,10-Minute
0.618_to_0.786,1500,18,0.0_to_0.236,1300,635,2.83,1500,1500,10-Minute
0.618_to_0.786,1510,17,0.0_to_0.236,1300,635,2.68,1510,1510,10-Minute
0.618_to_0.786,1520,14,0.0_to_0.236,1300,635,2.2,1520,1520,10-Minute
0.618_to_0.786,1530,19,0.0_to_0.236,1300,635,2.99,1530,1530,10-Minute
0.618_to_0.786,1540,24,0.0_to_0.236,1300,635,3.78,1540,1540,10-Minute
0.618_to_0.786,1550,38,0.0_to_0.236,1300,635,5.98,1550,1550,10-Minute
0.786_to_1.0,1400,3,0.0_to_0.236,1300,635,0.47,1400,1400,10-Minute
0.786_to_1.0,1410,4,0.0_to_0.236,1300,635,0.63,1410,1410,10-Minute
0.786_to_1.0,1420,6,0.0_to_0.236,1300,635,0.94,1420,1420,10-Minute
0.786_to_1.0,1430,4,0.0_to_0.236,1300,635,0.63,1430,1430,10-Minute
0.786_to_1.0,1440,5,0.0_to_0.236,1300,635,0.79,1440,1440,10-Minute
0.786_to_1.0,1450,7,0.0_to_0.236,1300,635,1.1,1450,1450,10-Minute
0.786_to_1.0,1500,11,0.0_to_0.236,1300,635,1.73,1500,1500,10-Minute
0.786_to_1.0,1510,13,0.0_to_0.236,1300,635,2.05,1510,1510,10-Minute
0.786_to_1.0,1520,13,0.0_to_0.236,1300,635,2.05,1520,1520,10-Minute
0.786_to_1.0,1530,10,0.0_to_0.236,1300,635,1.57,1530,1530,10-Minute
0.786_to_1.0,1540,12,0.0_to_0.236,1300,635,1.89,1540,1540,10-Minute
0.786_to_1.0,1550,15,0.0_to_0.236,1300,635,2.36,1550,1550,10-Minute
above_1.0,1400,1,0.0_to_0.236,1300,635,0.16,1400,1400,10-Minute
above_1.0,1410,1,0.0_to_0.236,1300,635,0.16,1410,1410,10-Minute
above_1.0,1420,2,0.0_to_0.236,1300,635,0.31,1420,1420,10-Minute
above_1.0,1430,3,0.0_to_0.236,1300,635,0.47,1430,1430,10-Minute
above_1.0,1440,4,0.0_to_0.236,1300,635,0.63,1440,1440,10-Minute
above_1.0,1450,3,0.0_to_0.236,1300,635,0.47,1450,1450,10-Minute
above_1.0,1500,3,0.0_to_0.236,1300,635,0.47,1500,1500,10-Minute
above_1.0,1510,6,0.0_to_0.236,1300,635,0.94,1510,1510,10-Minute
above_1.0,1520,6,0.0_to_0.236,1300,635,0.94,1520,1520,10-Minute
above_1.0,1530,9,0.0_to_0.236,1300,635,1.42,1530,1530,10-Minute
above_1.0,1540,9,0.0_to_0.236,1300,635,1.42,1540,1540,10-Minute
above_1.0,1550,9,0.0_to_0.236,1300,635,1.42,1550,1550,10-Minute
below_-1.0,1350,1,0.0_to_0.236,1300,635,0.16,1350,1350,10-Minute
