GoalZone,GoalTime,TransitionCount,TriggerZone,TriggerTime,TotalTriggerOccurrences,TransitionPercentage,GoalTimeHourly,GoalTime10Min,Granularity
-0.236_to_0.0,1550,308,-0.236_to_0.0,1300,630,48.89,1550,1550,10-Minute
-0.382_to_-0.236,1310,146,-0.236_to_0.0,1300,630,23.17,1310,1310,10-Minute
-0.382_to_-0.236,1320,161,-0.236_to_0.0,1300,630,25.56,1320,1320,10-Minute
-0.382_to_-0.236,1330,173,-0.236_to_0.0,1300,630,27.46,1330,1330,10-Minute
-0.382_to_-0.236,1340,169,-0.236_to_0.0,1300,630,26.83,1340,1340,10-Minute
-0.382_to_-0.236,1350,166,-0.236_to_0.0,1300,630,26.35,1350,1350,10-Minute
-0.382_to_-0.236,1400,191,-0.236_to_0.0,1300,630,30.32,1400,1400,10-Minute
-0.382_to_-0.236,1410,170,-0.236_to_0.0,1300,630,26.98,1410,1410,10-Minute
-0.382_to_-0.236,1420,172,-0.236_to_0.0,1300,630,27.3,1420,1420,10-Minute
-0.382_to_-0.236,1430,154,-0.236_to_0.0,1300,630,24.44,1430,1430,10-Minute
-0.382_to_-0.236,1440,158,-0.236_to_0.0,1300,630,25.08,1440,1440,10-Minute
-0.382_to_-0.236,1450,158,-0.236_to_0.0,1300,630,25.08,1450,1450,10-Minute
-0.382_to_-0.236,1500,141,-0.236_to_0.0,1300,630,22.38,1500,1500,10-Minute
-0.382_to_-0.236,1510,141,-0.236_to_0.0,1300,630,22.38,1510,1510,10-Minute
-0.382_to_-0.236,1520,134,-0.236_to_0.0,1300,630,21.27,1520,1520,10-Minute
-0.382_to_-0.236,1530,157,-0.236_to_0.0,1300,630,24.92,1530,1530,10-Minute
-0.382_to_-0.236,1540,149,-0.236_to_0.0,1300,630,23.65,1540,1540,10-Minute
-0.382_to_-0.236,1550,151,-0.236_to_0.0,1300,630,23.97,1550,1550,10-Minute
-0.5_to_-0.382,1310,25,-0.236_to_0.0,1300,630,3.97,1310,1310,10-Minute
-0.5_to_-0.382,1320,34,-0.236_to_0.0,1300,630,5.4,1320,1320,10-Minute
-0.5_to_-0.382,1330,44,-0.236_to_0.0,1300,630,6.98,1330,1330,10-Minute
-0.5_to_-0.382,1340,40,-0.236_to_0.0,1300,630,6.35,1340,1340,10-Minute
-0.5_to_-0.382,1350,51,-0.236_to_0.0,1300,630,8.1,1350,1350,10-Minute
-0.5_to_-0.382,1400,71,-0.236_to_0.0,1300,630,11.27,1400,1400,10-Minute
-0.5_to_-0.382,1410,75,-0.236_to_0.0,1300,630,11.9,1410,1410,10-Minute
-0.5_to_-0.382,1420,67,-0.236_to_0.0,1300,630,10.63,1420,1420,10-Minute
-0.5_to_-0.382,1430,70,-0.236_to_0.0,1300,630,11.11,1430,1430,10-Minute
-0.5_to_-0.382,1440,67,-0.236_to_0.0,1300,630,10.63,1440,1440,10-Minute
-0.5_to_-0.382,1450,69,-0.236_to_0.0,1300,630,10.95,1450,1450,10-Minute
-0.5_to_-0.382,1500,75,-0.236_to_0.0,1300,630,11.9,1500,1500,10-Minute
-0.5_to_-0.382,1510,70,-0.236_to_0.0,1300,630,11.11,1510,1510,10-Minute
-0.5_to_-0.382,1520,75,-0.236_to_0.0,1300,630,11.9,1520,1520,10-Minute
-0.5_to_-0.382,1530,69,-0.236_to_0.0,1300,630,10.95,1530,1530,10-Minute
-0.5_to_-0.382,1540,75,-0.236_to_0.0,1300,630,11.9,1540,1540,10-Minute
-0.5_to_-0.382,1550,92,-0.236_to_0.0,1300,630,14.6,1550,1550,10-Minute
-0.618_to_-0.5,1310,3,-0.236_to_0.0,1300,630,0.48,1310,1310,10-Minute
-0.618_to_-0.5,1320,8,-0.236_to_0.0,1300,630,1.27,1320,1320,10-Minute
-0.618_to_-0.5,1330,12,-0.236_to_0.0,1300,630,1.9,1330,1330,10-Minute
-0.618_to_-0.5,1340,19,-0.236_to_0.0,1300,630,3.02,1340,1340,10-Minute
-0.618_to_-0.5,1350,21,-0.236_to_0.0,1300,630,3.33,1350,1350,10-Minute
-0.618_to_-0.5,1400,26,-0.236_to_0.0,1300,630,4.13,1400,1400,10-Minute
-0.618_to_-0.5,1410,27,-0.236_to_0.0,1300,630,4.29,1410,1410,10-Minute
-0.618_to_-0.5,1420,34,-0.236_to_0.0,1300,630,5.4,1420,1420,10-Minute
-0.618_to_-0.5,1430,29,-0.236_to_0.0,1300,630,4.6,1430,1430,10-Minute
-0.618_to_-0.5,1440,26,-0.236_to_0.0,1300,630,4.13,1440,1440,10-Minute
-0.618_to_-0.5,1450,34,-0.236_to_0.0,1300,630,5.4,1450,1450,10-Minute
-0.618_to_-0.5,1500,43,-0.236_to_0.0,1300,630,6.83,1500,1500,10-Minute
-0.618_to_-0.5,1510,44,-0.236_to_0.0,1300,630,6.98,1510,1510,10-Minute
-0.618_to_-0.5,1520,47,-0.236_to_0.0,1300,630,7.46,1520,1520,10-Minute
-0.618_to_-0.5,1530,45,-0.236_to_0.0,1300,630,7.14,1530,1530,10-Minute
-0.618_to_-0.5,1540,48,-0.236_to_0.0,1300,630,7.62,1540,1540,10-Minute
-0.618_to_-0.5,1550,67,-0.236_to_0.0,1300,630,10.63,1550,1550,10-Minute
-0.786_to_-0.618,1310,1,-0.236_to_0.0,1300,630,0.16,1310,1310,10-Minute
-0.786_to_-0.618,1320,4,-0.236_to_0.0,1300,630,0.63,1320,1320,10-Minute
-0.786_to_-0.618,1330,7,-0.236_to_0.0,1300,630,1.11,1330,1330,10-Minute
-0.786_to_-0.618,1340,10,-0.236_to_0.0,1300,630,1.59,1340,1340,10-Minute
-0.786_to_-0.618,1350,10,-0.236_to_0.0,1300,630,1.59,1350,1350,10-Minute
-0.786_to_-0.618,1400,13,-0.236_to_0.0,1300,630,2.06,1400,1400,10-Minute
-0.786_to_-0.618,1410,10,-0.236_to_0.0,1300,630,1.59,1410,1410,10-Minute
-0.786_to_-0.618,1420,18,-0.236_to_0.0,1300,630,2.86,1420,1420,10-Minute
-0.786_to_-0.618,1430,23,-0.236_to_0.0,1300,630,3.65,1430,1430,10-Minute
-0.786_to_-0.618,1440,24,-0.236_to_0.0,1300,630,3.81,1440,1440,10-Minute
-0.786_to_-0.618,1450,21,-0.236_to_0.0,1300,630,3.33,1450,1450,10-Minute
-0.786_to_-0.618,1500,24,-0.236_to_0.0,1300,630,3.81,1500,1500,10-Minute
-0.786_to_-0.618,1510,29,-0.236_to_0.0,1300,630,4.6,1510,1510,10-Minute
-0.786_to_-0.618,1520,33,-0.236_to_0.0,1300,630,5.24,1520,1520,10-Minute
-0.786_to_-0.618,1530,34,-0.236_to_0.0,1300,630,5.4,1530,1530,10-Minute
-0.786_to_-0.618,1540,40,-0.236_to_0.0,1300,630,6.35,1540,1540,10-Minute
-0.786_to_-0.618,1550,43,-0.236_to_0.0,1300,630,6.83,1550,1550,10-Minute
-1.0_to_-0.786,1320,1,-0.236_to_0.0,1300,630,0.16,1320,1320,10-Minute
-1.0_to_-0.786,1330,2,-0.236_to_0.0,1300,630,0.32,1330,1330,10-Minute
-1.0_to_-0.786,1340,4,-0.236_to_0.0,1300,630,0.63,1340,1340,10-Minute
-1.0_to_-0.786,1350,5,-0.236_to_0.0,1300,630,0.79,1350,1350,10-Minute
-1.0_to_-0.786,1400,8,-0.236_to_0.0,1300,630,1.27,1400,1400,10-Minute
-1.0_to_-0.786,1410,7,-0.236_to_0.0,1300,630,1.11,1410,1410,10-Minute
-1.0_to_-0.786,1420,11,-0.236_to_0.0,1300,630,1.75,1420,1420,10-Minute
-1.0_to_-0.786,1430,10,-0.236_to_0.0,1300,630,1.59,1430,1430,10-Minute
-1.0_to_-0.786,1440,11,-0.236_to_0.0,1300,630,1.75,1440,1440,10-Minute
-1.0_to_-0.786,1450,12,-0.236_to_0.0,1300,630,1.9,1450,1450,10-Minute
-1.0_to_-0.786,1500,17,-0.236_to_0.0,1300,630,2.7,1500,1500,10-Minute
-1.0_to_-0.786,1510,18,-0.236_to_0.0,1300,630,2.86,1510,1510,10-Minute
-1.0_to_-0.786,1520,18,-0.236_to_0.0,1300,630,2.86,1520,1520,10-Minute
-1.0_to_-0.786,1530,21,-0.236_to_0.0,1300,630,3.33,1530,1530,10-Minute
-1.0_to_-0.786,1540,27,-0.236_to_0.0,1300,630,4.29,1540,1540,10-Minute
-1.0_to_-0.786,1550,32,-0.236_to_0.0,1300,630,5.08,1550,1550,10-Minute
0.0_to_0.236,1310,184,-0.236_to_0.0,1300,630,29.21,1310,1310,10-Minute
0.0_to_0.236,1320,188,-0.236_to_0.0,1300,630,29.84,1320,1320,10-Minute
0.0_to_0.236,1330,205,-0.236_to_0.0,1300,630,32.54,1330,1330,10-Minute
0.0_to_0.236,1340,214,-0.236_to_0.0,1300,630,33.97,1340,1340,10-Minute
0.0_to_0.236,1350,213,-0.236_to_0.0,1300,630,33.81,1350,1350,10-Minute
0.0_to_0.236,1400,237,-0.236_to_0.0,1300,630,37.62,1400,1400,10-Minute
0.0_to_0.236,1410,235,-0.236_to_0.0,1300,630,37.3,1410,1410,10-Minute
0.0_to_0.236,1420,230,-0.236_to_0.0,1300,630,36.51,1420,1420,10-Minute
0.0_to_0.236,1430,243,-0.236_to_0.0,1300,630,38.57,1430,1430,10-Minute
0.0_to_0.236,1440,240,-0.236_to_0.0,1300,630,38.1,1440,1440,10-Minute
0.0_to_0.236,1450,228,-0.236_to_0.0,1300,630,36.19,1450,1450,10-Minute
0.0_to_0.236,1500,230,-0.236_to_0.0,1300,630,36.51,1500,1500,10-Minute
0.0_to_0.236,1510,224,-0.236_to_0.0,1300,630,35.56,1510,1510,10-Minute
0.0_to_0.236,1520,217,-0.236_to_0.0,1300,630,34.44,1520,1520,10-Minute
0.0_to_0.236,1530,234,-0.236_to_0.0,1300,630,37.14,1530,1530,10-Minute
0.0_to_0.236,1540,244,-0.236_to_0.0,1300,630,38.73,1540,1540,10-Minute
0.0_to_0.236,1550,252,-0.236_to_0.0,1300,630,40.0,1550,1550,10-Minute
0.236_to_0.382,1310,2,-0.236_to_0.0,1300,630,0.32,1310,1310,10-Minute
0.236_to_0.382,1320,3,-0.236_to_0.0,1300,630,0.48,1320,1320,10-Minute
0.236_to_0.382,1330,14,-0.236_to_0.0,1300,630,2.22,1330,1330,10-Minute
0.236_to_0.382,1340,18,-0.236_to_0.0,1300,630,2.86,1340,1340,10-Minute
0.236_to_0.382,1350,20,-0.236_to_0.0,1300,630,3.17,1350,1350,10-Minute
0.236_to_0.382,1400,30,-0.236_to_0.0,1300,630,4.76,1400,1400,10-Minute
0.236_to_0.382,1410,34,-0.236_to_0.0,1300,630,5.4,1410,1410,10-Minute
0.236_to_0.382,1420,40,-0.236_to_0.0,1300,630,6.35,1420,1420,10-Minute
0.236_to_0.382,1430,45,-0.236_to_0.0,1300,630,7.14,1430,1430,10-Minute
0.236_to_0.382,1440,50,-0.236_to_0.0,1300,630,7.94,1440,1440,10-Minute
0.236_to_0.382,1450,57,-0.236_to_0.0,1300,630,9.05,1450,1450,10-Minute
0.236_to_0.382,1500,55,-0.236_to_0.0,1300,630,8.73,1500,1500,10-Minute
0.236_to_0.382,1510,58,-0.236_to_0.0,1300,630,9.21,1510,1510,10-Minute
0.236_to_0.382,1520,61,-0.236_to_0.0,1300,630,9.68,1520,1520,10-Minute
0.236_to_0.382,1530,65,-0.236_to_0.0,1300,630,10.32,1530,1530,10-Minute
0.236_to_0.382,1540,63,-0.236_to_0.0,1300,630,10.0,1540,1540,10-Minute
0.236_to_0.382,1550,86,-0.236_to_0.0,1300,630,13.65,1550,1550,10-Minute
0.382_to_0.5,1330,2,-0.236_to_0.0,1300,630,0.32,1330,1330,10-Minute
0.382_to_0.5,1340,5,-0.236_to_0.0,1300,630,0.79,1340,1340,10-Minute
0.382_to_0.5,1350,5,-0.236_to_0.0,1300,630,0.79,1350,1350,10-Minute
0.382_to_0.5,1400,15,-0.236_to_0.0,1300,630,2.38,1400,1400,10-Minute
0.382_to_0.5,1410,11,-0.236_to_0.0,1300,630,1.75,1410,1410,10-Minute
0.382_to_0.5,1420,15,-0.236_to_0.0,1300,630,2.38,1420,1420,10-Minute
0.382_to_0.5,1430,16,-0.236_to_0.0,1300,630,2.54,1430,1430,10-Minute
0.382_to_0.5,1440,20,-0.236_to_0.0,1300,630,3.17,1440,1440,10-Minute
0.382_to_0.5,1450,24,-0.236_to_0.0,1300,630,3.81,1450,1450,10-Minute
0.382_to_0.5,1500,29,-0.236_to_0.0,1300,630,4.6,1500,1500,10-Minute
0.382_to_0.5,1510,31,-0.236_to_0.0,1300,630,4.92,1510,1510,10-Minute
0.382_to_0.5,1520,30,-0.236_to_0.0,1300,630,4.76,1520,1520,10-Minute
0.382_to_0.5,1530,31,-0.236_to_0.0,1300,630,4.92,1530,1530,10-Minute
0.382_to_0.5,1540,30,-0.236_to_0.0,1300,630,4.76,1540,1540,10-Minute
0.382_to_0.5,1550,39,-0.236_to_0.0,1300,630,6.19,1550,1550,10-Minute
0.5_to_0.618,1350,2,-0.236_to_0.0,1300,630,0.32,1350,1350,10-Minute
0.5_to_0.618,1400,3,-0.236_to_0.0,1300,630,0.48,1400,1400,10-Minute
0.5_to_0.618,1410,3,-0.236_to_0.0,1300,630,0.48,1410,1410,10-Minute
0.5_to_0.618,1420,7,-0.236_to_0.0,1300,630,1.11,1420,1420,10-Minute
0.5_to_0.618,1430,7,-0.236_to_0.0,1300,630,1.11,1430,1430,10-Minute
0.5_to_0.618,1440,7,-0.236_to_0.0,1300,630,1.11,1440,1440,10-Minute
0.5_to_0.618,1450,9,-0.236_to_0.0,1300,630,1.43,1450,1450,10-Minute
0.5_to_0.618,1500,10,-0.236_to_0.0,1300,630,1.59,1500,1500,10-Minute
0.5_to_0.618,1510,13,-0.236_to_0.0,1300,630,2.06,1510,1510,10-Minute
0.5_to_0.618,1520,16,-0.236_to_0.0,1300,630,2.54,1520,1520,10-Minute
0.5_to_0.618,1530,21,-0.236_to_0.0,1300,630,3.33,1530,1530,10-Minute
0.5_to_0.618,1540,19,-0.236_to_0.0,1300,630,3.02,1540,1540,10-Minute
0.5_to_0.618,1550,22,-0.236_to_0.0,1300,630,3.49,1550,1550,10-Minute
0.618_to_0.786,1350,1,-0.236_to_0.0,1300,630,0.16,1350,1350,10-Minute
0.618_to_0.786,1400,1,-0.236_to_0.0,1300,630,0.16,1400,1400,10-Minute
0.618_to_0.786,1410,1,-0.236_to_0.0,1300,630,0.16,1410,1410,10-Minute
0.618_to_0.786,1420,1,-0.236_to_0.0,1300,630,0.16,1420,1420,10-Minute
0.618_to_0.786,1430,1,-0.236_to_0.0,1300,630,0.16,1430,1430,10-Minute
0.618_to_0.786,1440,3,-0.236_to_0.0,1300,630,0.48,1440,1440,10-Minute
0.618_to_0.786,1450,4,-0.236_to_0.0,1300,630,0.63,1450,1450,10-Minute
0.618_to_0.786,1500,7,-0.236_to_0.0,1300,630,1.11,1500,1500,10-Minute
0.618_to_0.786,1510,6,-0.236_to_0.0,1300,630,0.95,1510,1510,10-Minute
0.618_to_0.786,1520,5,-0.236_to_0.0,1300,630,0.79,1520,1520,10-Minute
0.618_to_0.786,1530,6,-0.236_to_0.0,1300,630,0.95,1530,1530,10-Minute
0.618_to_0.786,1540,8,-0.236_to_0.0,1300,630,1.27,1540,1540,10-Minute
0.618_to_0.786,1550,12,-0.236_to_0.0,1300,630,1.9,1550,1550,10-Minute
0.786_to_1.0,1400,1,-0.236_to_0.0,1300,630,0.16,1400,1400,10-Minute
0.786_to_1.0,1410,1,-0.236_to_0.0,1300,630,0.16,1410,1410,10-Minute
0.786_to_1.0,1430,1,-0.236_to_0.0,1300,630,0.16,1430,1430,10-Minute
0.786_to_1.0,1440,1,-0.236_to_0.0,1300,630,0.16,1440,1440,10-Minute
0.786_to_1.0,1500,2,-0.236_to_0.0,1300,630,0.32,1500,1500,10-Minute
0.786_to_1.0,1510,4,-0.236_to_0.0,1300,630,0.63,1510,1510,10-Minute
0.786_to_1.0,1520,3,-0.236_to_0.0,1300,630,0.48,1520,1520,10-Minute
0.786_to_1.0,1530,3,-0.236_to_0.0,1300,630,0.48,1530,1530,10-Minute
0.786_to_1.0,1540,6,-0.236_to_0.0,1300,630,0.95,1540,1540,10-Minute
0.786_to_1.0,1550,6,-0.236_to_0.0,1300,630,0.95,1550,1550,10-Minute
above_1.0,1410,1,-0.236_to_0.0,1300,630,0.16,1410,1410,10-Minute
above_1.0,1420,1,-0.236_to_0.0,1300,630,0.16,1420,1420,10-Minute
above_1.0,1430,1,-0.236_to_0.0,1300,630,0.16,1430,1430,10-Minute
above_1.0,1440,1,-0.236_to_0.0,1300,630,0.16,1440,1440,10-Minute
above_1.0,1450,1,-0.236_to_0.0,1300,630,0.16,1450,1450,10-Minute
above_1.0,1500,2,-0.236_to_0.0,1300,630,0.32,1500,1500,10-Minute
above_1.0,1510,2,-0.236_to_0.0,1300,630,0.32,1510,1510,10-Minute
above_1.0,1520,2,-0.236_to_0.0,1300,630,0.32,1520,1520,10-Minute
above_1.0,1530,3,-0.236_to_0.0,1300,630,0.48,1530,1530,10-Minute
above_1.0,1540,3,-0.236_to_0.0,1300,630,0.48,1540,1540,10-Minute
above_1.0,1550,3,-0.236_to_0.0,1300,630,0.48,1550,1550,10-Minute
below_-1.0,1320,1,-0.236_to_0.0,1300,630,0.16,1320,1320,10-Minute
below_-1.0,1330,1,-0.236_to_0.0,1300,630,0.16,1330,1330,10-Minute
below_-1.0,1340,1,-0.236_to_0.0,1300,630,0.16,1340,1340,10-Minute
below_-1.0,1350,1,-0.236_to_0.0,1300,630,0.16,1350,1350,10-Minute
below_-1.0,1400,1,-0.236_to_0.0,1300,630,0.16,1400,1400,10-Minute
below_-1.0,1410,4,-0.236_to_0.0,1300,630,0.63,1410,1410,10-Minute
below_-1.0,1420,1,-0.236_to_0.0,1300,630,0.16,1420,1420,10-Minute
below_-1.0,1440,1,-0.236_to_0.0,1300,630,0.16,1440,1440,10-Minute
below_-1.0,1450,3,-0.236_to_0.0,1300,630,0.48,1450,1450,10-Minute
below_-1.0,1500,6,-0.236_to_0.0,1300,630,0.95,1500,1500,10-Minute
below_-1.0,1510,9,-0.236_to_0.0,1300,630,1.43,1510,1510,10-Minute
below_-1.0,1520,11,-0.236_to_0.0,1300,630,1.75,1520,1520,10-Minute
below_-1.0,1530,10,-0.236_to_0.0,1300,630,1.59,1530,1530,10-Minute
below_-1.0,1540,12,-0.236_to_0.0,1300,630,1.9,1540,1540,10-Minute
below_-1.0,1550,16,-0.236_to_0.0,1300,630,2.54,1550,1550,10-Minute
-0.236_to_0.0,1320,545,-0.236_to_0.0,1310,615,88.62,1320,1320,10-Minute
-0.236_to_0.0,1330,493,-0.236_to_0.0,1310,615,80.16,1330,1330,10-Minute
-0.236_to_0.0,1340,445,-0.236_to_0.0,1310,615,72.36,1340,1340,10-Minute
-0.236_to_0.0,1350,430,-0.236_to_0.0,1310,615,69.92,1350,1350,10-Minute
-0.236_to_0.0,1400,419,-0.236_to_0.0,1310,615,68.13,1400,1400,10-Minute
-0.236_to_0.0,1410,379,-0.236_to_0.0,1310,615,61.63,1410,1410,10-Minute
-0.236_to_0.0,1420,358,-0.236_to_0.0,1310,615,58.21,1420,1420,10-Minute
-0.236_to_0.0,1430,355,-0.236_to_0.0,1310,615,57.72,1430,1430,10-Minute
-0.236_to_0.0,1440,351,-0.236_to_0.0,1310,615,57.07,1440,1440,10-Minute
-0.236_to_0.0,1450,333,-0.236_to_0.0,1310,615,54.15,1450,1450,10-Minute
-0.236_to_0.0,1500,324,-0.236_to_0.0,1310,615,52.68,1500,1500,10-Minute
-0.236_to_0.0,1510,329,-0.236_to_0.0,1310,615,53.5,1510,1510,10-Minute
-0.236_to_0.0,1520,319,-0.236_to_0.0,1310,615,51.87,1520,1520,10-Minute
-0.236_to_0.0,1530,318,-0.236_to_0.0,1310,615,51.71,1530,1530,10-Minute
-0.236_to_0.0,1540,312,-0.236_to_0.0,1310,615,50.73,1540,1540,10-Minute
-0.236_to_0.0,1550,307,-0.236_to_0.0,1310,615,49.92,1550,1550,10-Minute
-0.382_to_-0.236,1320,149,-0.236_to_0.0,1310,615,24.23,1320,1320,10-Minute
-0.382_to_-0.236,1330,171,-0.236_to_0.0,1310,615,27.8,1330,1330,10-Minute
-0.382_to_-0.236,1340,166,-0.236_to_0.0,1310,615,26.99,1340,1340,10-Minute
-0.382_to_-0.236,1350,168,-0.236_to_0.0,1310,615,27.32,1350,1350,10-Minute
-0.382_to_-0.236,1400,190,-0.236_to_0.0,1310,615,30.89,1400,1400,10-Minute
-0.382_to_-0.236,1410,172,-0.236_to_0.0,1310,615,27.97,1410,1410,10-Minute
-0.382_to_-0.236,1420,170,-0.236_to_0.0,1310,615,27.64,1420,1420,10-Minute
-0.382_to_-0.236,1430,158,-0.236_to_0.0,1310,615,25.69,1430,1430,10-Minute
-0.382_to_-0.236,1440,158,-0.236_to_0.0,1310,615,25.69,1440,1440,10-Minute
-0.382_to_-0.236,1450,163,-0.236_to_0.0,1310,615,26.5,1450,1450,10-Minute
-0.382_to_-0.236,1500,151,-0.236_to_0.0,1310,615,24.55,1500,1500,10-Minute
-0.382_to_-0.236,1510,151,-0.236_to_0.0,1310,615,24.55,1510,1510,10-Minute
-0.382_to_-0.236,1520,139,-0.236_to_0.0,1310,615,22.6,1520,1520,10-Minute
-0.382_to_-0.236,1530,155,-0.236_to_0.0,1310,615,25.2,1530,1530,10-Minute
-0.382_to_-0.236,1540,149,-0.236_to_0.0,1310,615,24.23,1540,1540,10-Minute
-0.382_to_-0.236,1550,150,-0.236_to_0.0,1310,615,24.39,1550,1550,10-Minute
-0.5_to_-0.382,1320,26,-0.236_to_0.0,1310,615,4.23,1320,1320,10-Minute
-0.5_to_-0.382,1330,40,-0.236_to_0.0,1310,615,6.5,1330,1330,10-Minute
-0.5_to_-0.382,1340,42,-0.236_to_0.0,1310,615,6.83,1340,1340,10-Minute
-0.5_to_-0.382,1350,49,-0.236_to_0.0,1310,615,7.97,1350,1350,10-Minute
-0.5_to_-0.382,1400,70,-0.236_to_0.0,1310,615,11.38,1400,1400,10-Minute
-0.5_to_-0.382,1410,73,-0.236_to_0.0,1310,615,11.87,1410,1410,10-Minute
-0.5_to_-0.382,1420,69,-0.236_to_0.0,1310,615,11.22,1420,1420,10-Minute
-0.5_to_-0.382,1430,72,-0.236_to_0.0,1310,615,11.71,1430,1430,10-Minute
-0.5_to_-0.382,1440,69,-0.236_to_0.0,1310,615,11.22,1440,1440,10-Minute
-0.5_to_-0.382,1450,73,-0.236_to_0.0,1310,615,11.87,1450,1450,10-Minute
-0.5_to_-0.382,1500,78,-0.236_to_0.0,1310,615,12.68,1500,1500,10-Minute
-0.5_to_-0.382,1510,73,-0.236_to_0.0,1310,615,11.87,1510,1510,10-Minute
-0.5_to_-0.382,1520,78,-0.236_to_0.0,1310,615,12.68,1520,1520,10-Minute
-0.5_to_-0.382,1530,70,-0.236_to_0.0,1310,615,11.38,1530,1530,10-Minute
-0.5_to_-0.382,1540,75,-0.236_to_0.0,1310,615,12.2,1540,1540,10-Minute
-0.5_to_-0.382,1550,89,-0.236_to_0.0,1310,615,14.47,1550,1550,10-Minute
-0.618_to_-0.5,1320,4,-0.236_to_0.0,1310,615,0.65,1320,1320,10-Minute
-0.618_to_-0.5,1330,6,-0.236_to_0.0,1310,615,0.98,1330,1330,10-Minute
-0.618_to_-0.5,1340,14,-0.236_to_0.0,1310,615,2.28,1340,1340,10-Minute
-0.618_to_-0.5,1350,20,-0.236_to_0.0,1310,615,3.25,1350,1350,10-Minute
-0.618_to_-0.5,1400,27,-0.236_to_0.0,1310,615,4.39,1400,1400,10-Minute
-0.618_to_-0.5,1410,29,-0.236_to_0.0,1310,615,4.72,1410,1410,10-Minute
-0.618_to_-0.5,1420,36,-0.236_to_0.0,1310,615,5.85,1420,1420,10-Minute
-0.618_to_-0.5,1430,29,-0.236_to_0.0,1310,615,4.72,1430,1430,10-Minute
-0.618_to_-0.5,1440,28,-0.236_to_0.0,1310,615,4.55,1440,1440,10-Minute
-0.618_to_-0.5,1450,35,-0.236_to_0.0,1310,615,5.69,1450,1450,10-Minute
-0.618_to_-0.5,1500,44,-0.236_to_0.0,1310,615,7.15,1500,1500,10-Minute
-0.618_to_-0.5,1510,43,-0.236_to_0.0,1310,615,6.99,1510,1510,10-Minute
-0.618_to_-0.5,1520,44,-0.236_to_0.0,1310,615,7.15,1520,1520,10-Minute
-0.618_to_-0.5,1530,43,-0.236_to_0.0,1310,615,6.99,1530,1530,10-Minute
-0.618_to_-0.5,1540,48,-0.236_to_0.0,1310,615,7.8,1540,1540,10-Minute
-0.618_to_-0.5,1550,65,-0.236_to_0.0,1310,615,10.57,1550,1550,10-Minute
-0.786_to_-0.618,1320,1,-0.236_to_0.0,1310,615,0.16,1320,1320,10-Minute
-0.786_to_-0.618,1330,4,-0.236_to_0.0,1310,615,0.65,1330,1330,10-Minute
-0.786_to_-0.618,1340,6,-0.236_to_0.0,1310,615,0.98,1340,1340,10-Minute
-0.786_to_-0.618,1350,7,-0.236_to_0.0,1310,615,1.14,1350,1350,10-Minute
-0.786_to_-0.618,1400,11,-0.236_to_0.0,1310,615,1.79,1400,1400,10-Minute
-0.786_to_-0.618,1410,11,-0.236_to_0.0,1310,615,1.79,1410,1410,10-Minute
-0.786_to_-0.618,1420,18,-0.236_to_0.0,1310,615,2.93,1420,1420,10-Minute
-0.786_to_-0.618,1430,22,-0.236_to_0.0,1310,615,3.58,1430,1430,10-Minute
-0.786_to_-0.618,1440,23,-0.236_to_0.0,1310,615,3.74,1440,1440,10-Minute
-0.786_to_-0.618,1450,20,-0.236_to_0.0,1310,615,3.25,1450,1450,10-Minute
-0.786_to_-0.618,1500,24,-0.236_to_0.0,1310,615,3.9,1500,1500,10-Minute
-0.786_to_-0.618,1510,25,-0.236_to_0.0,1310,615,4.07,1510,1510,10-Minute
-0.786_to_-0.618,1520,30,-0.236_to_0.0,1310,615,4.88,1520,1520,10-Minute
-0.786_to_-0.618,1530,33,-0.236_to_0.0,1310,615,5.37,1530,1530,10-Minute
-0.786_to_-0.618,1540,41,-0.236_to_0.0,1310,615,6.67,1540,1540,10-Minute
-0.786_to_-0.618,1550,42,-0.236_to_0.0,1310,615,6.83,1550,1550,10-Minute
-1.0_to_-0.786,1330,1,-0.236_to_0.0,1310,615,0.16,1330,1330,10-Minute
-1.0_to_-0.786,1340,2,-0.236_to_0.0,1310,615,0.33,1340,1340,10-Minute
-1.0_to_-0.786,1350,2,-0.236_to_0.0,1310,615,0.33,1350,1350,10-Minute
-1.0_to_-0.786,1400,6,-0.236_to_0.0,1310,615,0.98,1400,1400,10-Minute
-1.0_to_-0.786,1410,6,-0.236_to_0.0,1310,615,0.98,1410,1410,10-Minute
-1.0_to_-0.786,1420,10,-0.236_to_0.0,1310,615,1.63,1420,1420,10-Minute
-1.0_to_-0.786,1430,9,-0.236_to_0.0,1310,615,1.46,1430,1430,10-Minute
-1.0_to_-0.786,1440,10,-0.236_to_0.0,1310,615,1.63,1440,1440,10-Minute
-1.0_to_-0.786,1450,12,-0.236_to_0.0,1310,615,1.95,1450,1450,10-Minute
-1.0_to_-0.786,1500,16,-0.236_to_0.0,1310,615,2.6,1500,1500,10-Minute
-1.0_to_-0.786,1510,15,-0.236_to_0.0,1310,615,2.44,1510,1510,10-Minute
-1.0_to_-0.786,1520,15,-0.236_to_0.0,1310,615,2.44,1520,1520,10-Minute
-1.0_to_-0.786,1530,19,-0.236_to_0.0,1310,615,3.09,1530,1530,10-Minute
-1.0_to_-0.786,1540,24,-0.236_to_0.0,1310,615,3.9,1540,1540,10-Minute
