Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion
Downside,-1.0,0900,0.5,1100,110.0,1,0.91
Downside,-1.0,0900,0.5,1500,110.0,1,0.91
Downside,-1.0,0900,0.618,1100,110.0,1,0.91
Downside,-1.0,0900,0.618,1500,110.0,1,0.91
Downside,-1.0,0900,0.786,1100,110.0,1,0.91
Downside,-1.0,0900,0.786,1500,110.0,1,0.91
Downside,-1.0,0900,1.0,1100,110.0,1,0.91
Upside,0.5,1100,-1.0,1500,109.0,1,0.92
Upside,0.5,1100,-0.786,1500,109.0,3,2.75
Upside,0.5,1100,-0.618,1400,109.0,1,0.92
Upside,0.5,1100,-0.618,1500,109.0,4,3.67
Upside,0.5,1100,-0.5,1400,109.0,3,2.75
Upside,0.5,1100,-0.5,1500,109.0,4,3.67
Upside,0.5,1100,-0.382,1300,109.0,1,0.92
Upside,0.5,1100,-0.382,1400,109.0,4,3.67
Upside,0.5,1100,-0.382,1500,109.0,5,4.59
Upside,0.5,1100,-0.236,1300,109.0,2,1.83
Upside,0.5,1100,-0.236,1400,109.0,6,5.5
Upside,0.5,1100,-0.236,1500,109.0,6,5.5
Upside,0.5,1100,0.0,1100,109.0,1,0.92
Upside,0.5,1100,0.0,1200,109.0,3,2.75
Upside,0.5,1100,0.0,1300,109.0,6,5.5
Upside,0.5,1100,0.0,1400,109.0,8,7.34
Upside,0.5,1100,0.0,1500,109.0,5,4.59
Upside,0.5,1100,0.236,1100,109.0,9,8.26
Upside,0.5,1100,0.236,1200,109.0,11,10.09
Upside,0.5,1100,0.236,1300,109.0,8,7.34
Upside,0.5,1100,0.236,1400,109.0,7,6.42
Upside,0.5,1100,0.236,1500,109.0,6,5.5
Upside,0.5,1100,0.382,1100,109.0,25,22.94
Upside,0.5,1100,0.382,1200,109.0,16,14.68
Upside,0.5,1100,0.382,1300,109.0,7,6.42
Upside,0.5,1100,0.382,1400,109.0,7,6.42
Upside,0.5,1100,0.382,1500,109.0,5,4.59
Upside,0.5,1100,0.618,1100,109.0,38,34.86
Upside,0.5,1100,0.618,1200,109.0,19,17.43
Upside,0.5,1100,0.618,1300,109.0,13,11.93
Upside,0.5,1100,0.618,1400,109.0,3,2.75
Upside,0.5,1100,0.618,1500,109.0,7,6.42
Upside,0.5,1100,0.786,1100,109.0,10,9.17
Upside,0.5,1100,0.786,1200,109.0,19,17.43
Upside,0.5,1100,0.786,1300,109.0,7,6.42
Upside,0.5,1100,0.786,1400,109.0,5,4.59
Upside,0.5,1100,0.786,1500,109.0,14,12.84
Upside,0.5,1100,1.0,1100,109.0,3,2.75
Upside,0.5,1100,1.0,1200,109.0,4,3.67
